,concelho,ano,mes,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_REMOTE_ICP_CONFIGURATION,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,total_servicos_realizados,total_cpes,energia_ativa
5762,Tondela,2023,3,9976,9219,106,0,9,60,41,50,15,15448,260,3396,91,281,19195,9387086.958999999
5763,Tondela,2023,4,9808,9387,784,0,2,70,57,23,23,15448,260,3396,91,959,19195,8449456.345
5764,Tondela,2023,5,9562,9633,346,0,1,76,61,39,21,15448,260,3396,91,544,19195,8902050.057
5765,Tondela,2023,6,9631,9633,40,0,0,57,50,42,26,15494,261,3406,103,215,19264,9029569.856
5766,Tondela,2023,7,9294,9981,7,0,0,66,54,49,25,15506,263,3405,101,201,19275,9236470.867
5767,Tondela,2023,8,9152,10143,13,0,10,57,52,50,20,15521,263,3410,101,202,19295,9077133.856
5768,Tondela,2023,9,9070,10234,5,0,0,56,43,32,13,15531,263,3408,102,149,19304,9035397.543
5769,Tondela,2023,10,8814,10500,11,0,0,79,56,46,12,15542,263,3409,100,204,19314,9568970.189
5770,Tondela,2023,11,8747,10571,2,0,1,78,75,54,28,15542,263,3414,99,238,19318,9720170.339
5771,Tondela,2023,12,8617,10720,4,1,1,48,33,67,13,15544,263,3420,110,167,19337,9804858.206
5772,Tondela,2024,1,8455,10876,1,0,0,69,51,67,21,15550,263,3419,99,209,19331,10381374.246000001
5773,Tondela,2024,2,8114,11219,4,0,0,40,32,29,3,15554,264,3419,96,108,19333,4245360.528
5775,Torre de Moncorvo,2022,3,1523,5720,0,0,0,14,15,7,11,5892,84,1212,55,47,7243,1783398.7
5776,Torre de Moncorvo,2022,4,1513,5727,2,0,0,43,39,16,19,5891,84,1211,54,119,7240,1719395.244
5777,Torre de Moncorvo,2022,5,1343,5887,0,0,0,50,36,15,11,5880,85,1212,53,112,7230,1560810.109
5778,Torre de Moncorvo,2022,6,1412,5820,0,0,0,52,47,14,18,5883,85,1211,53,131,7232,1607518.542
5779,Torre de Moncorvo,2022,7,1174,6069,2,0,0,47,30,11,5,5890,85,1213,55,95,7243,1900419.084
5780,Torre de Moncorvo,2022,8,1114,6135,3,0,0,57,55,21,25,5897,85,1213,54,161,7249,2000433.608
5781,Torre de Moncorvo,2022,9,1140,6095,0,0,0,45,35,28,9,5883,85,1214,53,117,7235,1595555.833
5782,Torre de Moncorvo,2022,10,1151,6085,2,0,0,51,38,18,14,5883,85,1215,53,123,7236,1628257.943
5783,Torre de Moncorvo,2022,11,1165,6078,63,0,0,45,36,21,16,5888,85,1215,55,181,7243,1674718.66
5784,Torre de Moncorvo,2022,12,1121,6113,86,0,2,41,34,23,13,5881,85,1214,54,199,7234,1807785.872
5785,Torre de Moncorvo,2023,1,1105,6122,71,0,1,55,42,18,30,5876,85,1213,53,217,7227,1901974.548
5786,Torre de Moncorvo,2023,2,1079,6140,49,0,0,48,28,22,18,5870,85,1212,52,165,7219,1823392.621
5787,Torre de Moncorvo,2023,3,858,6359,27,0,3,32,26,20,12,5865,85,1215,52,120,7217,1908245.2750000001
5788,Torre de Moncorvo,2023,4,818,6399,25,0,0,38,35,17,13,5865,85,1215,52,128,7217,1650035.572
5789,Torre de Moncorvo,2023,5,779,6438,73,0,0,41,30,20,13,5865,85,1215,52,177,7217,1596168.158
5790,Torre de Moncorvo,2023,6,728,6484,11,0,0,34,20,24,13,5858,85,1218,51,102,7212,1430286.8260000001
5791,Torre de Moncorvo,2023,7,687,6531,4,0,0,29,27,20,21,5865,85,1215,53,101,7218,1846391.609
5792,Torre de Moncorvo,2023,8,633,6594,4,0,7,31,30,33,10,5878,85,1215,49,115,7227,1992396.041
5793,Torre de Moncorvo,2023,9,693,6529,1,0,0,24,21,14,12,5870,85,1218,49,72,7222,1607684.795
5794,Torre de Moncorvo,2023,10,597,6633,3,0,0,36,23,16,8,5877,85,1219,49,86,7230,1605898.6030000001
5795,Torre de Moncorvo,2023,11,701,6522,5,0,0,32,25,18,11,5866,85,1223,49,91,7223,1737614.07
5796,Torre de Moncorvo,2023,12,659,6561,1,0,0,31,18,26,4,5865,85,1222,48,80,7220,2217852.8819999998
5797,Torre de Moncorvo,2024,1,671,6548,1,0,0,39,23,23,6,5866,85,1222,46,92,7219,1991857.659
5798,Torre de Moncorvo,2024,2,479,6726,1,0,0,22,13,12,5,5851,83,1226,45,53,7205,599614.341
5823,Torres Novas,2024,2,5321,16942,5,0,0,70,51,53,9,17806,314,4066,77,188,22263,4933945.045
5848,Torres Vedras,2024,2,10739,41503,11,0,1,187,140,96,18,41870,546,9628,198,453,52242,10175847.485
5850,Trancoso,2022,3,3839,4314,2,0,0,5,4,7,1,6483,169,1480,21,19,8153,2132323.144
5851,Trancoso,2022,4,3802,4351,6,0,0,12,12,10,4,6482,169,1482,20,44,8153,1930481.506
5852,Trancoso,2022,5,3725,4417,3,0,0,10,6,10,5,6469,169,1482,22,34,8142,1907456.264
5853,Trancoso,2022,6,3766,4371,2,0,0,12,9,11,0,6462,169,1486,20,34,8137,1792498.895
5854,Trancoso,2022,7,3701,4444,6,0,0,14,11,9,2,6465,169,1491,20,42,8145,1946645.4279999998
5855,Trancoso,2022,8,3646,4494,0,0,0,17,16,10,4,6463,169,1489,19,47,8140,1998390.988
5856,Trancoso,2022,9,3625,4512,1,0,0,11,9,12,2,6459,169,1490,19,35,8137,1823507.063
5857,Trancoso,2022,10,3606,4536,4,0,0,9,5,17,4,6467,169,1487,19,39,8142,2103480.417
5858,Trancoso,2022,11,3600,4547,34,0,0,5,6,16,6,6471,169,1489,18,67,8147,2206382.298
5859,Trancoso,2022,12,3594,4555,99,0,3,9,5,13,5,6472,169,1491,17,134,8149,2513251.806
5860,Trancoso,2023,1,3597,4549,62,0,2,9,7,10,5,6470,169,1489,18,95,8146,2311522.9560000002
5861,Trancoso,2023,2,3504,4643,97,0,0,15,13,12,7,6469,169,1491,18,144,8147,2021266.871
5862,Trancoso,2023,3,3283,4863,43,0,4,9,11,17,12,6470,169,1491,16,96,8146,1997453.5629999998
5863,Trancoso,2023,4,3165,4981,31,0,2,20,12,10,5,6470,169,1491,16,80,8146,1724327.5420000001
5864,Trancoso,2023,5,2972,5174,150,0,0,20,18,14,6,6470,169,1491,16,208,8146,1732548.524
5865,Trancoso,2023,6,2827,5333,45,0,0,27,25,14,7,6484,169,1490,17,118,8160,1697436.544
5866,Trancoso,2023,7,2481,5691,1,0,0,32,28,23,9,6490,169,1494,19,93,8172,1928848.4619999998
5867,Trancoso,2023,8,2378,5790,1,0,7,19,15,20,1,6488,169,1494,17,63,8168,2065911.1830000002
5868,Trancoso,2023,9,2244,5919,3,0,0,16,14,12,7,6486,169,1492,16,52,8163,1831442.624
5869,Trancoso,2023,10,2087,6073,9,0,1,26,18,16,12,6483,169,1493,15,82,8160,2010149.867
5870,Trancoso,2023,11,2020,6132,2,0,1,17,18,29,5,6474,169,1493,16,72,8152,2164835.128
5871,Trancoso,2023,12,1376,6769,0,0,0,14,10,20,8,6469,169,1491,16,52,8145,2501346.736
5872,Trancoso,2024,1,1348,6800,3,0,1,16,15,19,6,6470,169,1494,15,60,8148,2370196.117
5873,Trancoso,2024,2,1102,7045,0,0,1,13,10,8,5,6466,169,1497,15,37,8147,859543.883
5875,Trofa,2022,3,4722,14061,7,0,0,50,34,51,21,14504,217,3924,138,163,18783,17685124.907
5876,Trofa,2022,4,4833,13945,11,0,0,106,99,86,50,14499,217,3924,138,352,18778,15652130.673
5877,Trofa,2022,5,4572,14226,8,0,0,140,100,93,43,14508,217,3932,141,384,18798,16366550.795
5878,Trofa,2022,6,4653,14172,14,0,0,137,115,85,55,14517,217,3950,141,406,18825,15409848.006
5879,Trofa,2022,7,4559,14324,13,0,0,128,96,65,39,14546,217,3982,138,341,18883,16913866.426
5880,Trofa,2022,8,4416,14488,11,1,0,162,149,100,60,14556,217,3988,143,483,18904,14954536.7
5881,Trofa,2022,9,4343,14567,13,1,0,124,103,104,38,14574,217,3983,136,383,18910,15669228.087
5882,Trofa,2022,10,4053,14880,41,0,0,102,98,108,38,14593,217,3984,139,387,18933,16572225.131
5883,Trofa,2022,11,4100,14861,244,0,0,147,101,89,36,14603,217,3985,156,617,18961,16736749.969
5884,Trofa,2022,12,3744,15232,484,1,16,127,120,105,48,14622,217,3982,155,901,18976,16855648.043
5886,Trofa,2023,2,3400,15579,384,0,4,155,119,83,38,14630,217,3997,135,783,18979,16075110.489
5887,Trofa,2023,3,2923,16078,308,0,11,135,127,102,57,14646,217,4006,132,740,19001,16977612.961
5888,Trofa,2023,4,2846,16155,292,0,1,137,116,51,51,14646,217,4006,132,648,19001,14834933.425999999
5889,Trofa,2023,5,2592,16409,276,0,0,185,139,81,58,14646,217,4006,132,739,19001,15540690.206
5890,Trofa,2023,6,2366,16771,58,0,0,151,123,109,52,14712,217,4075,133,493,19137,15456718.468999999
5891,Trofa,2023,7,2137,17012,17,0,2,132,123,104,55,14719,217,4085,128,433,19149,15684019.016999999
5892,Trofa,2023,8,1859,17310,6,0,17,134,106,89,52,14737,217,4088,127,404,19169,14677837.329
5893,Trofa,2023,9,1542,17611,8,0,0,109,87,106,54,14742,217,4069,125,364,19153,15104507.366999999
5894,Trofa,2023,10,1371,17792,16,0,0,164,133,98,54,14754,217,4071,121,465,19163,16460983.238
5895,Trofa,2023,11,1254,17918,7,0,0,210,162,94,24,14763,217,4072,120,497,19172,16715532.195999999
5896,Trofa,2023,12,1148,18027,2,0,0,102,75,110,19,14761,217,4079,118,308,19175,17059944.187
5898,Trofa,2024,2,1111,18069,7,0,0,71,77,69,8,14763,217,4068,132,232,19180,6631863.767
5900,Tábua,2022,3,7127,2135,0,0,0,1,1,0,1,6982,131,2123,26,3,9262,3079916.8819999998
5901,Tábua,2022,4,7184,2075,1,0,0,6,3,4,1,6975,131,2125,28,15,9259,2762078.44
5902,Tábua,2022,5,7048,2210,1,0,0,7,8,7,5,6972,131,2128,27,28,9258,2692866.154
5903,Tábua,2022,6,7046,2217,2,0,0,7,3,7,1,6975,132,2130,26,20,9263,2681974.923
5904,Tábua,2022,7,6960,2305,0,0,0,10,8,3,2,6984,132,2122,27,23,9265,2950502.936
5905,Tábua,2022,8,6929,2348,1,0,0,4,4,8,4,6990,132,2130,25,21,9277,2955661.004
5906,Tábua,2022,9,6896,2396,0,0,0,4,3,6,2,6994,132,2139,27,15,9292,2761691.601
5907,Tábua,2022,10,6846,2452,1,0,0,6,4,9,2,6999,132,2141,26,22,9298,2841219.219
5908,Tábua,2022,11,6834,2480,39,0,0,14,12,10,4,7012,132,2143,27,79,9314,2909593.4129999997
5909,Tábua,2022,12,6773,2539,38,0,0,11,8,10,2,7001,132,2146,33,69,9312,3039391.827
5910,Tábua,2023,1,6649,2664,89,0,0,13,8,9,5,7003,132,2152,26,124,9313,3450927.7229999998
5911,Tábua,2023,2,6602,2718,80,0,1,8,6,9,6,7010,132,2152,26,110,9320,2966035.513
5912,Tábua,2023,3,6381,2937,60,0,1,17,9,17,0,7011,132,2149,26,104,9318,2840734.219
5913,Tábua,2023,4,6323,2995,63,1,0,16,15,10,4,7011,132,2149,26,109,9318,2418755.324
5914,Tábua,2023,5,6229,3089,128,0,0,21,14,5,6,7011,132,2149,26,174,9318,2479962.192
5915,Tábua,2023,6,6176,3158,8,0,0,8,9,3,2,7022,133,2155,24,30,9334,2553046.029
5916,Tábua,2023,7,5973,3376,2,0,0,19,12,7,3,7033,134,2159,23,43,9349,2673492.0130000003
5917,Tábua,2023,8,5909,3448,0,0,2,19,15,17,7,7038,134,2162,23,60,9357,2640181.8310000002
5918,Tábua,2023,9,5713,3653,0,0,0,21,15,16,4,7045,134,2164,23,56,9366,2590842.232
5919,Tábua,2023,10,5467,3914,6,0,0,14,12,15,13,7060,134,2165,22,60,9381,2823297.922
5920,Tábua,2023,11,5178,4208,1,0,1,30,23,22,5,7058,134,2166,28,82,9386,2968106.116
5921,Tábua,2023,12,4710,4678,0,0,0,16,17,26,5,7064,134,2162,28,64,9388,3282750.886
5922,Tábua,2024,1,4750,4639,2,0,0,31,23,29,5,7066,134,2167,22,90,9389,3460560.412
5923,Tábua,2024,2,4458,4924,1,0,0,18,13,10,1,7062,134,2164,22,43,9382,1099567.588
5925,Vagos,2022,3,11173,4256,3,0,0,10,5,9,3,11926,177,3161,165,30,15429,8254392.95
5926,Vagos,2022,4,11147,4306,7,0,0,16,20,12,13,11951,177,3161,164,68,15453,7676437.481000001
5927,Vagos,2022,5,10793,4675,1,0,0,29,17,23,4,11955,177,3168,168,74,15468,7956283.063
5928,Vagos,2022,6,10539,4942,4,0,0,25,21,7,20,11963,177,3176,165,77,15481,7462107.909
5929,Vagos,2022,7,10413,5067,2,0,0,22,14,4,10,11966,177,3175,162,52,15480,7834619.42
5930,Vagos,2022,8,10215,5278,2,0,0,37,33,21,10,11978,177,3179,159,103,15493,7013956.484
5931,Vagos,2022,9,10129,5344,1,0,0,32,26,25,12,11976,178,3161,158,96,15473,7449571.369
5932,Vagos,2022,10,10069,5408,11,0,0,22,20,23,10,11985,178,3162,152,86,15477,7963952.84
5933,Vagos,2022,11,9871,5614,91,0,0,28,25,26,6,12000,179,3152,154,176,15485,8140973.636
5934,Vagos,2022,12,9727,5775,287,0,1,23,19,30,14,12016,179,3155,152,374,15502,8012913.517
5935,Vagos,2023,1,9100,6408,168,0,1,52,39,31,15,12024,179,3156,149,306,15508,9411871.381
5936,Vagos,2023,2,8907,6605,246,0,3,35,32,36,11,12025,179,3163,145,363,15512,8585354.989
5937,Vagos,2023,3,8036,7485,556,0,10,35,33,35,8,12033,179,3166,143,677,15521,8721546.751
5938,Vagos,2023,4,7969,7552,187,0,3,49,42,26,28,12033,179,3166,143,335,15521,7738084.203
5939,Vagos,2023,5,6601,8920,213,0,1,56,34,28,16,12033,179,3166,143,348,15521,7813194.0309999995
5940,Vagos,2023,6,5610,9958,75,0,0,50,53,36,20,12066,179,3187,136,234,15568,7712997.645
5941,Vagos,2023,7,3979,11610,8,0,45,74,60,43,30,12086,179,3187,137,260,15589,7725991.992000001
5942,Vagos,2023,8,3636,11960,13,1,14,72,57,64,32,12093,179,3188,136,253,15596,7246515.064
5943,Vagos,2023,9,2637,12989,11,0,10,61,47,61,22,12120,179,3188,139,212,15626,7684497.349
5944,Vagos,2023,10,2317,13314,16,0,0,83,67,65,19,12145,179,3175,132,250,15631,8390907.685
5945,Vagos,2023,11,2285,13347,2,0,3,103,91,60,16,12148,179,3171,134,275,15632,8640184.127
5946,Vagos,2023,12,1351,14294,6,0,10,59,49,97,17,12162,179,3172,132,238,15645,8854643.717
5947,Vagos,2024,1,1366,14308,0,0,21,87,65,88,21,12190,179,3176,129,282,15674,9759870.885
5948,Vagos,2024,2,1030,14653,9,0,9,46,38,37,6,12206,180,3172,125,145,15683,3346508.115
5950,Vale de Cambra,2022,3,7501,5848,1,0,0,13,13,10,5,10854,144,2256,95,42,13349,9400906.749
5951,Vale de Cambra,2022,4,7501,5837,3,0,0,31,31,18,22,10851,144,2249,94,105,13338,8381825.458000001
5952,Vale de Cambra,2022,5,7488,5849,3,0,0,44,29,23,15,10848,144,2253,92,114,13337,8597507.708999999
5953,Vale de Cambra,2022,6,7516,5826,5,0,0,54,46,17,12,10848,144,2256,94,134,13342,7989621.062
5954,Vale de Cambra,2022,7,7303,6035,1,0,0,38,28,16,7,10849,144,2249,96,90,13338,8734171.791
5955,Vale de Cambra,2022,8,7191,6157,2,0,0,54,42,20,21,10856,144,2248,100,139,13348,7510783.84
5956,Vale de Cambra,2022,9,7124,6226,3,0,0,46,35,18,10,10855,144,2256,95,112,13350,7973981.995999999
5957,Vale de Cambra,2022,10,7099,6265,11,0,0,28,26,25,15,10867,144,2257,96,105,13364,8086274.49
5958,Vale de Cambra,2022,11,7139,6228,85,0,0,43,22,22,12,10864,144,2259,100,184,13367,8293958.681
5959,Vale de Cambra,2022,12,7060,6318,176,0,3,47,38,34,18,10873,144,2259,102,316,13378,8040221.2020000005
5960,Vale de Cambra,2023,1,6985,6413,134,0,12,52,29,33,12,10891,144,2259,104,272,13398,9539681.068
5961,Vale de Cambra,2023,2,7117,6282,70,0,3,51,34,35,10,10897,144,2255,103,203,13399,8354084.794000001
5962,Vale de Cambra,2023,3,7044,6378,54,0,1,41,31,21,12,10920,144,2254,104,160,13422,8912946.504
5963,Vale de Cambra,2023,4,6931,6491,58,0,0,44,32,19,13,10920,144,2254,104,166,13422,7674416.659
5964,Vale de Cambra,2023,5,6795,6627,177,0,0,43,33,26,18,10920,144,2254,104,297,13422,8091667.083000001
5965,Vale de Cambra,2023,6,6703,6768,24,0,0,50,34,19,9,10953,144,2262,112,136,13471,7928123.892
5966,Vale de Cambra,2023,7,6625,6861,3,0,1,60,50,19,12,10962,144,2267,113,145,13486,8487465.263
5967,Vale de Cambra,2023,8,6591,6897,7,0,5,36,30,22,11,10966,144,2267,111,111,13488,7368966.853
5968,Vale de Cambra,2023,9,6444,7042,8,0,0,35,25,23,12,10966,144,2265,111,103,13486,8048735.356
5969,Vale de Cambra,2023,10,5684,7814,12,0,1,49,30,34,12,10975,144,2269,110,138,13498,8662120.856999999
5970,Vale de Cambra,2023,11,4950,8552,3,0,2,73,57,44,21,10971,144,2277,110,200,13502,9033993.852
5971,Vale de Cambra,2023,12,4216,9282,5,0,4,37,27,30,7,10968,144,2275,111,110,13498,8793835.285
5972,Vale de Cambra,2024,1,3862,9651,6,0,2,66,35,44,8,10978,144,2282,109,161,13513,10031780.286
5973,Vale de Cambra,2024,2,3379,10135,2,0,1,19,17,19,6,10975,144,2290,105,64,13514,3207094.714
5975,Valença,2022,3,6030,3855,0,0,0,13,9,5,1,7789,129,1885,82,28,9885,4713290.42
5976,Valença,2022,4,5810,4076,0,0,0,34,32,15,13,7792,129,1886,79,94,9886,4214080.716
5977,Valença,2022,5,5550,4349,3,0,0,63,44,17,6,7800,129,1891,79,133,9899,4381540.8270000005
5978,Valença,2022,6,5640,4271,3,0,0,57,52,19,18,7810,129,1892,80,149,9911,4345742.442
5979,Valença,2022,7,5116,4800,1,0,0,54,44,29,13,7813,129,1896,78,141,9916,4637902.039
5980,Valença,2022,8,5104,4835,1,0,0,78,63,19,18,7828,129,1909,73,179,9939,4547717.347
5981,Valença,2022,9,4968,4984,7,0,0,40,36,17,12,7843,129,1907,73,112,9952,4494479.632999999
5982,Valença,2022,10,4846,5123,15,0,0,40,45,26,10,7849,129,1911,80,136,9969,4627632.809
5983,Valença,2022,11,4875,5109,107,0,0,60,32,28,10,7861,129,1910,84,237,9984,4732556.942
5984,Valença,2022,12,4810,5179,127,0,0,45,47,24,12,7866,129,1912,82,255,9989,4933694.23
5985,Valença,2023,1,4756,5230,113,0,2,65,46,26,7,7875,129,1913,69,259,9986,5383581.05
5986,Valença,2023,2,4597,5439,61,0,0,52,46,24,14,7910,129,1920,77,197,10036,4817206.476
5987,Valença,2023,3,4542,5500,70,0,3,60,56,31,11,7914,129,1928,71,231,10042,4975259.754
5988,Valença,2023,4,4450,5592,69,0,0,56,42,18,18,7914,129,1928,71,203,10042,4290849.263
5989,Valença,2023,5,4410,5632,91,0,0,71,62,18,20,7914,129,1928,71,262,10042,4535110.742000001
5990,Valença,2023,6,4487,5606,14,0,0,67,62,26,12,7952,129,1940,72,181,10093,4554806.715
5991,Valença,2023,7,4326,5794,5,0,0,58,58,27,35,7969,129,1945,77,183,10120,4727983.916
5992,Valença,2023,8,4330,5803,4,0,9,54,44,36,18,7977,129,1953,74,165,10133,4532566.127
5993,Valença,2023,9,4095,6059,4,0,0,42,30,24,18,7986,132,1962,74,118,10154,4653134.889
5994,Valença,2023,10,3965,6205,7,0,0,72,57,39,20,7989,132,1964,85,195,10170,4946108.251
5995,Valença,2023,11,4114,6071,3,0,0,94,75,34,17,7998,132,1967,88,223,10185,5047086.411
5996,Valença,2023,12,3933,6252,3,0,0,58,34,40,17,7998,132,1970,85,152,10185,5327268.406
5997,Valença,2024,1,3805,6363,1,0,0,57,40,37,16,7991,132,1971,74,151,10168,5572049.177
5998,Valença,2024,2,3677,6493,1,0,0,38,33,24,2,7998,132,1969,71,98,10170,1671986.823
6023,Valongo,2024,2,2789,45569,6,0,6,228,181,171,33,40440,383,7306,229,625,48358,8700681.048
6025,Valpaços,2022,3,7061,6688,4,1,0,18,14,9,10,11444,181,2078,46,56,13749,3296759.745
6026,Valpaços,2022,4,6902,6838,6,0,0,40,33,28,21,11435,181,2079,45,128,13740,2878076.467
6027,Valpaços,2022,5,6583,7149,12,0,0,47,40,21,14,11418,181,2087,46,134,13732,2706000.804
6028,Valpaços,2022,6,6674,7068,4,0,0,55,51,21,13,11429,181,2088,44,144,13742,2652989.5
6029,Valpaços,2022,7,6363,7407,4,0,0,49,44,23,11,11451,181,2090,48,131,13770,3155625.528
6030,Valpaços,2022,8,6277,7497,6,0,0,51,49,32,21,11453,181,2091,49,159,13774,3264322.221
6031,Valpaços,2022,9,6257,7520,9,0,0,41,27,19,10,11459,182,2092,44,106,13777,2787062.097
6032,Valpaços,2022,10,6171,7617,12,1,0,37,35,27,22,11467,182,2093,46,134,13788,2922491.743
6033,Valpaços,2022,11,6146,7652,102,0,0,38,32,23,8,11477,183,2099,39,203,13798,3256369.294
6034,Valpaços,2022,12,6033,7767,135,2,2,51,40,16,9,11479,183,2100,38,255,13800,3686320.482
6035,Valpaços,2023,1,5912,7894,103,0,5,60,52,32,20,11486,183,2100,37,272,13806,3748356.807
6036,Valpaços,2023,2,5894,7925,69,0,1,41,41,25,15,11492,183,2108,36,192,13819,3222603.644
6037,Valpaços,2023,3,5567,8253,107,0,1,54,48,24,32,11492,183,2109,36,266,13820,3138308.764
6038,Valpaços,2023,4,5387,8430,123,0,1,38,41,31,18,11489,183,2109,36,252,13817,2636699.911
6039,Valpaços,2023,5,5188,8629,115,0,0,64,49,36,26,11489,183,2109,36,290,13817,2564913.06
6040,Valpaços,2023,6,5190,8635,55,0,0,76,60,16,23,11484,184,2119,38,230,13825,2561481.814
6041,Valpaços,2023,7,4645,9202,14,0,0,56,68,34,26,11493,184,2130,40,198,13847,3014079.84
6042,Valpaços,2023,8,4611,9245,9,0,13,45,41,39,17,11498,184,2133,41,164,13856,3218680.972
6043,Valpaços,2023,9,4301,9560,11,1,0,52,37,31,13,11504,184,2137,36,145,13861,2760872.634
6044,Valpaços,2023,10,4261,9591,16,0,0,46,41,37,22,11499,184,2132,37,162,13852,2925441.785
6045,Valpaços,2023,11,4042,9812,7,0,0,76,54,30,23,11499,184,2135,36,190,13854,3363552.7029999997
6046,Valpaços,2023,12,3452,10390,10,0,0,49,50,51,13,11483,184,2139,36,173,13842,4188388.066
6047,Valpaços,2024,1,3201,10645,5,0,1,72,45,43,25,11484,184,2141,37,191,13846,3929667.287
6048,Valpaços,2024,2,2527,11299,5,0,0,48,33,24,7,11470,184,2137,35,117,13826,1332286.2619999999
6050,Vendas Novas,2022,3,893,6110,6,0,0,28,19,16,11,5525,63,1366,49,80,7003,4144838.569
6051,Vendas Novas,2022,4,914,6091,9,0,0,56,54,33,21,5527,63,1366,49,173,7005,3647315.957
6052,Vendas Novas,2022,5,876,6133,11,0,0,74,68,41,17,5526,63,1367,53,211,7009,3611048.462
6053,Vendas Novas,2022,6,913,6097,5,0,0,79,71,25,20,5523,63,1369,55,200,7010,3574352.65
6054,Vendas Novas,2022,7,886,6123,10,0,0,68,47,34,17,5524,63,1366,56,176,7009,3948571.62
6055,Vendas Novas,2022,8,912,6103,9,0,0,93,86,24,34,5525,63,1368,59,246,7015,3531586.114
6056,Vendas Novas,2022,9,892,6129,4,0,0,52,49,30,8,5530,63,1373,55,143,7021,3746909.82
6057,Vendas Novas,2022,10,889,6137,11,0,0,53,42,29,17,5536,63,1375,52,152,7026,3843772.878
6058,Vendas Novas,2022,11,910,6115,38,1,0,50,44,30,24,5540,63,1371,51,187,7025,3880604.351
6059,Vendas Novas,2022,12,896,6131,50,0,0,46,37,31,16,5541,63,1372,51,180,7027,3883729.217
6060,Vendas Novas,2023,1,899,6133,47,0,0,68,48,37,21,5547,63,1372,50,221,7032,4565826.337
6061,Vendas Novas,2023,2,969,6062,61,0,0,66,52,27,23,5548,63,1369,51,229,7031,4066812.138
6062,Vendas Novas,2023,3,843,6195,39,0,1,51,46,32,17,5551,63,1373,51,186,7038,4077973.4680000003
6063,Vendas Novas,2023,4,834,6204,23,0,0,48,33,22,11,5551,63,1373,51,137,7038,3490702.412
6064,Vendas Novas,2023,5,811,6227,33,0,0,71,53,29,30,5551,63,1373,51,216,7038,3671914.946
6065,Vendas Novas,2023,6,828,6221,7,0,0,60,56,35,25,5556,63,1380,50,183,7049,3805272.699
6066,Vendas Novas,2023,7,805,6252,3,0,1,51,49,23,19,5562,63,1382,50,146,7057,3906860.162
6067,Vendas Novas,2023,8,817,6245,5,0,0,59,59,21,19,5564,63,1384,51,163,7062,3698768.118
6068,Vendas Novas,2023,9,793,6272,6,0,0,49,45,35,15,5566,63,1387,49,150,7065,3895117.292
6069,Vendas Novas,2023,10,788,6287,21,0,0,46,39,37,26,5580,63,1384,48,169,7075,3997460.336
6070,Vendas Novas,2023,11,746,6338,13,0,0,77,61,54,5,5583,63,1388,50,210,7084,4212170.03
6071,Vendas Novas,2023,12,714,6376,3,0,0,31,32,22,12,5592,63,1386,49,100,7090,4319930.062
6072,Vendas Novas,2024,1,651,6446,6,0,0,73,49,33,8,5597,63,1388,49,169,7097,4732957.559
6073,Vendas Novas,2024,2,454,6632,4,0,0,30,27,19,6,5593,63,1383,47,86,7086,1850929.441
6075,Viana do Alentejo,2022,3,1005,2721,0,0,0,16,18,12,9,2901,29,791,5,55,3726,1535871.668
6076,Viana do Alentejo,2022,4,997,2732,4,0,0,27,27,13,19,2903,29,792,5,90,3729,1365410.395
6077,Viana do Alentejo,2022,5,909,2824,5,0,0,40,33,13,13,2908,29,792,4,104,3733,1406542.388
6078,Viana do Alentejo,2022,6,885,2847,2,0,0,49,41,8,17,2907,29,792,4,117,3732,1408338.773
6079,Viana do Alentejo,2022,7,797,2938,3,0,0,48,34,8,6,2909,29,793,4,99,3735,1696252.767
6080,Viana do Alentejo,2022,8,765,2975,1,0,0,51,49,18,24,2911,29,794,6,143,3740,1620450.023
6081,Viana do Alentejo,2022,9,756,2987,0,0,0,48,39,15,14,2914,29,796,4,116,3743,1366631.547
6082,Viana do Alentejo,2022,10,780,2970,10,0,0,28,27,10,9,2917,30,799,4,84,3750,1330375.898
6083,Viana do Alentejo,2022,11,766,2984,34,0,0,34,23,18,9,2916,30,800,4,118,3750,1353049.072
6084,Viana do Alentejo,2022,12,742,3011,50,0,1,34,37,16,8,2918,30,801,4,146,3753,1522801.693
6085,Viana do Alentejo,2023,1,656,3098,42,0,1,45,28,9,11,2919,30,802,3,136,3754,1674746.6469999999
6086,Viana do Alentejo,2023,2,656,3101,55,0,0,31,31,9,16,2923,30,801,3,142,3757,1513498.644
6087,Viana do Alentejo,2023,3,604,3154,52,0,2,44,37,7,10,2924,30,801,3,152,3758,1460771.838
6088,Viana do Alentejo,2023,4,531,3227,36,0,0,48,37,10,16,2924,30,801,3,147,3758,1325648.478
6089,Viana do Alentejo,2023,5,514,3244,45,0,0,60,49,10,16,2924,30,801,3,180,3758,1358297.827
