,concelho,ano,mes,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_REMOTE_ICP_CONFIGURATION,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,total_servicos_realizados,total_cpes,energia_ativa,cluster
3067,Mourão,2023,6.0,829,1133,4,0,0,16,11,4,5,1552,16,387,7,40.0,1962.0,846862.025,1.0
3068,Mourão,2023,7.0,825,1142,0,0,0,18,18,4,6,1556,16,388,7,46.0,1967.0,1081865.324,1.0
3069,Mourão,2023,8.0,818,1155,1,0,0,12,12,2,5,1557,16,389,11,32.0,1973.0,1059576.104,1.0
3070,Mourão,2023,9.0,784,1182,0,0,0,8,6,8,2,1556,16,387,7,24.0,1966.0,731241.064,1.0
3071,Mourão,2023,10.0,622,1349,1,0,0,15,12,6,7,1561,16,387,7,41.0,1971.0,640083.986,1.0
3072,Mourão,2023,11.0,327,1648,0,0,1,21,17,8,1,1561,16,386,12,48.0,1975.0,612719.3609999999,1.0
3073,Mourão,2023,12.0,267,1709,1,0,1,10,10,9,3,1563,16,385,12,34.0,1976.0,739345.161,1.0
3074,Mourão,2024,1.0,227,1752,3,0,0,18,9,9,3,1566,16,386,11,42.0,1979.0,725523.62,1.0
3075,Mourão,2024,2.0,156,1821,2,0,0,4,4,3,3,1568,16,386,7,16.0,1977.0,251368.31600000002,1.0
3076,Murtosa,2022,3.0,5025,3505,2,1,0,15,11,13,7,7243,67,1163,57,49.0,8530.0,3048511.113,2.0
3077,Murtosa,2022,4.0,5001,3529,5,0,0,16,23,18,8,7243,67,1164,56,70.0,8530.0,2790854.44,2.0
3078,Murtosa,2022,5.0,4822,3710,3,0,0,27,15,11,6,7247,67,1165,53,62.0,8532.0,2892735.296,2.0
3079,Murtosa,2022,6.0,4827,3709,0,0,0,26,29,13,13,7248,67,1170,51,81.0,8536.0,2697037.62,2.0
3080,Murtosa,2022,7.0,4589,3957,1,0,0,32,27,11,4,7247,67,1181,51,75.0,8546.0,2927023.208,2.0
3081,Murtosa,2022,8.0,4428,4138,2,1,0,31,32,16,19,7252,67,1179,68,101.0,8566.0,2585710.204,2.0
3082,Murtosa,2022,9.0,4447,4092,2,0,0,33,27,14,5,7246,67,1176,50,81.0,8539.0,2671140.687,2.0
3083,Murtosa,2022,10.0,4329,4200,11,0,0,28,29,16,12,7248,68,1163,50,96.0,8529.0,2830740.22,2.0
3092,Murtosa,2023,7.0,664,7918,6,0,9,52,45,28,16,7286,68,1181,47,156.0,8582.0,2795819.91,0.0
3093,Murtosa,2023,8.0,571,8017,6,0,11,43,42,26,19,7289,68,1181,50,147.0,8588.0,2804136.56,0.0
3094,Murtosa,2023,9.0,478,8110,10,0,0,34,25,32,26,7291,68,1180,49,127.0,8588.0,2742550.418,0.0
3095,Murtosa,2023,10.0,427,8161,10,0,0,56,45,40,22,7291,68,1179,50,173.0,8588.0,2893941.9990000003,0.0
3096,Murtosa,2023,11.0,415,8187,1,0,0,61,51,39,18,7300,68,1179,55,170.0,8602.0,2981002.599,0.0
3097,Murtosa,2023,12.0,379,8225,3,0,0,39,32,21,13,7300,68,1182,54,108.0,8604.0,3317394.12,0.0
3098,Murtosa,2024,1.0,360,8231,3,0,3,47,33,34,16,7296,68,1179,48,136.0,8591.0,3465321.463,0.0
3099,Murtosa,2024,2.0,346,8249,3,0,0,30,21,12,6,7300,68,1179,48,72.0,8595.0,1138127.377,0.0
3100,Murça,2022,3.0,2157,2275,1,0,0,6,7,1,4,3616,59,737,20,19.0,4432.0,1132555.832,1.0
3101,Murça,2022,4.0,2154,2273,2,0,0,14,13,2,10,3611,59,736,21,41.0,4427.0,988447.718,1.0
3102,Murça,2022,5.0,2090,2330,5,0,0,19,11,8,6,3608,61,732,19,49.0,4420.0,961771.87,1.0
3103,Murça,2022,6.0,2122,2305,4,0,0,17,13,8,7,3606,61,734,26,49.0,4427.0,910585.3859999999,1.0
3104,Murça,2022,7.0,2069,2362,3,0,0,25,17,3,4,3610,61,736,24,52.0,4431.0,961431.422,1.0
3105,Murça,2022,8.0,2049,2390,2,0,0,19,21,6,11,3619,61,737,22,59.0,4439.0,939543.364,1.0
3106,Murça,2022,9.0,2037,2402,4,0,0,23,18,9,3,3617,61,740,21,57.0,4439.0,871537.693,1.0
3107,Murça,2022,10.0,1913,2527,4,0,0,15,13,18,10,3619,61,741,19,60.0,4440.0,1057348.681,1.0
3108,Murça,2022,11.0,1975,2465,28,0,0,15,9,14,11,3614,61,746,19,77.0,4440.0,1149631.525,1.0
3110,Murça,2023,1.0,1785,2671,32,1,1,19,13,2,11,3617,61,760,18,79.0,4456.0,1356592.815,1.0
3111,Murça,2023,2.0,1735,2728,39,0,0,13,7,5,2,3620,61,764,18,66.0,4463.0,1195214.705,1.0
3112,Murça,2023,3.0,1611,2855,33,0,3,10,14,12,3,3622,61,766,17,75.0,4466.0,1168398.195,1.0
3113,Murça,2023,4.0,1536,2933,37,0,0,16,14,9,6,3625,61,766,17,82.0,4469.0,973542.9180000001,1.0
3114,Murça,2023,5.0,1277,3192,63,0,0,16,11,15,2,3625,61,766,17,107.0,4469.0,951263.415,1.0
3115,Murça,2023,6.0,1082,3391,6,0,0,15,14,10,10,3625,61,766,21,55.0,4473.0,929027.9519999999,1.0
3116,Murça,2023,7.0,945,3533,3,0,0,17,14,15,7,3628,61,768,21,56.0,4478.0,1034399.95,1.0
3117,Murça,2023,8.0,901,3578,1,0,4,18,15,18,6,3630,61,767,21,62.0,4479.0,1070492.672,1.0
3118,Murça,2023,9.0,876,3600,1,0,0,12,7,13,9,3630,61,766,19,42.0,4476.0,961647.144,1.0
3119,Murça,2023,10.0,861,3619,6,0,0,17,15,14,9,3630,61,770,19,61.0,4480.0,1012640.884,1.0
3120,Murça,2023,11.0,530,3955,4,0,0,27,14,13,6,3634,61,772,18,64.0,4485.0,1126607.418,1.0
3121,Murça,2023,12.0,290,4188,7,0,1,12,18,22,9,3629,61,771,17,69.0,4478.0,1316810.932,1.0
3122,Murça,2024,1.0,309,4171,1,0,0,16,11,21,8,3632,61,771,16,57.0,4480.0,1313328.111,1.0
3123,Murça,2024,2.0,221,4256,4,0,0,13,7,9,0,3632,61,769,15,33.0,4477.0,452856.889,1.0
3124,Mértola,2022,3.0,5548,2447,1,0,0,3,4,1,4,6627,120,1211,37,13.0,7995.0,1403194.287,2.0
3125,Mértola,2022,4.0,5431,2565,4,0,0,10,8,3,5,6630,120,1211,35,30.0,7996.0,1282706.049,2.0
3126,Mértola,2022,5.0,5198,2780,0,0,0,9,7,5,5,6613,120,1210,35,26.0,7978.0,1338680.0,2.0
3127,Mértola,2022,6.0,5233,2748,1,0,0,17,14,4,1,6615,120,1211,35,37.0,7981.0,1374551.538,2.0
3128,Mértola,2022,7.0,5136,2854,0,0,0,10,8,11,3,6616,120,1219,35,32.0,7990.0,1612394.84,2.0
3129,Mértola,2022,8.0,5084,2911,1,1,0,19,14,5,4,6623,120,1219,33,44.0,7995.0,1566502.1639999999,2.0
3130,Mértola,2022,9.0,4889,3114,0,0,0,9,13,3,6,6630,120,1220,33,31.0,8003.0,1321423.647,2.0
3131,Mértola,2022,10.0,4486,3520,2,0,0,8,8,8,3,6635,120,1219,32,29.0,8006.0,1262859.682,2.0
3134,Mértola,2023,1.0,4453,3546,75,0,2,22,19,6,3,6626,120,1220,33,127.0,7999.0,1476854.2210000001,2.0
3135,Mértola,2023,2.0,4460,3546,78,0,1,16,15,10,5,6631,120,1221,34,125.0,8006.0,1332886.25,2.0
3136,Mértola,2023,3.0,3812,4198,65,0,3,9,7,14,4,6633,120,1222,35,102.0,8010.0,1318003.644,2.0
3140,Mértola,2023,7.0,2526,5501,2,0,2,29,25,23,10,6650,120,1221,36,91.0,8027.0,1599935.5,0.0
3141,Mértola,2023,8.0,2193,5837,1,0,5,31,24,25,10,6654,120,1221,35,96.0,8030.0,1665894.175,0.0
3142,Mértola,2023,9.0,1985,6052,1,0,0,30,27,11,10,6659,121,1223,34,79.0,8037.0,1352496.8699999999,0.0
3143,Mértola,2023,10.0,2045,5989,4,0,0,37,30,20,9,6654,121,1225,34,100.0,8034.0,1313956.301,0.0
3144,Mértola,2023,11.0,1866,6165,1,0,0,31,27,8,14,6651,121,1225,34,81.0,8031.0,1295446.55,0.0
3145,Mértola,2023,12.0,1200,6830,1,0,0,20,18,21,10,6651,121,1224,34,70.0,8030.0,1551181.604,0.0
3146,Mértola,2024,1.0,925,7099,1,0,1,36,31,33,12,6646,121,1223,34,114.0,8024.0,1533092.623,0.0
3147,Mértola,2024,2.0,731,7296,0,0,2,14,9,15,2,6652,121,1221,33,42.0,8027.0,486709.37700000004,0.0
3148,Mêda,2022,3.0,3177,1882,0,0,0,4,5,1,1,4029,115,902,13,11.0,5059.0,947794.195,1.0
3149,Mêda,2022,4.0,3057,2001,4,0,0,10,8,5,8,4027,115,902,14,35.0,5058.0,858433.1769999999,1.0
3150,Mêda,2022,5.0,2980,2071,0,0,0,9,6,9,3,4017,115,905,14,27.0,5051.0,826074.66,1.0
3151,Mêda,2022,6.0,3056,1999,1,0,0,4,4,7,8,4022,115,906,12,24.0,5055.0,808893.188,1.0
3152,Mêda,2022,7.0,2780,2277,0,0,0,11,6,3,4,4023,115,907,12,24.0,5057.0,1071476.875,1.0
3153,Mêda,2022,8.0,2729,2331,0,0,0,11,11,12,5,4024,115,907,14,39.0,5060.0,981872.227,1.0
3154,Mêda,2022,9.0,2667,2383,0,0,0,7,6,16,5,4015,115,908,12,34.0,5050.0,869272.79,1.0
3155,Mêda,2022,10.0,2504,2548,5,0,0,12,12,13,4,4014,116,910,12,46.0,5052.0,909211.299,1.0
3157,Mêda,2022,12.0,2446,2608,50,0,0,12,9,8,1,4014,116,911,13,80.0,5054.0,1080836.249,1.0
3158,Mêda,2023,1.0,2442,2613,46,0,2,10,7,10,7,4014,117,913,11,82.0,5055.0,1096375.5280000002,1.0
3159,Mêda,2023,2.0,2186,2866,72,0,0,8,7,6,6,4011,117,913,11,99.0,5052.0,958947.853,1.0
3161,Mêda,2023,4.0,1943,3111,64,0,0,17,14,11,6,4011,118,915,10,112.0,5054.0,811804.646,1.0
3163,Mêda,2023,6.0,1459,3599,17,0,0,31,28,15,10,4011,118,915,14,101.0,5058.0,783009.961,1.0
3164,Mêda,2023,7.0,1187,3870,2,0,1,22,23,16,11,4012,118,917,10,75.0,5057.0,875464.26,1.0
3165,Mêda,2023,8.0,1112,3945,2,0,4,22,18,11,9,4011,118,917,11,66.0,5057.0,992419.379,1.0
3166,Mêda,2023,9.0,1029,4033,2,0,0,17,17,12,10,4017,118,917,10,58.0,5062.0,879326.52,1.0
3167,Mêda,2023,10.0,938,4124,3,0,0,24,20,10,10,4016,118,918,10,67.0,5062.0,910678.966,1.0
3168,Mêda,2023,11.0,671,4386,2,0,0,22,19,15,3,4012,118,917,10,61.0,5057.0,989982.788,1.0
3169,Mêda,2023,12.0,538,4520,2,0,0,16,10,17,9,4014,118,916,10,54.0,5058.0,1211429.087,1.0
3170,Mêda,2024,1.0,529,4533,0,0,0,28,18,19,11,4019,118,915,10,76.0,5062.0,1147090.79,1.0
3171,Mêda,2024,2.0,430,4633,3,0,0,11,8,6,3,4020,118,916,9,31.0,5063.0,350566.21,1.0
3196,Nelas,2022,3.0,4541,4915,2,1,0,11,10,6,5,7198,113,2081,64,35.0,9456.0,17548064.954,2.0
3197,Nelas,2022,4.0,4375,5083,4,0,0,21,21,22,18,7199,113,2080,66,86.0,9458.0,17207594.889000002,2.0
3198,Nelas,2022,5.0,4156,5307,10,0,0,40,26,26,16,7201,113,2080,69,118.0,9463.0,17971512.039,2.0
3199,Nelas,2022,6.0,4345,5127,4,0,0,42,25,13,12,7211,113,2078,70,96.0,9472.0,15372210.788999999,2.0
3200,Nelas,2022,7.0,4012,5456,6,0,0,32,31,22,10,7207,113,2078,70,101.0,9468.0,15797913.125000002,2.0
3201,Nelas,2022,8.0,3995,5493,3,0,0,41,29,36,6,7222,113,2079,74,115.0,9488.0,10147652.793000001,2.0
3202,Nelas,2022,9.0,4000,5483,4,0,0,34,27,24,9,7215,113,2083,72,98.0,9483.0,13757531.453,2.0
3203,Nelas,2022,10.0,3879,5614,8,0,0,22,21,25,9,7220,113,2087,73,85.0,9493.0,14315951.868,2.0
3209,Nelas,2023,4.0,3500,6011,74,0,0,50,44,14,9,7243,113,2085,70,191.0,9511.0,13332634.298,0.0
3210,Nelas,2023,5.0,3420,6091,70,0,0,48,38,24,24,7243,113,2085,70,204.0,9511.0,16436410.057,0.0
3211,Nelas,2023,6.0,3359,6164,37,0,0,52,46,21,14,7251,113,2090,69,170.0,9523.0,13737236.847,0.0
3212,Nelas,2023,7.0,3248,6276,8,0,0,48,31,33,20,7249,113,2093,69,140.0,9524.0,16308278.376,0.0
3213,Nelas,2023,8.0,3253,6276,5,0,7,58,41,33,19,7253,113,2094,69,163.0,9529.0,9683219.793,0.0
3214,Nelas,2023,9.0,3158,6379,10,0,1,39,37,30,16,7259,113,2096,69,133.0,9537.0,14372192.039,0.0
3215,Nelas,2023,10.0,3067,6472,14,0,0,41,29,36,11,7257,113,2100,69,131.0,9539.0,15194015.107,0.0
3216,Nelas,2023,11.0,3059,6483,2,0,0,46,33,38,8,7265,113,2098,66,127.0,9542.0,14727401.335,0.0
3217,Nelas,2023,12.0,3030,6512,1,0,0,44,29,31,6,7259,113,2100,70,111.0,9542.0,13614033.35,0.0
3219,Nelas,2024,2.0,2424,7123,1,0,0,29,14,22,4,7263,114,2106,64,70.0,9547.0,1731414.6679999998,0.0
3220,Nisa,2022,3.0,2262,4585,1,0,0,10,9,7,7,5455,54,1333,5,34.0,6847.0,1598958.731,1.0
3221,Nisa,2022,4.0,2178,4668,1,0,0,29,25,12,8,5454,54,1333,5,75.0,6846.0,1453991.457,1.0
3222,Nisa,2022,5.0,2122,4718,2,0,0,44,32,12,6,5447,54,1333,6,96.0,6840.0,1388258.778,1.0
3223,Nisa,2022,6.0,2228,4613,2,0,0,35,29,10,14,5446,54,1335,6,90.0,6841.0,1390632.66,1.0
3224,Nisa,2022,7.0,2048,4798,2,0,0,34,34,7,6,5450,54,1336,6,83.0,6846.0,1655864.6949999998,0.0
3225,Nisa,2022,8.0,2055,4798,1,0,0,45,32,25,5,5454,54,1339,6,108.0,6853.0,1587833.8080000002,0.0
3226,Nisa,2022,9.0,2107,4736,1,1,0,25,25,13,5,5447,54,1335,7,70.0,6843.0,1371600.877,1.0
3227,Nisa,2022,10.0,2110,4736,7,0,0,24,17,7,6,5451,54,1334,7,61.0,6846.0,1393136.5389999999,1.0
3228,Nisa,2022,11.0,2038,4815,74,0,0,42,34,15,5,5455,55,1336,7,170.0,6853.0,1498378.543,0.0
3230,Nisa,2023,1.0,1989,4867,78,0,1,42,26,21,17,5455,55,1339,7,185.0,6856.0,1742288.428,0.0
3231,Nisa,2023,2.0,2105,4759,29,0,0,27,24,17,9,5464,55,1338,7,106.0,6864.0,1553621.092,0.0
3232,Nisa,2023,3.0,1819,5056,29,0,2,29,29,11,10,5465,54,1348,8,110.0,6875.0,1523893.288,0.0
3233,Nisa,2023,4.0,1955,4920,39,0,0,37,23,5,14,5465,54,1348,8,118.0,6875.0,1303036.014,0.0
3235,Nisa,2023,6.0,1753,5129,11,0,0,25,20,15,14,5465,54,1354,9,85.0,6882.0,1333258.116,0.0
3236,Nisa,2023,7.0,1721,5171,6,0,0,40,28,14,14,5474,54,1354,10,102.0,6892.0,1518910.3630000001,0.0
3237,Nisa,2023,8.0,1700,5195,0,0,3,33,34,32,18,5476,54,1356,9,120.0,6895.0,1610926.51,0.0
3238,Nisa,2023,9.0,1716,5180,5,0,0,22,10,15,2,5473,54,1361,8,54.0,6896.0,1368737.537,0.0
3239,Nisa,2023,10.0,1654,5246,3,0,0,38,29,18,15,5473,54,1364,9,103.0,6900.0,1403769.395,0.0
3240,Nisa,2023,11.0,1700,5196,2,0,0,49,33,18,12,5469,54,1363,10,114.0,6896.0,1496849.3260000001,0.0
3241,Nisa,2023,12.0,1599,5283,0,0,0,19,19,22,7,5461,54,1357,10,67.0,6882.0,1751336.869,0.0
3242,Nisa,2024,1.0,1611,5278,0,0,0,39,25,27,15,5465,54,1361,9,106.0,6889.0,1715161.698,0.0
3243,Nisa,2024,2.0,1504,5388,2,0,0,17,14,6,5,5467,54,1362,9,44.0,6892.0,540409.302,0.0
3293,Oleiros,2022,3.0,3825,1840,1,0,0,3,2,0,0,4294,157,1200,14,6.0,5665.0,2541981.748,1.0
3294,Oleiros,2022,4.0,3797,1866,0,0,0,6,4,1,0,4293,157,1199,14,11.0,5663.0,2308542.6459999997,1.0
3295,Oleiros,2022,5.0,3756,1898,2,0,0,7,5,5,1,4282,157,1199,16,20.0,5654.0,2420342.608,1.0
3296,Oleiros,2022,6.0,3772,1887,0,0,0,9,7,9,5,4285,157,1201,16,30.0,5659.0,2302472.916,1.0
3297,Oleiros,2022,7.0,3717,1941,1,0,0,2,2,3,2,4282,157,1202,17,10.0,5658.0,2133075.295,1.0
3298,Oleiros,2022,8.0,3690,1966,1,0,0,8,9,4,1,4285,157,1198,16,23.0,5656.0,1641116.705,1.0
3299,Oleiros,2022,9.0,3650,2005,0,0,0,1,1,4,1,4285,157,1197,16,7.0,5655.0,2383205.1799999997,1.0
3300,Oleiros,2022,10.0,3575,2076,1,0,0,6,3,0,0,4280,157,1198,16,10.0,5651.0,2515273.7649999997,1.0
3301,Oleiros,2022,11.0,3584,2059,25,0,0,5,5,2,1,4277,157,1195,14,38.0,5643.0,2503117.686,1.0
3302,Oleiros,2022,12.0,3546,2097,39,0,1,10,7,2,1,4276,157,1196,14,60.0,5643.0,2428069.369,1.0
3303,Oleiros,2023,1.0,3467,2172,43,1,1,11,6,7,4,4276,157,1193,13,73.0,5639.0,2470815.994,1.0
3304,Oleiros,2023,2.0,3417,2219,33,0,0,6,2,4,4,4271,157,1196,12,49.0,5636.0,2268269.11,1.0
3305,Oleiros,2023,3.0,3283,2352,36,0,0,11,11,4,1,4270,157,1196,12,63.0,5635.0,2334970.404,1.0
3306,Oleiros,2023,4.0,3274,2361,36,0,0,14,5,8,6,4270,157,1196,12,69.0,5635.0,1534242.121,1.0
3307,Oleiros,2023,5.0,3177,2458,44,0,0,8,10,5,4,4270,157,1196,12,71.0,5635.0,1127844.775,1.0
3308,Oleiros,2023,6.0,3085,2566,9,0,0,14,10,2,5,4282,157,1198,14,40.0,5651.0,1250149.596,1.0
3309,Oleiros,2023,7.0,2919,2739,0,0,0,15,15,8,7,4289,157,1198,14,45.0,5658.0,2450381.8770000003,1.0
3310,Oleiros,2023,8.0,2907,2744,1,0,3,14,10,11,6,4285,157,1197,12,45.0,5651.0,2293618.604,1.0
3311,Oleiros,2023,9.0,2701,2945,2,0,0,16,10,7,2,4284,157,1195,10,37.0,5646.0,2448477.13,1.0
3312,Oleiros,2023,10.0,2517,3122,10,1,0,19,16,11,5,4281,157,1191,10,62.0,5639.0,2525452.282,1.0
3313,Oleiros,2023,11.0,2219,3422,2,0,5,21,18,6,3,4281,157,1192,11,55.0,5641.0,2483011.696,1.0
3314,Oleiros,2023,12.0,1983,3658,0,0,2,15,11,9,2,4281,157,1192,11,39.0,5641.0,2194051.411,1.0
3315,Oleiros,2024,1.0,1810,3824,0,0,0,30,18,11,7,4277,157,1192,8,66.0,5634.0,2632182.387,1.0
3316,Oleiros,2024,2.0,1666,3958,2,0,1,10,6,10,4,4270,157,1189,8,33.0,5624.0,380053.613,1.0
3360,Oliveira de Frades,2022,3.0,4682,2033,0,0,0,3,2,2,2,5134,133,1407,41,9.0,6715.0,4609340.352,2.0
3361,Oliveira de Frades,2022,4.0,4646,2071,0,0,0,3,4,7,1,5134,133,1412,38,15.0,6717.0,4164989.932,2.0
3362,Oliveira de Frades,2022,5.0,4486,2230,0,0,0,6,3,6,2,5133,133,1413,37,17.0,6716.0,4310792.882999999,2.0
3363,Oliveira de Frades,2022,6.0,4515,2204,0,0,0,10,8,0,12,5135,133,1416,35,30.0,6719.0,4137544.966,2.0
3364,Oliveira de Frades,2022,7.0,4374,2356,0,0,0,13,10,8,2,5142,133,1421,34,33.0,6730.0,4476380.4399999995,2.0
3365,Oliveira de Frades,2022,8.0,4318,2419,1,0,0,13,13,13,9,5143,133,1424,37,49.0,6737.0,4120414.644,2.0
3366,Oliveira de Frades,2022,9.0,4221,2521,2,0,0,9,6,4,3,5151,133,1425,33,24.0,6742.0,4085168.4299999997,2.0
3367,Oliveira de Frades,2022,10.0,4053,2683,7,0,0,9,10,7,3,5150,133,1422,31,36.0,6736.0,4427097.717,2.0
3368,Oliveira de Frades,2022,11.0,4136,2610,58,0,0,12,11,11,2,5154,133,1427,32,94.0,6746.0,4485511.133,2.0
3370,Oliveira de Frades,2023,1.0,3781,2964,43,0,1,18,11,24,7,5153,133,1428,31,104.0,6745.0,5011501.410999999,2.0
3371,Oliveira de Frades,2023,2.0,3829,2922,30,0,0,21,15,10,3,5155,133,1431,32,79.0,6751.0,4462522.757,2.0
3372,Oliveira de Frades,2023,3.0,3432,3315,56,0,0,16,16,24,2,5154,133,1429,31,114.0,6747.0,4671287.256999999,1.0
3375,Oliveira de Frades,2023,6.0,2680,4089,20,0,2,24,27,18,6,5161,133,1442,33,97.0,6769.0,4305156.971,1.0
3376,Oliveira de Frades,2023,7.0,2293,4483,5,0,0,27,23,16,7,5168,134,1444,30,78.0,6776.0,4411021.893,1.0
3377,Oliveira de Frades,2023,8.0,2284,4499,6,0,9,35,23,16,5,5167,134,1451,31,94.0,6783.0,4203037.72,1.0
3378,Oliveira de Frades,2023,9.0,2025,4762,9,0,0,20,16,13,7,5167,134,1456,30,65.0,6787.0,4111743.615,1.0
3379,Oliveira de Frades,2023,10.0,1725,5068,15,0,1,31,21,14,7,5170,134,1459,30,89.0,6793.0,4615507.584,0.0
3380,Oliveira de Frades,2023,11.0,1069,5726,3,0,6,32,27,26,9,5167,134,1462,32,103.0,6795.0,4865261.323,0.0
3381,Oliveira de Frades,2023,12.0,845,5952,3,0,1,17,9,42,5,5170,134,1463,30,77.0,6797.0,4894489.865,0.0
3382,Oliveira de Frades,2024,1.0,783,6018,3,0,0,29,20,34,6,5172,134,1466,29,92.0,6801.0,5239169.557,0.0
3383,Oliveira de Frades,2024,2.0,666,6141,1,0,0,16,15,15,3,5175,134,1468,30,50.0,6807.0,2239764.443,0.0
3432,Ourique,2022,3.0,3382,755,1,0,0,2,1,0,0,3240,112,770,15,4.0,4137.0,1518804.239,1.0
3433,Ourique,2022,4.0,3284,851,1,0,0,1,2,3,2,3239,112,769,15,9.0,4135.0,1415458.6739999999,1.0
3434,Ourique,2022,5.0,3206,922,1,0,0,4,2,2,3,3233,112,768,15,12.0,4128.0,1492276.347,1.0
3435,Ourique,2022,6.0,3257,874,2,0,0,3,6,1,2,3235,112,769,15,14.0,4131.0,1506935.58,1.0
3436,Ourique,2022,7.0,3099,1041,4,0,0,0,0,2,0,3240,118,768,14,6.0,4140.0,1695427.139,1.0
3437,Ourique,2022,8.0,3069,1071,0,0,0,6,5,0,1,3237,118,771,14,12.0,4140.0,1704967.8059999999,1.0
3438,Ourique,2022,9.0,3027,1121,1,0,0,4,2,2,2,3241,118,776,13,11.0,4148.0,1541208.864,1.0
3439,Ourique,2022,10.0,2928,1217,2,0,0,5,5,3,1,3239,118,777,11,16.0,4145.0,1555382.611,1.0
3440,Ourique,2022,11.0,2916,1229,78,0,0,2,3,3,1,3239,118,777,11,87.0,4145.0,1527566.821,1.0
3441,Ourique,2022,12.0,2861,1289,68,0,0,4,3,5,0,3237,118,781,14,80.0,4150.0,1577122.759,1.0
3442,Ourique,2023,1.0,2834,1323,51,0,1,8,9,10,1,3243,118,785,11,80.0,4157.0,1678401.889,1.0
3444,Ourique,2023,3.0,2723,1441,54,0,0,4,4,7,0,3246,119,786,13,69.0,4164.0,1538169.208,1.0
3445,Ourique,2023,4.0,2442,1722,24,1,0,9,7,6,5,3246,119,786,13,52.0,4164.0,1476782.568,1.0
3447,Ourique,2023,6.0,2120,2050,27,0,0,17,13,5,4,3253,119,787,11,66.0,4170.0,1499746.292,1.0
3448,Ourique,2023,7.0,1959,2210,0,0,0,16,16,4,4,3254,119,785,11,40.0,4169.0,1802443.184,1.0
3449,Ourique,2023,8.0,1686,2483,7,1,3,8,10,10,4,3254,119,785,11,43.0,4169.0,1748333.989,1.0
3450,Ourique,2023,9.0,1428,2740,4,0,2,11,3,10,9,3253,119,785,11,39.0,4168.0,1581110.009,1.0
3451,Ourique,2023,10.0,1341,2832,7,0,1,16,15,19,0,3258,119,785,11,58.0,4173.0,1629310.913,1.0
3452,Ourique,2023,11.0,1100,3075,5,0,0,21,16,13,7,3259,119,785,12,62.0,4175.0,1538819.869,1.0
3453,Ourique,2023,12.0,947,3229,0,0,1,12,8,20,5,3258,119,784,15,46.0,4176.0,1718361.0359999998,1.0
3454,Ourique,2024,1.0,847,3327,0,0,0,22,17,23,6,3258,119,785,12,68.0,4174.0,1719555.403,1.0
3455,Ourique,2024,2.0,803,3373,0,0,1,10,5,5,5,3255,119,789,13,26.0,4176.0,538110.5970000001,1.0
3505,Pampilhosa da Serra,2022,3.0,2529,2836,0,0,0,4,5,4,1,4458,101,802,4,14.0,5365.0,888521.7220000001,1.0
3506,Pampilhosa da Serra,2022,4.0,2500,2856,1,0,0,4,5,13,1,4451,101,800,4,24.0,5356.0,833435.3859999999,1.0
3507,Pampilhosa da Serra,2022,5.0,2448,2895,1,0,0,3,3,7,1,4436,101,802,4,15.0,5343.0,868226.2180000001,1.0
3508,Pampilhosa da Serra,2022,6.0,2412,2937,0,0,0,2,3,5,1,4442,101,803,3,11.0,5349.0,805004.046,1.0
3509,Pampilhosa da Serra,2022,7.0,2378,2970,0,0,0,4,4,7,1,4447,101,796,4,16.0,5348.0,1220588.264,1.0
3510,Pampilhosa da Serra,2022,8.0,2291,3058,0,0,0,4,3,10,2,4449,101,795,4,19.0,5349.0,1002881.517,1.0
3511,Pampilhosa da Serra,2022,9.0,2331,3010,1,0,0,3,2,9,3,4444,101,793,3,18.0,5341.0,876358.202,1.0
3512,Pampilhosa da Serra,2022,10.0,2257,3084,1,0,0,4,4,7,4,4443,101,794,3,20.0,5341.0,950005.6869999999,1.0
3513,Pampilhosa da Serra,2022,11.0,2338,3005,64,0,0,6,3,8,2,4444,101,793,5,83.0,5343.0,906584.379,1.0
3514,Pampilhosa da Serra,2022,12.0,2257,3079,38,0,4,8,5,8,1,4436,101,794,5,64.0,5336.0,924688.951,1.0
3515,Pampilhosa da Serra,2023,1.0,2272,3059,68,0,1,8,4,11,3,4433,101,793,4,95.0,5331.0,976042.7050000001,1.0
3517,Pampilhosa da Serra,2023,3.0,2109,3219,45,0,3,8,4,6,4,4433,101,791,3,70.0,5328.0,935368.027,1.0
3518,Pampilhosa da Serra,2023,4.0,1975,3353,55,0,0,5,5,4,2,4433,101,791,3,71.0,5328.0,813034.631,1.0
3520,Pampilhosa da Serra,2023,6.0,1745,3603,17,0,0,8,8,4,5,4444,101,799,4,42.0,5348.0,865441.398,1.0
3521,Pampilhosa da Serra,2023,7.0,1663,3691,0,0,0,6,5,13,3,4448,101,800,5,27.0,5354.0,916360.37,1.0
