,concelho,ano,mes,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_REMOTE_ICP_CONFIGURATION,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,total_servicos_realizados,total_cpes,energia_ativa,cluster
402,Almodôvar,2022,3.0,3320,2339,0,0,0,6,3,4,2,4288,175,1181,15,15.0,5659.0,1654550.03,1.0
403,Almodôvar,2022,4.0,3273,2383,0,0,0,12,14,6,2,4286,175,1180,15,34.0,5656.0,1511917.6779999998,1.0
404,Almodôvar,2022,5.0,3253,2400,0,0,0,8,6,5,0,4284,175,1179,15,19.0,5653.0,1475873.9849999999,1.0
405,Almodôvar,2022,6.0,3268,2391,1,0,0,16,13,8,0,4288,175,1181,15,38.0,5659.0,1432679.188,1.0
406,Almodôvar,2022,7.0,3208,2451,0,0,0,19,16,6,5,4290,175,1180,14,46.0,5659.0,1622265.627,1.0
407,Almodôvar,2022,8.0,3169,2496,1,0,0,23,13,13,5,4292,175,1185,13,55.0,5665.0,1564729.311,1.0
408,Almodôvar,2022,9.0,3303,2360,0,0,0,13,10,7,8,4290,176,1186,11,38.0,5663.0,1441497.686,1.0
409,Almodôvar,2022,10.0,3262,2397,3,0,0,13,12,2,3,4287,176,1185,11,33.0,5659.0,1486693.7519999999,1.0
410,Almodôvar,2022,11.0,2647,3015,30,0,0,19,17,6,4,4290,177,1184,11,76.0,5662.0,1523500.6430000002,1.0
412,Almodôvar,2023,1.0,2229,3440,74,0,2,27,21,17,10,4293,177,1188,11,151.0,5669.0,1845236.596,1.0
416,Almodôvar,2023,5.0,1974,3701,47,1,0,30,22,10,8,4296,177,1190,12,118.0,5675.0,1436963.786,1.0
417,Almodôvar,2023,6.0,1900,3793,27,0,0,31,27,10,7,4312,177,1190,14,102.0,5693.0,1472213.634,1.0
418,Almodôvar,2023,7.0,1761,3937,0,0,0,30,33,10,11,4310,177,1196,15,84.0,5698.0,1644269.929,1.0
419,Almodôvar,2023,8.0,1645,4057,0,0,3,34,26,15,10,4312,177,1200,13,88.0,5702.0,1689900.913,1.0
420,Almodôvar,2023,9.0,1225,4480,1,0,1,18,15,14,10,4313,177,1201,14,59.0,5705.0,1494382.841,1.0
421,Almodôvar,2023,10.0,1204,4499,3,0,1,31,24,19,13,4312,177,1201,13,91.0,5703.0,1537914.861,1.0
422,Almodôvar,2023,11.0,1095,4613,0,0,0,37,37,16,10,4316,177,1202,13,100.0,5708.0,1591791.761,1.0
423,Almodôvar,2023,12.0,1061,4650,0,0,0,22,14,23,2,4317,177,1203,14,61.0,5711.0,1880313.6949999998,1.0
424,Almodôvar,2024,1.0,1067,4650,0,0,0,24,21,8,12,4326,177,1202,12,65.0,5717.0,1872016.587,1.0
425,Almodôvar,2024,2.0,1001,4717,0,0,0,12,10,8,3,4328,177,1201,12,33.0,5718.0,582079.0249999999,1.0
426,Alpiarça,2022,3.0,488,3999,1,0,0,20,18,8,17,3257,59,1148,23,64.0,4487.0,2450841.923,1.0
427,Alpiarça,2022,4.0,506,3991,2,0,0,48,49,24,22,3255,59,1160,23,145.0,4497.0,2550528.136,1.0
430,Alpiarça,2022,7.0,440,4142,4,0,0,51,47,8,12,3259,59,1240,24,122.0,4582.0,4983681.027,1.0
432,Alpiarça,2022,9.0,409,4130,3,0,0,44,40,28,15,3261,59,1195,24,130.0,4539.0,4187556.624,1.0
433,Alpiarça,2022,10.0,425,4095,7,0,0,42,41,39,21,3268,59,1169,24,150.0,4520.0,3166970.337,1.0
434,Alpiarça,2022,11.0,419,4091,23,0,0,48,35,23,13,3273,59,1156,22,142.0,4510.0,3262107.6780000003,1.0
435,Alpiarça,2022,12.0,400,4106,53,0,0,47,49,17,15,3277,59,1148,22,181.0,4506.0,3467857.856,1.0
436,Alpiarça,2023,1.0,397,4112,52,0,1,51,48,30,17,3281,59,1147,22,199.0,4509.0,3276046.75,1.0
437,Alpiarça,2023,2.0,421,4089,42,0,0,48,31,18,17,3279,59,1150,22,156.0,4510.0,2403189.373,1.0
440,Alpiarça,2023,5.0,346,4175,25,0,0,54,44,14,14,3287,59,1153,22,151.0,4521.0,3736722.182,1.0
441,Alpiarça,2023,6.0,412,4218,4,0,0,49,39,13,21,3309,59,1240,22,126.0,4630.0,4032968.126,1.0
442,Alpiarça,2023,7.0,383,4255,1,0,0,43,40,9,26,3312,59,1244,23,119.0,4638.0,4670871.742,1.0
443,Alpiarça,2023,8.0,369,4268,2,0,7,39,31,11,7,3314,59,1241,23,97.0,4637.0,4721597.552,1.0
444,Alpiarça,2023,9.0,342,4270,7,1,0,26,25,35,18,3316,58,1215,23,112.0,4612.0,3886576.955,1.0
445,Alpiarça,2023,10.0,348,4254,5,0,0,51,28,24,14,3324,58,1198,22,122.0,4602.0,3272707.336,1.0
447,Alpiarça,2023,12.0,300,4283,1,0,0,48,37,27,4,3317,58,1187,21,117.0,4583.0,3407832.025,1.0
448,Alpiarça,2024,1.0,316,4270,1,0,0,66,48,25,11,3319,58,1188,21,151.0,4586.0,3408210.44,1.0
449,Alpiarça,2024,2.0,318,4270,3,0,0,31,26,8,4,3321,57,1189,21,72.0,4588.0,774700.5599999999,1.0
450,Alter do Chão,2022,3.0,533,2349,0,0,0,11,9,4,3,2326,26,519,11,27.0,2882.0,1053655.0289999999,1.0
451,Alter do Chão,2022,4.0,510,2367,2,0,0,23,18,6,10,2322,26,518,11,59.0,2877.0,942204.8829999999,1.0
452,Alter do Chão,2022,5.0,474,2400,0,0,0,28,21,8,7,2319,26,518,11,64.0,2874.0,919322.842,1.0
453,Alter do Chão,2022,6.0,463,2416,0,0,0,30,29,7,10,2321,26,520,12,76.0,2879.0,928818.711,1.0
454,Alter do Chão,2022,7.0,401,2475,3,0,0,31,20,8,2,2316,26,520,14,64.0,2876.0,1117533.158,1.0
455,Alter do Chão,2022,8.0,389,2489,1,0,0,33,23,11,10,2320,26,519,13,78.0,2878.0,1043757.3940000001,1.0
456,Alter do Chão,2022,9.0,389,2490,0,1,0,24,21,14,10,2323,26,517,13,70.0,2879.0,865007.924,1.0
457,Alter do Chão,2022,10.0,382,2497,5,0,0,21,19,10,6,2325,26,515,13,61.0,2879.0,841946.048,1.0
458,Alter do Chão,2022,11.0,388,2497,27,0,0,25,21,12,6,2331,26,515,13,91.0,2885.0,913669.284,1.0
459,Alter do Chão,2022,12.0,338,2552,50,0,0,26,23,6,6,2334,26,517,13,111.0,2890.0,1095992.192,1.0
460,Alter do Chão,2023,1.0,288,2600,27,0,3,26,23,9,16,2332,26,517,13,104.0,2888.0,1106859.2480000001,1.0
461,Alter do Chão,2023,2.0,293,2597,36,0,0,22,19,12,6,2334,26,518,12,95.0,2890.0,1010497.571,1.0
462,Alter do Chão,2023,3.0,221,2674,42,0,0,29,24,9,3,2337,26,520,12,107.0,2895.0,979706.933,1.0
463,Alter do Chão,2023,4.0,216,2679,14,0,0,30,32,12,5,2337,26,520,12,93.0,2895.0,857997.45,1.0
464,Alter do Chão,2023,5.0,231,2664,11,0,0,33,21,8,11,2337,26,520,12,84.0,2895.0,835475.452,1.0
465,Alter do Chão,2023,6.0,219,2673,3,0,0,29,23,4,7,2335,26,521,10,66.0,2892.0,869485.346,1.0
466,Alter do Chão,2023,7.0,258,2637,0,0,0,32,27,7,7,2335,26,521,13,73.0,2895.0,1002694.666,1.0
467,Alter do Chão,2023,8.0,213,2689,0,0,5,30,27,17,7,2341,26,524,11,86.0,2902.0,1011231.861,1.0
468,Alter do Chão,2023,9.0,268,2635,1,0,0,24,20,12,4,2340,26,526,11,61.0,2903.0,847954.007,1.0
469,Alter do Chão,2023,10.0,253,2653,2,0,0,23,26,11,12,2344,26,525,11,74.0,2906.0,865272.682,1.0
470,Alter do Chão,2023,11.0,275,2634,1,0,0,31,26,6,3,2347,26,525,11,67.0,2909.0,936627.828,1.0
471,Alter do Chão,2023,12.0,195,2711,0,0,0,23,16,14,7,2344,26,525,11,60.0,2906.0,1133796.956,1.0
472,Alter do Chão,2024,1.0,203,2702,0,0,0,32,25,13,5,2344,26,524,11,75.0,2905.0,1089294.549,1.0
473,Alter do Chão,2024,2.0,193,2705,0,0,0,7,8,7,0,2338,26,523,11,22.0,2898.0,310974.451,1.0
474,Alvaiázere,2022,3.0,1785,4140,1,0,0,6,3,12,10,4639,122,1146,18,32.0,5925.0,1387848.101,1.0
476,Alvaiázere,2022,5.0,1623,4286,0,0,0,41,26,16,17,4629,122,1140,18,100.0,5909.0,1279889.5,1.0
477,Alvaiázere,2022,6.0,1807,4103,0,0,0,28,32,8,21,4631,122,1140,17,89.0,5910.0,1257431.165,1.0
478,Alvaiázere,2022,7.0,1520,4382,1,0,0,28,23,17,11,4625,122,1136,19,80.0,5902.0,1456651.184,1.0
480,Alvaiázere,2022,9.0,1424,4490,0,0,0,22,19,20,14,4629,123,1139,23,75.0,5914.0,1280079.618,1.0
481,Alvaiázere,2022,10.0,1261,4642,7,0,0,19,15,20,10,4628,123,1132,20,71.0,5903.0,1328757.178,1.0
485,Alvaiázere,2023,2.0,758,5136,66,0,0,29,28,21,13,4618,122,1136,18,157.0,5894.0,1401039.255,1.0
487,Alvaiázere,2023,4.0,460,5434,63,0,0,32,32,8,16,4617,122,1137,18,151.0,5894.0,1229773.988,1.0
488,Alvaiázere,2023,5.0,430,5464,54,0,0,41,30,19,17,4617,122,1137,18,161.0,5894.0,1254297.9949999999,1.0
489,Alvaiázere,2023,6.0,414,5483,9,0,0,35,39,15,19,4627,122,1135,13,117.0,5897.0,1253025.735,1.0
490,Alvaiázere,2023,7.0,396,5506,7,0,0,38,25,8,7,4627,122,1137,16,85.0,5902.0,1359056.457,1.0
491,Alvaiázere,2023,8.0,387,5517,3,0,2,21,25,18,17,4630,122,1138,14,86.0,5904.0,1396884.087,1.0
492,Alvaiázere,2023,9.0,408,5497,7,0,0,26,18,11,11,4630,122,1138,15,73.0,5905.0,1291620.584,1.0
493,Alvaiázere,2023,10.0,358,5554,5,0,0,37,27,11,16,4637,122,1138,15,96.0,5912.0,1397164.844,1.0
494,Alvaiázere,2023,11.0,640,5272,1,0,0,48,35,22,5,4638,122,1138,14,111.0,5912.0,1474115.799,1.0
495,Alvaiázere,2023,12.0,376,5532,4,0,0,32,18,17,6,4637,122,1135,14,77.0,5908.0,1676559.229,1.0
496,Alvaiázere,2024,1.0,393,5514,1,0,0,55,36,25,14,4638,124,1134,11,131.0,5907.0,1644654.8569999998,1.0
497,Alvaiázere,2024,2.0,304,5605,1,0,0,19,18,8,13,4642,124,1132,11,59.0,5909.0,512752.143,1.0
498,Alvito,2022,3.0,270,1437,1,0,0,9,6,0,2,1298,24,381,4,18.0,1707.0,868302.7339999999,1.0
499,Alvito,2022,4.0,305,1407,0,0,0,14,13,4,9,1298,24,385,5,40.0,1712.0,858460.361,1.0
500,Alvito,2022,5.0,237,1472,1,0,0,23,18,4,5,1293,24,388,4,51.0,1709.0,957583.1,1.0
501,Alvito,2022,6.0,298,1411,0,0,0,21,17,2,6,1292,24,389,4,46.0,1709.0,1081289.512,1.0
502,Alvito,2022,7.0,230,1476,0,0,0,19,13,4,8,1290,24,388,4,44.0,1706.0,1303169.7920000001,1.0
503,Alvito,2022,8.0,230,1475,0,0,0,25,23,5,6,1289,24,388,4,59.0,1705.0,1223809.779,1.0
504,Alvito,2022,9.0,216,1492,0,0,0,18,15,5,10,1291,24,389,4,48.0,1708.0,952176.9500000001,1.0
505,Alvito,2022,10.0,209,1499,4,0,0,12,10,8,5,1290,24,389,5,39.0,1708.0,825906.156,1.0
506,Alvito,2022,11.0,201,1507,14,0,0,21,12,3,1,1292,24,389,3,51.0,1708.0,895398.7990000001,1.0
507,Alvito,2022,12.0,192,1517,21,0,0,18,18,3,8,1291,24,391,3,68.0,1709.0,947220.524,1.0
508,Alvito,2023,1.0,197,1512,16,0,0,17,16,5,4,1293,24,390,2,58.0,1709.0,892303.685,1.0
509,Alvito,2023,2.0,208,1504,13,0,0,18,15,10,2,1294,24,392,2,58.0,1712.0,937385.875,1.0
510,Alvito,2023,3.0,193,1524,9,0,0,20,18,4,4,1296,24,395,2,55.0,1717.0,1037868.537,1.0
511,Alvito,2023,4.0,195,1522,7,0,0,18,13,5,5,1296,24,395,2,48.0,1717.0,999668.544,1.0
512,Alvito,2023,5.0,196,1521,8,0,0,22,19,2,4,1296,24,395,2,55.0,1717.0,1042056.298,1.0
513,Alvito,2023,6.0,197,1528,2,0,0,23,19,2,6,1297,24,402,2,52.0,1725.0,1258235.061,1.0
514,Alvito,2023,7.0,208,1521,2,0,1,17,16,4,11,1297,24,406,2,51.0,1729.0,1530610.055,1.0
515,Alvito,2023,8.0,198,1535,7,0,2,19,15,6,6,1301,24,406,2,55.0,1733.0,1347904.331,1.0
516,Alvito,2023,9.0,196,1541,1,0,0,17,17,3,3,1303,24,408,2,41.0,1737.0,1218079.44,1.0
517,Alvito,2023,10.0,195,1544,1,0,0,26,28,10,8,1303,24,410,2,73.0,1739.0,1080332.582,1.0
518,Alvito,2023,11.0,175,1563,1,0,0,29,22,8,6,1303,24,410,1,66.0,1738.0,937408.022,1.0
519,Alvito,2023,12.0,165,1574,1,0,0,14,16,5,7,1304,24,410,1,43.0,1739.0,953758.57,1.0
520,Alvito,2024,1.0,170,1570,0,0,0,18,12,9,4,1304,24,411,1,43.0,1740.0,970944.978,1.0
521,Alvito,2024,2.0,121,1617,1,0,0,6,9,4,2,1303,24,410,1,22.0,1738.0,231023.022,1.0
595,Ansião,2022,3.0,3002,6050,0,0,0,7,10,12,21,7176,143,1691,42,50.0,9052.0,3667458.364,0.0
596,Ansião,2022,4.0,3184,5870,2,0,0,49,45,14,19,7180,143,1689,42,129.0,9054.0,3328567.663,0.0
597,Ansião,2022,5.0,2884,6168,5,0,0,53,39,17,19,7178,143,1689,42,133.0,9052.0,3390251.187,0.0
599,Ansião,2022,7.0,2606,6457,0,0,0,55,38,20,16,7186,143,1691,43,129.0,9063.0,3406470.219,0.0
600,Ansião,2022,8.0,2406,6667,2,0,0,55,54,15,19,7188,143,1689,53,145.0,9073.0,3088246.389,0.0
601,Ansião,2022,9.0,2341,6716,1,0,0,38,34,22,18,7180,143,1691,43,113.0,9057.0,3221732.555,0.0
602,Ansião,2022,10.0,2229,6820,14,0,0,31,26,25,5,7175,143,1688,43,101.0,9049.0,3434778.045,0.0
615,Ansião,2023,11.0,841,8216,4,0,0,88,74,26,21,7202,144,1680,31,213.0,9057.0,3553298.495,0.0
616,Ansião,2023,12.0,690,8365,3,0,0,66,44,20,19,7201,144,1679,31,152.0,9055.0,3354915.388,0.0
617,Ansião,2024,1.0,787,8264,0,0,0,72,56,29,24,7198,144,1681,28,181.0,9051.0,4022412.63,0.0
618,Ansião,2024,2.0,453,8589,2,0,0,42,32,15,7,7190,144,1681,27,98.0,9042.0,1586253.3699999999,0.0
643,Arganil,2022,3.0,8064,3004,1,0,0,4,1,1,1,9165,165,1715,23,8.0,11068.0,4719709.356,2.0
644,Arganil,2022,4.0,7987,3080,5,0,0,8,9,6,1,9161,165,1718,23,29.0,11067.0,4502139.558,2.0
645,Arganil,2022,5.0,7913,3144,1,0,0,5,5,5,2,9153,165,1716,23,18.0,11057.0,4644583.498000001,2.0
646,Arganil,2022,6.0,7886,3178,3,0,0,9,6,8,3,9151,165,1725,23,29.0,11064.0,3695786.356,2.0
647,Arganil,2022,7.0,7823,3238,1,0,0,10,10,7,1,9152,165,1723,21,29.0,11061.0,4370509.417,2.0
648,Arganil,2022,8.0,7770,3296,1,0,0,15,8,11,6,9155,165,1724,22,41.0,11066.0,4920555.595,2.0
649,Arganil,2022,9.0,7681,3406,1,0,0,11,8,8,0,9170,165,1729,23,28.0,11087.0,4565784.17,2.0
650,Arganil,2022,10.0,7637,3459,5,0,0,11,6,14,2,9183,165,1728,20,38.0,11096.0,4692441.773,2.0
651,Arganil,2022,11.0,7663,3434,46,0,0,13,10,9,2,9183,165,1729,20,80.0,11097.0,4833247.155,2.0
652,Arganil,2022,12.0,7530,3564,49,0,0,14,10,12,3,9176,165,1732,21,88.0,11094.0,4813159.89,2.0
654,Arganil,2023,2.0,7449,3656,49,0,0,20,15,19,3,9189,165,1732,19,106.0,11105.0,4345704.308,2.0
658,Arganil,2023,6.0,6780,4360,13,0,0,24,19,10,8,9211,165,1745,19,74.0,11140.0,3625490.418,2.0
659,Arganil,2023,7.0,6666,4475,3,0,0,23,17,15,4,9212,165,1744,20,62.0,11141.0,3747143.11,2.0
660,Arganil,2023,8.0,6408,4742,0,0,4,21,13,15,6,9220,165,1747,18,59.0,11150.0,3842946.554,2.0
661,Arganil,2023,9.0,6119,5036,1,0,0,17,11,14,7,9226,165,1745,19,50.0,11155.0,4421148.467999999,2.0
662,Arganil,2023,10.0,5875,5280,7,0,0,24,19,18,3,9227,165,1746,17,71.0,11155.0,4343101.209,2.0
663,Arganil,2023,11.0,5550,5600,0,0,0,29,23,18,7,9223,165,1744,18,77.0,11150.0,4814777.074,2.0
664,Arganil,2023,12.0,5091,6070,0,0,1,16,11,11,3,9225,165,1752,19,42.0,11161.0,5034056.069,2.0
665,Arganil,2024,1.0,4931,6232,2,0,1,26,17,21,3,9225,165,1757,16,70.0,11163.0,4960747.0879999995,2.0
666,Arganil,2024,2.0,4695,6466,2,0,0,12,11,13,6,9224,165,1757,15,44.0,11161.0,1205888.913,2.0
667,Armamar,2022,3.0,3226,1887,0,0,0,3,1,1,1,3801,72,1222,18,6.0,5113.0,2028737.465,1.0
668,Armamar,2022,4.0,3159,1951,2,0,0,4,5,7,3,3796,72,1224,18,21.0,5110.0,1792497.481,1.0
669,Armamar,2022,5.0,3075,2050,1,1,0,4,2,12,6,3790,72,1245,18,26.0,5125.0,1800660.08,1.0
670,Armamar,2022,6.0,3009,2123,1,0,0,9,7,5,3,3791,72,1250,19,25.0,5132.0,1779226.956,1.0
671,Armamar,2022,7.0,2924,2213,2,0,0,7,5,2,2,3792,72,1252,21,18.0,5137.0,1937500.174,1.0
672,Armamar,2022,8.0,2885,2251,0,0,0,9,7,4,7,3792,72,1255,17,27.0,5136.0,1914729.898,1.0
673,Armamar,2022,9.0,2861,2276,2,0,0,4,3,8,1,3794,72,1254,17,18.0,5137.0,1826661.855,1.0
674,Armamar,2022,10.0,2811,2317,7,0,0,4,4,15,2,3791,72,1247,18,32.0,5128.0,1958303.6300000001,1.0
675,Armamar,2022,11.0,2844,2278,25,0,0,4,3,14,3,3790,72,1244,16,49.0,5122.0,1922350.0860000001,1.0
676,Armamar,2022,12.0,2815,2299,26,0,1,4,4,5,3,3786,72,1240,16,43.0,5114.0,2042496.357,1.0
677,Armamar,2023,1.0,2778,2335,23,0,1,7,5,7,4,3788,72,1237,16,47.0,5113.0,2056011.152,1.0
678,Armamar,2023,2.0,2660,2457,13,0,0,8,6,9,0,3791,72,1238,16,36.0,5117.0,1774682.242,1.0
680,Armamar,2023,4.0,2331,2781,77,0,0,12,9,2,4,3787,72,1237,16,104.0,5112.0,1498263.075,1.0
682,Armamar,2023,6.0,1540,3607,68,0,0,11,13,4,10,3792,72,1266,17,106.0,5147.0,1516731.331,1.0
683,Armamar,2023,7.0,1333,3819,0,0,0,21,19,17,5,3790,72,1269,21,62.0,5152.0,1708364.507,1.0
684,Armamar,2023,8.0,1264,3891,2,0,1,15,7,7,15,3794,72,1273,16,47.0,5155.0,1860620.871,1.0
685,Armamar,2023,9.0,1227,3930,0,0,0,10,13,8,9,3796,72,1274,15,40.0,5157.0,2000204.51,1.0
686,Armamar,2023,10.0,1138,4009,4,0,0,23,14,11,7,3795,72,1266,14,59.0,5147.0,2370982.562,1.0
687,Armamar,2023,11.0,1194,3952,1,0,0,21,16,14,5,3796,74,1263,13,57.0,5146.0,2347808.689,1.0
688,Armamar,2023,12.0,971,4166,1,0,0,22,14,19,8,3788,75,1260,14,64.0,5137.0,2522481.861,1.0
689,Armamar,2024,1.0,864,4275,1,0,1,18,19,19,7,3788,76,1260,15,65.0,5139.0,2398535.721,1.0
690,Armamar,2024,2.0,690,4449,4,0,0,15,11,5,1,3788,75,1261,15,36.0,5139.0,768557.031,1.0
708,Arouca,2023,8.0,6396,6297,4,0,3,39,27,18,14,10227,212,2171,83,105.0,12693.0,4174574.576,2.0
710,Arouca,2023,10.0,6148,6553,12,0,0,48,32,23,16,10240,212,2168,81,131.0,12701.0,4552382.306,2.0
711,Arouca,2023,11.0,5803,6910,3,0,1,63,41,28,15,10244,212,2177,80,151.0,12713.0,4780445.4290000005,2.0
712,Arouca,2023,12.0,5247,7471,1,0,2,30,26,45,13,10248,213,2178,79,117.0,12718.0,5196515.799,2.0
713,Arouca,2024,1.0,5172,7553,5,0,7,63,40,46,15,10253,213,2182,77,176.0,12725.0,5339787.543,2.0
714,Arouca,2024,2.0,4907,7812,5,0,3,26,12,19,7,10251,213,2180,75,72.0,12719.0,1994498.457,0.0
715,Arraiolos,2022,3.0,3243,1609,0,0,0,4,3,1,0,3850,38,933,31,8.0,4852.0,2321296.9809999997,1.0
716,Arraiolos,2022,4.0,3215,1635,3,0,0,6,5,1,0,3848,38,935,29,15.0,4850.0,2042360.76,1.0
717,Arraiolos,2022,5.0,3147,1704,1,0,0,9,4,3,1,3849,38,934,30,18.0,4851.0,2091203.921,1.0
718,Arraiolos,2022,6.0,3086,1768,1,0,0,7,10,0,1,3852,38,933,31,19.0,4854.0,2115834.404,1.0
719,Arraiolos,2022,7.0,3047,1818,1,0,0,2,2,4,1,3858,38,935,34,10.0,4865.0,2501799.9050000003,1.0
720,Arraiolos,2022,8.0,3005,1866,0,0,0,6,3,3,1,3859,38,936,38,13.0,4871.0,2374856.471,1.0
721,Arraiolos,2022,9.0,3074,1793,1,0,0,3,5,3,0,3859,38,936,34,12.0,4867.0,2128772.678,1.0
722,Arraiolos,2022,10.0,3067,1802,2,0,0,4,3,3,4,3858,38,939,34,16.0,4869.0,2093232.339,1.0
723,Arraiolos,2022,11.0,2968,1899,13,0,0,7,5,2,3,3853,38,942,34,30.0,4867.0,2053986.131,1.0
724,Arraiolos,2022,12.0,2929,1940,41,0,1,5,7,5,0,3855,38,944,32,59.0,4869.0,2281903.476,1.0
725,Arraiolos,2023,1.0,2918,1950,15,0,1,9,6,3,1,3857,38,943,30,35.0,4868.0,2432271.608,1.0
726,Arraiolos,2023,2.0,2956,1915,6,0,0,9,11,6,1,3859,38,942,32,33.0,4871.0,2168582.838,1.0
727,Arraiolos,2023,3.0,2885,1982,77,0,0,5,4,8,3,3855,38,942,32,97.0,4867.0,2189923.291,1.0
728,Arraiolos,2023,4.0,2880,1987,48,0,0,7,6,4,0,3855,38,942,32,65.0,4867.0,1912720.641,1.0
729,Arraiolos,2023,5.0,2856,2011,13,0,0,11,7,3,0,3855,38,942,32,34.0,4867.0,1983730.665,1.0
730,Arraiolos,2023,6.0,2867,2007,3,0,0,13,13,2,2,3856,38,944,36,33.0,4874.0,2112006.957,1.0
731,Arraiolos,2023,7.0,2818,2057,1,0,0,10,9,6,12,3856,38,943,38,38.0,4875.0,2427046.5779999997,1.0
732,Arraiolos,2023,8.0,2775,2104,2,0,1,10,8,7,5,3859,38,943,39,33.0,4879.0,2462655.374,1.0
733,Arraiolos,2023,9.0,2765,2120,1,0,0,13,8,6,10,3870,38,944,33,38.0,4885.0,2121679.671,1.0
734,Arraiolos,2023,10.0,2468,2418,6,0,0,17,16,13,5,3872,38,943,33,57.0,4886.0,2109558.57,1.0
735,Arraiolos,2023,11.0,2084,2797,4,0,3,30,22,13,1,3867,38,944,32,73.0,4881.0,2158964.196,1.0
736,Arraiolos,2023,12.0,1855,3028,1,0,0,19,18,11,7,3870,38,943,32,56.0,4883.0,2478542.611,1.0
737,Arraiolos,2024,1.0,1674,3210,5,0,0,27,22,13,9,3869,38,944,33,76.0,4884.0,2467062.81,1.0
738,Arraiolos,2024,2.0,1648,3237,4,0,0,8,10,4,2,3872,38,943,32,28.0,4885.0,871917.19,1.0
739,Arronches,2022,3.0,982,1302,1,0,0,5,3,4,0,1810,39,427,8,13.0,2284.0,823675.003,1.0
740,Arronches,2022,4.0,993,1289,0,0,0,15,8,5,2,1807,39,428,8,30.0,2282.0,755899.095,1.0
741,Arronches,2022,5.0,968,1311,2,0,0,10,14,2,9,1805,39,427,8,37.0,2279.0,812672.8389999999,1.0
742,Arronches,2022,6.0,968,1321,1,0,0,19,15,10,4,1809,39,433,8,49.0,2289.0,877035.2579999999,1.0
743,Arronches,2022,7.0,967,1327,0,0,0,10,11,5,6,1811,39,435,9,32.0,2294.0,1046173.6680000001,1.0
744,Arronches,2022,8.0,954,1338,0,0,0,18,13,6,5,1809,39,438,6,42.0,2292.0,976098.232,1.0
745,Arronches,2022,9.0,951,1346,0,0,0,16,8,5,2,1814,39,438,6,31.0,2297.0,746067.816,1.0
746,Arronches,2022,10.0,896,1398,5,0,0,9,14,9,5,1811,39,438,6,42.0,2294.0,703437.798,1.0
747,Arronches,2022,11.0,938,1361,27,0,0,9,11,5,2,1816,39,438,6,54.0,2299.0,718939.2629999999,1.0
748,Arronches,2022,12.0,859,1439,40,0,0,10,9,7,0,1814,39,439,6,66.0,2298.0,820444.223,1.0
749,Arronches,2023,1.0,825,1477,27,0,1,17,11,10,1,1816,40,439,7,67.0,2302.0,884925.763,1.0
750,Arronches,2023,2.0,815,1485,50,0,0,8,5,6,1,1815,40,438,7,70.0,2300.0,778072.861,1.0
751,Arronches,2023,3.0,761,1543,15,0,0,17,14,4,6,1819,40,439,6,56.0,2304.0,774607.615,1.0
752,Arronches,2023,4.0,747,1557,25,0,0,9,13,8,4,1819,40,439,6,59.0,2304.0,749067.24,1.0
753,Arronches,2023,5.0,708,1596,17,0,0,17,13,4,2,1819,40,439,6,53.0,2304.0,768677.375,1.0
754,Arronches,2023,6.0,701,1618,5,0,0,9,8,6,1,1825,40,447,7,29.0,2319.0,807078.1460000001,1.0
755,Arronches,2023,7.0,704,1619,1,0,0,11,8,5,2,1827,40,448,8,27.0,2323.0,1029214.7720000001,1.0
756,Arronches,2023,8.0,690,1634,2,0,0,8,7,6,3,1828,40,449,7,26.0,2324.0,988529.7980000001,1.0
757,Arronches,2023,9.0,695,1625,1,0,0,8,8,1,2,1827,40,446,7,20.0,2320.0,795317.053,1.0
758,Arronches,2023,10.0,689,1634,3,0,0,18,13,8,9,1830,40,446,7,51.0,2323.0,775958.045,1.0
759,Arronches,2023,11.0,679,1646,3,0,0,9,13,13,7,1831,40,446,8,45.0,2325.0,766637.316,1.0
760,Arronches,2023,12.0,654,1668,2,0,0,11,8,4,3,1829,40,445,8,28.0,2322.0,896478.016,1.0
761,Arronches,2024,1.0,656,1663,1,0,0,14,11,9,2,1826,40,445,8,37.0,2319.0,889722.637,1.0
762,Arronches,2024,2.0,628,1686,0,0,0,7,8,5,2,1820,40,446,8,22.0,2314.0,326463.363,1.0
763,Arruda dos Vinhos,2022,3.0,2144,5393,3,0,0,29,17,8,7,5851,106,1531,49,64.0,7537.0,3469616.6440000003,0.0
764,Arruda dos Vinhos,2022,4.0,2296,5247,4,0,0,56,50,22,16,5853,106,1532,52,148.0,7543.0,3105996.652,0.0
765,Arruda dos Vinhos,2022,5.0,2111,5444,4,0,0,60,51,21,20,5864,106,1534,51,156.0,7555.0,3022591.969,0.0
