,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_REMOTE_ICP_CONFIGURATION,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,cluster,ano,concelho
2403,4044,7719,5,0,0,70,57,16,18,9530,165,2033,35,0,2022,Soure
2404,4001,7770,19,1,0,40,34,26,13,9538,165,2035,33,0,2022,Soure
2405,3991,7779,16,0,0,35,33,29,8,9539,165,2034,32,0,2022,Soure
2406,3162,8612,79,0,0,62,44,20,11,9545,165,2033,31,0,2023,Soure
2407,3033,8768,17,0,0,48,36,18,10,9561,165,2044,31,0,2023,Soure
2408,2689,9125,8,0,0,60,46,21,7,9572,165,2047,30,0,2023,Soure
2409,2610,9209,14,0,6,39,39,26,7,9578,165,2047,29,0,2023,Soure
2410,2581,9236,7,0,0,40,30,20,3,9578,165,2048,26,0,2023,Soure
2411,2519,9302,7,0,0,58,43,18,19,9576,165,2054,26,0,2023,Soure
2412,2530,9287,3,0,0,55,51,26,9,9570,167,2052,28,0,2023,Soure
2413,2474,9347,1,0,0,36,28,24,6,9575,167,2053,26,0,2023,Soure
2414,2497,9324,1,0,0,58,32,21,9,9581,167,2052,21,0,2024,Soure
2415,2630,9190,1,0,0,25,16,14,3,9582,168,2050,20,0,2024,Soure
2416,2428,9395,3,0,0,38,26,24,4,9584,168,2050,21,0,2024,Soure
2417,392,3161,1,0,0,12,9,2,5,2884,39,618,12,1,2022,Sousel
2418,379,3173,1,0,0,29,29,9,20,2881,39,620,12,1,2022,Sousel
2419,366,3189,1,0,0,44,34,7,10,2881,39,623,12,1,2022,Sousel
2420,398,3160,0,0,0,47,43,12,10,2885,39,621,13,1,2022,Sousel
2421,350,3206,1,0,0,35,30,4,9,2885,39,620,12,1,2022,Sousel
2422,336,3221,0,0,0,40,38,7,16,2886,39,620,12,1,2022,Sousel
2423,332,3227,2,0,0,32,28,14,9,2886,39,621,13,1,2022,Sousel
2424,324,3235,2,0,0,26,24,7,11,2888,39,618,14,1,2022,Sousel
2425,338,3225,23,0,0,34,24,13,10,2893,39,618,13,1,2022,Sousel
2426,324,3242,38,0,1,32,32,7,11,2896,39,617,14,1,2022,Sousel
2427,303,3262,31,0,0,41,26,17,12,2899,39,614,13,1,2023,Sousel
2428,303,3258,26,0,0,32,27,3,10,2899,39,611,12,1,2023,Sousel
2429,250,3310,26,0,1,44,32,17,8,2898,39,611,12,1,2023,Sousel
2430,250,3310,16,0,0,31,35,9,18,2898,39,611,12,1,2023,Sousel
2431,249,3311,19,0,0,39,38,12,15,2898,39,611,12,1,2023,Sousel
2432,250,3322,4,0,0,41,32,7,15,2900,39,619,14,1,2023,Sousel
2433,244,3323,3,0,0,40,35,6,15,2896,39,619,13,1,2023,Sousel
2434,302,3263,4,0,1,26,23,19,8,2895,39,618,13,1,2023,Sousel
2435,311,3260,2,0,0,25,23,14,11,2899,39,620,13,1,2023,Sousel
2436,219,3348,5,0,0,31,23,6,7,2897,39,618,13,1,2023,Sousel
2437,238,3335,1,0,0,24,24,13,6,2905,39,616,13,1,2023,Sousel
2438,230,3348,0,0,0,30,14,17,1,2906,39,617,16,1,2023,Sousel
2439,226,3353,0,0,0,46,33,21,15,2910,39,617,13,1,2024,Sousel
2440,208,3368,1,0,0,21,15,7,4,2910,39,616,11,1,2024,Sousel
2441,216,3353,6,0,0,21,13,13,4,2904,39,615,11,1,2024,Sousel
2442,4217,5156,3,0,0,10,6,13,6,7641,134,1551,47,2,2022,Sátão
2443,4187,5190,10,0,0,13,12,30,4,7642,134,1552,49,2,2022,Sátão
2444,4112,5274,10,0,0,21,11,15,3,7650,136,1552,48,2,2022,Sátão
2445,4111,5278,2,0,0,30,25,16,8,7647,136,1556,50,2,2022,Sátão
2446,3834,5563,6,0,0,19,17,14,7,7656,136,1557,48,2,2022,Sátão
2447,3655,5754,1,0,0,42,32,24,6,7669,136,1559,45,0,2022,Sátão
2448,3591,5816,4,1,0,27,27,17,9,7669,136,1560,42,0,2022,Sátão
2449,3471,5939,19,0,0,24,17,13,14,7670,136,1561,43,0,2022,Sátão
2450,3470,5941,73,0,0,19,23,21,15,7670,136,1562,43,0,2022,Sátão
2451,3190,6233,66,0,5,26,23,34,8,7673,136,1568,46,0,2023,Sátão
2452,3186,6236,41,0,0,35,27,11,14,7673,136,1567,46,0,2023,Sátão
2453,3151,6271,63,0,0,33,27,18,15,7673,136,1567,46,0,2023,Sátão
2454,3420,6027,11,0,0,32,25,15,5,7690,136,1576,45,0,2023,Sátão
2455,3083,6376,8,0,0,34,27,20,12,7699,136,1580,44,0,2023,Sátão
2456,3066,6402,6,0,7,27,21,27,10,7706,136,1581,45,0,2023,Sátão
2457,3029,6445,4,0,0,23,10,13,11,7713,136,1583,42,0,2023,Sátão
2458,3060,6411,9,0,0,31,23,22,13,7713,137,1581,40,0,2023,Sátão
2459,3045,6439,3,0,0,31,28,29,6,7721,137,1584,42,0,2023,Sátão
2460,2978,6510,4,0,0,27,17,27,4,7723,137,1586,42,0,2023,Sátão
2461,2883,6608,4,0,0,27,24,27,11,7725,137,1587,42,0,2024,Sátão
2462,2610,6881,2,0,0,10,8,7,2,7722,138,1588,43,0,2024,Sátão
2463,2433,7068,1,0,0,24,18,29,7,7728,138,1590,45,0,2024,Sátão
2464,4511,3297,0,0,0,11,8,10,3,6178,104,1498,28,2,2022,São Brás de Alportel
2465,4517,3300,2,0,0,17,17,13,16,6181,104,1504,28,2,2022,São Brás de Alportel
2466,4140,3686,1,0,0,13,15,16,14,6187,104,1507,28,2,2022,São Brás de Alportel
2467,4168,3668,1,0,0,23,15,25,10,6196,104,1509,27,2,2022,São Brás de Alportel
2468,3948,3902,4,0,0,29,30,15,18,6207,104,1513,26,2,2022,São Brás de Alportel
2469,3843,4022,1,1,0,33,27,15,11,6218,104,1518,25,2,2022,São Brás de Alportel
2470,3815,4056,3,0,0,28,21,20,16,6220,104,1520,27,2,2022,São Brás de Alportel
2471,3651,4223,12,0,0,21,21,22,13,6222,104,1523,25,2,2022,São Brás de Alportel
2472,2513,5358,22,0,0,44,32,21,16,6224,103,1519,25,0,2023,São Brás de Alportel
2473,2138,5731,2,0,0,42,38,35,26,6225,103,1515,26,0,2023,São Brás de Alportel
2474,2079,5794,4,0,7,39,33,34,25,6229,103,1515,26,0,2023,São Brás de Alportel
2475,1988,5876,6,0,0,34,32,39,19,6224,103,1512,25,0,2023,São Brás de Alportel
2476,1712,6151,6,0,0,54,44,32,13,6226,103,1511,23,0,2023,São Brás de Alportel
2477,1529,6340,3,0,0,82,71,40,10,6231,103,1513,22,0,2023,São Brás de Alportel
2478,1217,6658,2,0,0,44,38,32,12,6234,103,1516,22,0,2023,São Brás de Alportel
2479,1122,6745,6,0,2,73,54,43,11,6228,103,1517,19,0,2024,São Brás de Alportel
2480,1031,6844,1,0,0,37,25,23,5,6236,103,1518,18,0,2024,São Brás de Alportel
2481,997,6876,3,0,0,53,42,30,8,6237,103,1515,18,0,2024,São Brás de Alportel
2482,2683,3125,2,0,0,7,4,1,4,4583,78,1111,36,1,2022,São João da Pesqueira
2483,2682,3129,1,0,0,22,21,14,7,4582,78,1115,36,1,2022,São João da Pesqueira
2484,2624,3168,1,0,0,19,13,6,8,4570,78,1111,33,1,2022,São João da Pesqueira
2485,2651,3151,0,0,0,18,18,5,15,4577,79,1113,33,1,2022,São João da Pesqueira
2486,2601,3210,0,0,0,32,20,10,4,4580,79,1115,37,1,2022,São João da Pesqueira
2487,2582,3238,1,0,0,35,39,4,14,4583,79,1115,43,1,2022,São João da Pesqueira
2488,2582,3233,1,0,0,13,11,5,1,4590,79,1116,30,1,2022,São João da Pesqueira
2489,2431,3383,3,0,0,27,22,8,4,4589,80,1117,28,1,2022,São João da Pesqueira
2490,2461,3348,60,0,0,26,21,6,7,4585,80,1117,27,1,2022,São João da Pesqueira
2491,2299,3510,77,0,0,29,23,8,4,4584,80,1120,25,1,2022,São João da Pesqueira
2492,2188,3620,67,0,2,36,28,12,5,4582,81,1119,26,1,2023,São João da Pesqueira
2493,2160,3652,68,0,1,31,23,5,6,4581,81,1120,30,1,2023,São João da Pesqueira
2494,1791,4019,53,0,1,35,27,7,8,4579,81,1121,29,1,2023,São João da Pesqueira
2495,1766,4058,8,1,0,34,28,3,8,4580,81,1132,31,1,2023,São João da Pesqueira
2496,1738,4092,3,0,0,27,24,6,9,4584,81,1133,32,1,2023,São João da Pesqueira
2497,1694,4146,1,0,2,28,18,9,14,4588,81,1133,38,1,2023,São João da Pesqueira
2498,1633,4198,0,0,0,28,23,11,6,4590,81,1133,27,1,2023,São João da Pesqueira
2499,1622,4207,4,0,0,32,21,10,11,4585,81,1136,27,1,2023,São João da Pesqueira
2500,1615,4215,0,0,0,41,30,11,8,4583,81,1137,29,1,2023,São João da Pesqueira
2501,1558,4272,3,0,0,20,16,12,5,4583,81,1139,27,1,2023,São João da Pesqueira
2502,1571,4261,0,0,0,29,19,19,9,4581,81,1143,27,1,2024,São João da Pesqueira
2503,1480,4340,0,0,0,17,13,10,2,4570,81,1140,29,1,2024,São João da Pesqueira
2504,1440,4388,1,0,0,22,16,7,11,4577,81,1143,27,1,2024,São João da Pesqueira
2505,6355,5801,2,0,0,13,10,13,6,9785,235,2105,31,2,2022,São Pedro do Sul
2506,6311,5845,6,0,1,37,36,27,10,9787,235,2104,30,2,2022,São Pedro do Sul
2507,6235,5924,4,0,0,32,27,23,8,9784,235,2109,31,2,2022,São Pedro do Sul
2508,6221,5936,0,0,0,38,29,23,9,9782,235,2106,34,2,2022,São Pedro do Sul
2509,6149,6026,2,0,0,26,18,15,4,9797,235,2108,35,2,2022,São Pedro do Sul
2510,6097,6084,2,0,0,45,31,14,17,9802,236,2107,36,2,2022,São Pedro do Sul
2511,6089,6098,2,0,0,26,18,19,9,9809,236,2109,33,2,2022,São Pedro do Sul
2512,5752,6444,8,0,0,34,27,28,9,9816,236,2112,32,2,2022,São Pedro do Sul
2513,5996,6201,76,0,0,33,21,24,8,9818,236,2111,32,2,2022,São Pedro do Sul
2514,5577,6628,80,0,20,29,32,22,12,9818,237,2116,34,2,2023,São Pedro do Sul
2515,2963,9303,8,0,26,52,45,47,25,9853,237,2139,37,0,2023,São Pedro do Sul
2516,2302,9984,16,0,15,44,34,33,16,9876,238,2141,31,0,2023,São Pedro do Sul
2517,2225,10071,21,0,9,45,31,41,18,9885,238,2142,31,0,2023,São Pedro do Sul
2518,2130,10180,10,0,0,74,48,46,17,9900,238,2140,32,0,2023,São Pedro do Sul
2519,2013,10295,6,0,4,36,30,32,6,9898,238,2142,30,0,2023,São Pedro do Sul
2520,2019,10300,3,0,6,61,45,44,12,9906,238,2145,30,0,2024,São Pedro do Sul
2521,1684,10636,5,0,3,37,31,16,3,9905,238,2146,31,0,2024,São Pedro do Sul
2522,1542,10786,6,0,5,52,45,27,8,9914,238,2146,30,0,2024,São Pedro do Sul
2523,1902,2535,8,0,0,6,6,5,4,3609,52,764,12,1,2022,Tabuaço
2524,1869,2569,4,0,0,14,14,5,5,3607,52,766,13,1,2022,Tabuaço
2525,1726,2702,1,0,0,18,17,6,8,3598,52,764,14,1,2022,Tabuaço
2526,1875,2560,0,0,0,16,13,8,9,3598,52,766,19,1,2022,Tabuaço
2527,1662,2768,1,0,0,16,10,6,4,3592,52,767,19,1,2022,Tabuaço
2528,1651,2764,1,0,0,19,11,4,7,3583,52,766,14,1,2022,Tabuaço
2529,1676,2743,1,0,0,12,9,3,5,3583,52,767,17,1,2022,Tabuaço
2530,1576,2841,6,0,0,9,10,9,8,3585,52,767,13,1,2022,Tabuaço
2531,1626,2787,21,0,0,19,15,3,6,3582,52,767,12,1,2022,Tabuaço
2532,1571,2842,40,0,4,15,11,9,9,3582,52,767,12,1,2022,Tabuaço
2533,1465,2948,25,0,4,15,14,11,6,3580,52,768,13,1,2023,Tabuaço
2534,1488,2928,36,0,0,12,8,8,4,3581,52,770,13,1,2023,Tabuaço
2535,1196,3222,58,0,9,14,14,11,3,3581,52,770,15,1,2023,Tabuaço
2536,1176,3242,56,0,0,21,9,3,8,3581,52,770,15,1,2023,Tabuaço
2537,1070,3348,27,0,0,25,20,9,13,3581,52,770,15,1,2023,Tabuaço
2538,989,3434,32,0,0,14,14,6,7,3581,52,769,21,1,2023,Tabuaço
2539,894,3522,0,0,0,12,10,4,10,3582,52,770,12,1,2023,Tabuaço
2540,874,3544,3,0,1,24,15,7,7,3586,52,770,10,1,2023,Tabuaço
2541,886,3531,1,0,0,12,10,6,8,3585,52,769,11,1,2023,Tabuaço
2542,845,3575,2,0,0,12,7,8,4,3589,52,768,11,1,2023,Tabuaço
2543,627,3783,0,0,0,20,12,13,8,3582,52,765,11,1,2023,Tabuaço
2544,278,4131,3,0,0,14,10,14,10,3580,52,766,11,1,2023,Tabuaço
2545,282,4122,2,0,0,14,11,14,6,3578,52,765,9,1,2024,Tabuaço
2546,231,4170,0,0,0,6,4,2,3,3575,52,765,9,1,2024,Tabuaço
2547,175,4230,6,0,0,8,9,5,4,3576,52,769,8,1,2024,Tabuaço
2548,2157,4367,3,0,0,13,5,4,13,5278,62,1143,41,1,2022,Tarouca
2549,2140,4389,4,0,0,27,29,16,25,5281,62,1142,44,1,2022,Tarouca
2550,2058,4473,3,1,0,43,25,27,11,5271,62,1154,44,1,2022,Tarouca
2551,2045,4482,1,1,0,32,42,15,21,5264,62,1155,46,1,2022,Tarouca
2552,1965,4572,2,0,0,28,17,13,9,5271,62,1159,45,1,2022,Tarouca
2553,1946,4598,1,0,0,27,28,29,15,5277,62,1160,45,1,2022,Tarouca
2554,2011,4543,1,0,0,39,30,22,11,5279,62,1160,53,1,2022,Tarouca
2555,1934,4611,8,0,0,34,29,26,14,5285,62,1154,44,1,2022,Tarouca
2556,1939,4609,54,0,0,30,26,25,11,5287,62,1156,43,1,2022,Tarouca
2557,1947,4613,38,0,0,40,30,15,15,5291,62,1162,45,1,2022,Tarouca
2558,1909,4667,75,1,1,61,47,28,7,5302,63,1169,42,1,2023,Tarouca
2559,1730,4849,80,0,0,33,40,14,10,5306,63,1172,38,1,2023,Tarouca
2560,1118,5487,40,0,0,42,31,18,19,5316,62,1186,41,0,2023,Tarouca
2561,981,5619,1,0,1,41,38,22,17,5315,62,1186,37,0,2023,Tarouca
2562,891,5718,4,0,5,39,31,17,14,5326,63,1184,36,0,2023,Tarouca
2563,918,5697,6,0,0,32,29,20,16,5329,63,1180,43,0,2023,Tarouca
2564,807,5790,8,0,0,52,44,23,17,5330,63,1171,33,0,2023,Tarouca
2565,870,5734,1,0,0,42,27,23,12,5334,63,1170,37,0,2023,Tarouca
2566,847,5755,1,0,0,53,35,21,22,5332,63,1175,32,0,2024,Tarouca
2567,824,5784,0,0,0,29,23,5,5,5334,63,1179,32,0,2024,Tarouca
2568,796,5822,1,0,1,40,23,18,14,5345,63,1179,31,0,2024,Tarouca
2569,1135,4056,3,0,0,5,5,6,7,4291,89,744,67,1,2022,Terras de Bouro
2570,1069,4128,3,0,0,12,12,6,8,4296,89,745,67,1,2022,Terras de Bouro
2571,1102,4099,7,0,0,21,15,11,9,4299,89,745,68,1,2022,Terras de Bouro
2572,1080,4132,3,0,0,21,26,11,10,4302,89,747,74,1,2022,Terras de Bouro
2573,1036,4183,4,0,0,17,15,6,6,4308,89,750,72,1,2022,Terras de Bouro
2574,1060,4172,1,0,0,37,26,17,19,4322,89,751,70,1,2022,Terras de Bouro
2575,1096,4135,2,0,0,15,20,14,8,4320,89,753,69,1,2022,Terras de Bouro
2576,1032,4199,7,0,0,16,19,6,7,4323,89,752,67,1,2022,Terras de Bouro
2577,1077,4154,26,0,0,23,17,6,3,4326,89,749,67,1,2022,Terras de Bouro
2578,1078,4153,47,0,8,19,13,13,8,4327,89,748,67,1,2022,Terras de Bouro
2579,1123,4108,48,0,8,25,24,13,14,4330,89,747,65,1,2023,Terras de Bouro
2580,1126,4111,41,0,0,25,17,6,9,4331,89,750,67,1,2023,Terras de Bouro
2581,1020,4214,78,0,0,16,15,6,8,4330,89,750,65,1,2023,Terras de Bouro
2582,994,4240,65,0,0,28,24,8,15,4330,89,750,65,1,2023,Terras de Bouro
2583,958,4322,8,0,0,35,29,12,12,4368,89,756,67,1,2023,Terras de Bouro
2584,926,4367,4,0,0,26,19,9,20,4377,89,759,68,1,2023,Terras de Bouro
2585,947,4351,4,0,0,31,25,11,26,4382,89,759,68,1,2023,Terras de Bouro
2586,751,4547,1,0,0,21,21,12,14,4383,89,759,67,1,2023,Terras de Bouro
2587,711,4590,7,0,0,27,22,9,17,4386,89,761,65,1,2023,Terras de Bouro
2588,742,4567,0,0,0,51,37,13,11,4390,89,764,66,1,2023,Terras de Bouro
2589,455,4861,2,0,0,29,29,18,10,4397,89,765,65,1,2023,Terras de Bouro
2590,502,4814,1,0,0,33,23,15,9,4401,89,763,63,1,2024,Terras de Bouro
2591,298,5021,3,0,0,10,13,5,5,4405,89,765,60,1,2024,Terras de Bouro
2592,235,5088,3,0,0,30,25,17,4,4408,89,766,60,1,2024,Terras de Bouro
2593,1523,5720,0,0,0,14,15,7,11,5892,84,1212,55,0,2022,Torre de Moncorvo
2594,1513,5727,2,0,0,43,39,16,19,5891,84,1211,54,0,2022,Torre de Moncorvo
2595,1343,5887,0,0,0,50,36,15,11,5880,85,1212,53,0,2022,Torre de Moncorvo
2596,1412,5820,0,0,0,52,47,14,18,5883,85,1211,53,0,2022,Torre de Moncorvo
2597,1174,6069,2,0,0,47,30,11,5,5890,85,1213,55,0,2022,Torre de Moncorvo
2598,1114,6135,3,0,0,57,55,21,25,5897,85,1213,54,0,2022,Torre de Moncorvo
2599,1140,6095,0,0,0,45,35,28,9,5883,85,1214,53,0,2022,Torre de Moncorvo
2600,1151,6085,2,0,0,51,38,18,14,5883,85,1215,53,0,2022,Torre de Moncorvo
2601,1165,6078,63,0,0,45,36,21,16,5888,85,1215,55,0,2022,Torre de Moncorvo
2602,1079,6140,49,0,0,48,28,22,18,5870,85,1212,52,0,2023,Torre de Moncorvo
2603,858,6359,27,0,3,32,26,20,12,5865,85,1215,52,0,2023,Torre de Moncorvo
2604,818,6399,25,0,0,38,35,17,13,5865,85,1215,52,0,2023,Torre de Moncorvo
2605,779,6438,73,0,0,41,30,20,13,5865,85,1215,52,0,2023,Torre de Moncorvo
2606,728,6484,11,0,0,34,20,24,13,5858,85,1218,51,0,2023,Torre de Moncorvo
2607,687,6531,4,0,0,29,27,20,21,5865,85,1215,53,0,2023,Torre de Moncorvo
2608,633,6594,4,0,7,31,30,33,10,5878,85,1215,49,0,2023,Torre de Moncorvo
2609,693,6529,1,0,0,24,21,14,12,5870,85,1218,49,0,2023,Torre de Moncorvo
2610,597,6633,3,0,0,36,23,16,8,5877,85,1219,49,0,2023,Torre de Moncorvo
2611,701,6522,5,0,0,32,25,18,11,5866,85,1223,49,0,2023,Torre de Moncorvo
2612,659,6561,1,0,0,31,18,26,4,5865,85,1222,48,0,2023,Torre de Moncorvo
2613,671,6548,1,0,0,39,23,23,6,5866,85,1222,46,0,2024,Torre de Moncorvo
2614,479,6726,1,0,0,22,13,12,5,5851,83,1226,45,0,2024,Torre de Moncorvo
2615,493,6704,0,0,0,32,22,12,6,5850,83,1221,43,0,2024,Torre de Moncorvo
2616,3839,4314,2,0,0,5,4,7,1,6483,169,1480,21,2,2022,Trancoso
2617,3802,4351,6,0,0,12,12,10,4,6482,169,1482,20,2,2022,Trancoso
2618,3725,4417,3,0,0,10,6,10,5,6469,169,1482,22,2,2022,Trancoso
2619,3766,4371,2,0,0,12,9,11,0,6462,169,1486,20,2,2022,Trancoso
2620,3701,4444,6,0,0,14,11,9,2,6465,169,1491,20,2,2022,Trancoso
2621,3646,4494,0,0,0,17,16,10,4,6463,169,1489,19,2,2022,Trancoso
2622,3625,4512,1,0,0,11,9,12,2,6459,169,1490,19,2,2022,Trancoso
2623,3606,4536,4,0,0,9,5,17,4,6467,169,1487,19,2,2022,Trancoso
2624,3600,4547,34,0,0,5,6,16,6,6471,169,1489,18,2,2022,Trancoso
2625,3597,4549,62,0,2,9,7,10,5,6470,169,1489,18,2,2023,Trancoso
2626,3283,4863,43,0,4,9,11,17,12,6470,169,1491,16,2,2023,Trancoso
2627,3165,4981,31,0,2,20,12,10,5,6470,169,1491,16,2,2023,Trancoso
2628,2827,5333,45,0,0,27,25,14,7,6484,169,1490,17,0,2023,Trancoso
2629,2481,5691,1,0,0,32,28,23,9,6490,169,1494,19,0,2023,Trancoso
2630,2378,5790,1,0,7,19,15,20,1,6488,169,1494,17,0,2023,Trancoso
2631,2244,5919,3,0,0,16,14,12,7,6486,169,1492,16,0,2023,Trancoso
2632,2087,6073,9,0,1,26,18,16,12,6483,169,1493,15,0,2023,Trancoso
2633,2020,6132,2,0,1,17,18,29,5,6474,169,1493,16,0,2023,Trancoso
2634,1376,6769,0,0,0,14,10,20,8,6469,169,1491,16,0,2023,Trancoso
2635,1348,6800,3,0,1,16,15,19,6,6470,169,1494,15,0,2024,Trancoso
2636,1102,7045,0,0,1,13,10,8,5,6466,169,1497,15,0,2024,Trancoso
2637,1069,7077,3,0,1,26,16,17,1,6466,169,1496,15,0,2024,Trancoso
2638,7127,2135,0,0,0,1,1,0,1,6982,131,2123,26,2,2022,Tábua
2639,7184,2075,1,0,0,6,3,4,1,6975,131,2125,28,2,2022,Tábua
2640,7048,2210,1,0,0,7,8,7,5,6972,131,2128,27,2,2022,Tábua
2641,7046,2217,2,0,0,7,3,7,1,6975,132,2130,26,2,2022,Tábua
2642,6960,2305,0,0,0,10,8,3,2,6984,132,2122,27,2,2022,Tábua
2643,6929,2348,1,0,0,4,4,8,4,6990,132,2130,25,2,2022,Tábua
2644,6896,2396,0,0,0,4,3,6,2,6994,132,2139,27,2,2022,Tábua
2645,6846,2452,1,0,0,6,4,9,2,6999,132,2141,26,2,2022,Tábua
2646,6834,2480,39,0,0,14,12,10,4,7012,132,2143,27,2,2022,Tábua
2647,6773,2539,38,0,0,11,8,10,2,7001,132,2146,33,2,2022,Tábua
2648,6602,2718,80,0,1,8,6,9,6,7010,132,2152,26,2,2023,Tábua
2649,6381,2937,60,0,1,17,9,17,0,7011,132,2149,26,2,2023,Tábua
2650,6323,2995,63,1,0,16,15,10,4,7011,132,2149,26,2,2023,Tábua
2651,6176,3158,8,0,0,8,9,3,2,7022,133,2155,24,2,2023,Tábua
2652,5973,3376,2,0,0,19,12,7,3,7033,134,2159,23,2,2023,Tábua
2653,5909,3448,0,0,2,19,15,17,7,7038,134,2162,23,2,2023,Tábua
2654,5713,3653,0,0,0,21,15,16,4,7045,134,2164,23,2,2023,Tábua
2655,5467,3914,6,0,0,14,12,15,13,7060,134,2165,22,2,2023,Tábua
2656,5178,4208,1,0,1,30,23,22,5,7058,134,2166,28,2,2023,Tábua
2657,4710,4678,0,0,0,16,17,26,5,7064,134,2162,28,2,2023,Tábua
2658,4750,4639,2,0,0,31,23,29,5,7066,134,2167,22,2,2024,Tábua
2659,4458,4924,1,0,0,18,13,10,1,7062,134,2164,22,2,2024,Tábua
2660,4134,5256,3,0,1,25,27,26,7,7064,136,2169,21,2,2024,Tábua
2661,6030,3855,0,0,0,13,9,5,1,7789,129,1885,82,2,2022,Valença
2662,5810,4076,0,0,0,34,32,15,13,7792,129,1886,79,2,2022,Valença
2663,5550,4349,3,0,0,63,44,17,6,7800,129,1891,79,2,2022,Valença
2664,5640,4271,3,0,0,57,52,19,18,7810,129,1892,80,2,2022,Valença
2665,5116,4800,1,0,0,54,44,29,13,7813,129,1896,78,2,2022,Valença
2666,5104,4835,1,0,0,78,63,19,18,7828,129,1909,73,2,2022,Valença
2667,4968,4984,7,0,0,40,36,17,12,7843,129,1907,73,2,2022,Valença
2668,4846,5123,15,0,0,40,45,26,10,7849,129,1911,80,2,2022,Valença
2669,4597,5439,61,0,0,52,46,24,14,7910,129,1920,77,2,2023,Valença
2670,4542,5500,70,0,3,60,56,31,11,7914,129,1928,71,2,2023,Valença
2671,4450,5592,69,0,0,56,42,18,18,7914,129,1928,71,2,2023,Valença
2672,4487,5606,14,0,0,67,62,26,12,7952,129,1940,72,2,2023,Valença
2673,4330,5803,4,0,9,54,44,36,18,7977,129,1953,74,2,2023,Valença
2674,4095,6059,4,0,0,42,30,24,18,7986,132,1962,74,2,2023,Valença
2675,3805,6363,1,0,0,57,40,37,16,7991,132,1971,74,0,2024,Valença
2676,3677,6493,1,0,0,38,33,24,2,7998,132,1969,71,0,2024,Valença
2677,3478,6693,2,0,1,44,30,36,8,7995,132,1976,68,0,2024,Valença
2678,7061,6688,4,1,0,18,14,9,10,11444,181,2078,46,2,2022,Valpaços
2679,6902,6838,6,0,0,40,33,28,21,11435,181,2079,45,2,2022,Valpaços
2680,6583,7149,12,0,0,47,40,21,14,11418,181,2087,46,2,2022,Valpaços
2681,6674,7068,4,0,0,55,51,21,13,11429,181,2088,44,2,2022,Valpaços
2682,6363,7407,4,0,0,49,44,23,11,11451,181,2090,48,2,2022,Valpaços
2683,6277,7497,6,0,0,51,49,32,21,11453,181,2091,49,2,2022,Valpaços
2684,6257,7520,9,0,0,41,27,19,10,11459,182,2092,44,2,2022,Valpaços
2685,6171,7617,12,1,0,37,35,27,22,11467,182,2093,46,2,2022,Valpaços
2686,5894,7925,69,0,1,41,41,25,15,11492,183,2108,36,2,2023,Valpaços
2687,5190,8635,55,0,0,76,60,16,23,11484,184,2119,38,0,2023,Valpaços
2688,4645,9202,14,0,0,56,68,34,26,11493,184,2130,40,0,2023,Valpaços
2689,4611,9245,9,0,13,45,41,39,17,11498,184,2133,41,0,2023,Valpaços
2690,4301,9560,11,1,0,52,37,31,13,11504,184,2137,36,0,2023,Valpaços
2691,4261,9591,16,0,0,46,41,37,22,11499,184,2132,37,0,2023,Valpaços
2692,4042,9812,7,0,0,76,54,30,23,11499,184,2135,36,0,2023,Valpaços
2693,3201,10645,5,0,1,72,45,43,25,11484,184,2141,37,0,2024,Valpaços
2694,2527,11299,5,0,0,48,33,24,7,11470,184,2137,35,0,2024,Valpaços
2695,2140,11714,10,0,1,48,38,36,22,11485,184,2150,35,0,2024,Valpaços
2696,893,6110,6,0,0,28,19,16,11,5525,63,1366,49,0,2022,Vendas Novas
2697,914,6091,9,0,0,56,54,33,21,5527,63,1366,49,0,2022,Vendas Novas
2698,876,6133,11,0,0,74,68,41,17,5526,63,1367,53,0,2022,Vendas Novas
2699,913,6097,5,0,0,79,71,25,20,5523,63,1369,55,0,2022,Vendas Novas
2700,886,6123,10,0,0,68,47,34,17,5524,63,1366,56,0,2022,Vendas Novas
2701,892,6129,4,0,0,52,49,30,8,5530,63,1373,55,0,2022,Vendas Novas
2702,889,6137,11,0,0,53,42,29,17,5536,63,1375,52,0,2022,Vendas Novas
2703,910,6115,38,1,0,50,44,30,24,5540,63,1371,51,0,2022,Vendas Novas
2704,896,6131,50,0,0,46,37,31,16,5541,63,1372,51,0,2022,Vendas Novas
2705,899,6133,47,0,0,68,48,37,21,5547,63,1372,50,0,2023,Vendas Novas
2706,969,6062,61,0,0,66,52,27,23,5548,63,1369,51,0,2023,Vendas Novas
2707,843,6195,39,0,1,51,46,32,17,5551,63,1373,51,0,2023,Vendas Novas
2708,834,6204,23,0,0,48,33,22,11,5551,63,1373,51,0,2023,Vendas Novas
