,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_REMOTE_ICP_CONFIGURATION,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,cluster,ano,concelho
315,208,1504,13,0,0,18,15,10,2,1294,24,392,2,1,2023,Alvito
316,193,1524,9,0,0,20,18,4,4,1296,24,395,2,1,2023,Alvito
317,195,1522,7,0,0,18,13,5,5,1296,24,395,2,1,2023,Alvito
318,196,1521,8,0,0,22,19,2,4,1296,24,395,2,1,2023,Alvito
319,197,1528,2,0,0,23,19,2,6,1297,24,402,2,1,2023,Alvito
320,208,1521,2,0,1,17,16,4,11,1297,24,406,2,1,2023,Alvito
321,198,1535,7,0,2,19,15,6,6,1301,24,406,2,1,2023,Alvito
322,196,1541,1,0,0,17,17,3,3,1303,24,408,2,1,2023,Alvito
323,195,1544,1,0,0,26,28,10,8,1303,24,410,2,1,2023,Alvito
324,175,1563,1,0,0,29,22,8,6,1303,24,410,1,1,2023,Alvito
325,165,1574,1,0,0,14,16,5,7,1304,24,410,1,1,2023,Alvito
326,170,1570,0,0,0,18,12,9,4,1304,24,411,1,1,2024,Alvito
327,121,1617,1,0,0,6,9,4,2,1303,24,410,1,1,2024,Alvito
328,105,1634,0,0,0,13,7,4,1,1305,24,409,1,1,2024,Alvito
329,3002,6050,0,0,0,7,10,12,21,7176,143,1691,42,0,2022,Ansião
330,3184,5870,2,0,0,49,45,14,19,7180,143,1689,42,0,2022,Ansião
331,2884,6168,5,0,0,53,39,17,19,7178,143,1689,42,0,2022,Ansião
332,2606,6457,0,0,0,55,38,20,16,7186,143,1691,43,0,2022,Ansião
333,2406,6667,2,0,0,55,54,15,19,7188,143,1689,53,0,2022,Ansião
334,2341,6716,1,0,0,38,34,22,18,7180,143,1691,43,0,2022,Ansião
335,2229,6820,14,0,0,31,26,25,5,7175,143,1688,43,0,2022,Ansião
336,841,8216,4,0,0,88,74,26,21,7202,144,1680,31,0,2023,Ansião
337,690,8365,3,0,0,66,44,20,19,7201,144,1679,31,0,2023,Ansião
338,787,8264,0,0,0,72,56,29,24,7198,144,1681,28,0,2024,Ansião
339,453,8589,2,0,0,42,32,15,7,7190,144,1681,27,0,2024,Ansião
340,429,8618,2,0,0,51,38,24,18,7195,144,1681,27,0,2024,Ansião
341,8064,3004,1,0,0,4,1,1,1,9165,165,1715,23,2,2022,Arganil
342,7987,3080,5,0,0,8,9,6,1,9161,165,1718,23,2,2022,Arganil
343,7913,3144,1,0,0,5,5,5,2,9153,165,1716,23,2,2022,Arganil
344,7886,3178,3,0,0,9,6,8,3,9151,165,1725,23,2,2022,Arganil
345,7823,3238,1,0,0,10,10,7,1,9152,165,1723,21,2,2022,Arganil
346,7770,3296,1,0,0,15,8,11,6,9155,165,1724,22,2,2022,Arganil
347,7681,3406,1,0,0,11,8,8,0,9170,165,1729,23,2,2022,Arganil
348,7637,3459,5,0,0,11,6,14,2,9183,165,1728,20,2,2022,Arganil
349,7663,3434,46,0,0,13,10,9,2,9183,165,1729,20,2,2022,Arganil
350,7530,3564,49,0,0,14,10,12,3,9176,165,1732,21,2,2022,Arganil
351,7449,3656,49,0,0,20,15,19,3,9189,165,1732,19,2,2023,Arganil
352,6780,4360,13,0,0,24,19,10,8,9211,165,1745,19,2,2023,Arganil
353,6666,4475,3,0,0,23,17,15,4,9212,165,1744,20,2,2023,Arganil
354,6408,4742,0,0,4,21,13,15,6,9220,165,1747,18,2,2023,Arganil
355,6119,5036,1,0,0,17,11,14,7,9226,165,1745,19,2,2023,Arganil
356,5875,5280,7,0,0,24,19,18,3,9227,165,1746,17,2,2023,Arganil
357,5550,5600,0,0,0,29,23,18,7,9223,165,1744,18,2,2023,Arganil
358,5091,6070,0,0,1,16,11,11,3,9225,165,1752,19,2,2023,Arganil
359,4931,6232,2,0,1,26,17,21,3,9225,165,1757,16,2,2024,Arganil
360,4695,6466,2,0,0,12,11,13,6,9224,165,1757,15,2,2024,Arganil
361,4541,6618,1,0,0,24,16,26,3,9220,165,1759,15,2,2024,Arganil
362,3226,1887,0,0,0,3,1,1,1,3801,72,1222,18,1,2022,Armamar
363,3159,1951,2,0,0,4,5,7,3,3796,72,1224,18,1,2022,Armamar
364,3075,2050,1,1,0,4,2,12,6,3790,72,1245,18,1,2022,Armamar
365,3009,2123,1,0,0,9,7,5,3,3791,72,1250,19,1,2022,Armamar
366,2924,2213,2,0,0,7,5,2,2,3792,72,1252,21,1,2022,Armamar
367,2885,2251,0,0,0,9,7,4,7,3792,72,1255,17,1,2022,Armamar
368,2861,2276,2,0,0,4,3,8,1,3794,72,1254,17,1,2022,Armamar
369,2811,2317,7,0,0,4,4,15,2,3791,72,1247,18,1,2022,Armamar
370,2844,2278,25,0,0,4,3,14,3,3790,72,1244,16,1,2022,Armamar
371,2815,2299,26,0,1,4,4,5,3,3786,72,1240,16,1,2022,Armamar
372,2778,2335,23,0,1,7,5,7,4,3788,72,1237,16,1,2023,Armamar
373,2660,2457,13,0,0,8,6,9,0,3791,72,1238,16,1,2023,Armamar
374,2331,2781,77,0,0,12,9,2,4,3787,72,1237,16,1,2023,Armamar
375,1540,3607,68,0,0,11,13,4,10,3792,72,1266,17,1,2023,Armamar
376,1333,3819,0,0,0,21,19,17,5,3790,72,1269,21,1,2023,Armamar
377,1264,3891,2,0,1,15,7,7,15,3794,72,1273,16,1,2023,Armamar
378,1227,3930,0,0,0,10,13,8,9,3796,72,1274,15,1,2023,Armamar
379,1138,4009,4,0,0,23,14,11,7,3795,72,1266,14,1,2023,Armamar
380,1194,3952,1,0,0,21,16,14,5,3796,74,1263,13,1,2023,Armamar
381,971,4166,1,0,0,22,14,19,8,3788,75,1260,14,1,2023,Armamar
382,864,4275,1,0,1,18,19,19,7,3788,76,1260,15,1,2024,Armamar
383,690,4449,4,0,0,15,11,5,1,3788,75,1261,15,1,2024,Armamar
384,505,4631,6,0,0,19,14,11,8,3786,75,1261,14,1,2024,Armamar
385,6396,6297,4,0,3,39,27,18,14,10227,212,2171,83,2,2023,Arouca
386,6148,6553,12,0,0,48,32,23,16,10240,212,2168,81,2,2023,Arouca
387,5803,6910,3,0,1,63,41,28,15,10244,212,2177,80,2,2023,Arouca
388,5247,7471,1,0,2,30,26,45,13,10248,213,2178,79,2,2023,Arouca
389,5172,7553,5,0,7,63,40,46,15,10253,213,2182,77,2,2024,Arouca
390,4907,7812,5,0,3,26,12,19,7,10251,213,2180,75,0,2024,Arouca
391,4726,8003,4,0,0,38,29,22,3,10259,213,2182,75,0,2024,Arouca
392,3243,1609,0,0,0,4,3,1,0,3850,38,933,31,1,2022,Arraiolos
393,3215,1635,3,0,0,6,5,1,0,3848,38,935,29,1,2022,Arraiolos
394,3147,1704,1,0,0,9,4,3,1,3849,38,934,30,1,2022,Arraiolos
395,3086,1768,1,0,0,7,10,0,1,3852,38,933,31,1,2022,Arraiolos
396,3047,1818,1,0,0,2,2,4,1,3858,38,935,34,1,2022,Arraiolos
397,3005,1866,0,0,0,6,3,3,1,3859,38,936,38,1,2022,Arraiolos
398,3074,1793,1,0,0,3,5,3,0,3859,38,936,34,1,2022,Arraiolos
399,3067,1802,2,0,0,4,3,3,4,3858,38,939,34,1,2022,Arraiolos
400,2968,1899,13,0,0,7,5,2,3,3853,38,942,34,1,2022,Arraiolos
401,2929,1940,41,0,1,5,7,5,0,3855,38,944,32,1,2022,Arraiolos
402,2918,1950,15,0,1,9,6,3,1,3857,38,943,30,1,2023,Arraiolos
403,2956,1915,6,0,0,9,11,6,1,3859,38,942,32,1,2023,Arraiolos
404,2885,1982,77,0,0,5,4,8,3,3855,38,942,32,1,2023,Arraiolos
405,2880,1987,48,0,0,7,6,4,0,3855,38,942,32,1,2023,Arraiolos
406,2856,2011,13,0,0,11,7,3,0,3855,38,942,32,1,2023,Arraiolos
407,2867,2007,3,0,0,13,13,2,2,3856,38,944,36,1,2023,Arraiolos
408,2818,2057,1,0,0,10,9,6,12,3856,38,943,38,1,2023,Arraiolos
409,2775,2104,2,0,1,10,8,7,5,3859,38,943,39,1,2023,Arraiolos
410,2765,2120,1,0,0,13,8,6,10,3870,38,944,33,1,2023,Arraiolos
411,2468,2418,6,0,0,17,16,13,5,3872,38,943,33,1,2023,Arraiolos
412,2084,2797,4,0,3,30,22,13,1,3867,38,944,32,1,2023,Arraiolos
413,1855,3028,1,0,0,19,18,11,7,3870,38,943,32,1,2023,Arraiolos
414,1674,3210,5,0,0,27,22,13,9,3869,38,944,33,1,2024,Arraiolos
415,1648,3237,4,0,0,8,10,4,2,3872,38,943,32,1,2024,Arraiolos
416,1592,3294,6,0,0,14,13,12,9,3874,38,944,30,1,2024,Arraiolos
417,982,1302,1,0,0,5,3,4,0,1810,39,427,8,1,2022,Arronches
418,993,1289,0,0,0,15,8,5,2,1807,39,428,8,1,2022,Arronches
419,968,1311,2,0,0,10,14,2,9,1805,39,427,8,1,2022,Arronches
420,968,1321,1,0,0,19,15,10,4,1809,39,433,8,1,2022,Arronches
421,967,1327,0,0,0,10,11,5,6,1811,39,435,9,1,2022,Arronches
422,954,1338,0,0,0,18,13,6,5,1809,39,438,6,1,2022,Arronches
423,951,1346,0,0,0,16,8,5,2,1814,39,438,6,1,2022,Arronches
424,896,1398,5,0,0,9,14,9,5,1811,39,438,6,1,2022,Arronches
425,938,1361,27,0,0,9,11,5,2,1816,39,438,6,1,2022,Arronches
426,859,1439,40,0,0,10,9,7,0,1814,39,439,6,1,2022,Arronches
427,825,1477,27,0,1,17,11,10,1,1816,40,439,7,1,2023,Arronches
428,815,1485,50,0,0,8,5,6,1,1815,40,438,7,1,2023,Arronches
429,761,1543,15,0,0,17,14,4,6,1819,40,439,6,1,2023,Arronches
430,747,1557,25,0,0,9,13,8,4,1819,40,439,6,1,2023,Arronches
431,708,1596,17,0,0,17,13,4,2,1819,40,439,6,1,2023,Arronches
432,701,1618,5,0,0,9,8,6,1,1825,40,447,7,1,2023,Arronches
433,704,1619,1,0,0,11,8,5,2,1827,40,448,8,1,2023,Arronches
434,690,1634,2,0,0,8,7,6,3,1828,40,449,7,1,2023,Arronches
435,695,1625,1,0,0,8,8,1,2,1827,40,446,7,1,2023,Arronches
436,689,1634,3,0,0,18,13,8,9,1830,40,446,7,1,2023,Arronches
437,679,1646,3,0,0,9,13,13,7,1831,40,446,8,1,2023,Arronches
438,654,1668,2,0,0,11,8,4,3,1829,40,445,8,1,2023,Arronches
439,656,1663,1,0,0,14,11,9,2,1826,40,445,8,1,2024,Arronches
440,628,1686,0,0,0,7,8,5,2,1820,40,446,8,1,2024,Arronches
441,584,1734,1,0,0,8,9,5,4,1822,40,448,8,1,2024,Arronches
442,2144,5393,3,0,0,29,17,8,7,5851,106,1531,49,0,2022,Arruda dos Vinhos
443,2296,5247,4,0,0,56,50,22,16,5853,106,1532,52,0,2022,Arruda dos Vinhos
444,2111,5444,4,0,0,60,51,21,20,5864,106,1534,51,0,2022,Arruda dos Vinhos
445,2206,5358,1,0,0,54,51,27,26,5874,107,1532,51,0,2022,Arruda dos Vinhos
446,1969,5600,4,0,0,68,39,32,7,5874,107,1537,51,0,2022,Arruda dos Vinhos
447,1895,5692,0,0,0,56,48,31,21,5887,107,1538,55,0,2022,Arruda dos Vinhos
448,1620,5984,10,0,0,59,51,35,13,5898,107,1546,53,0,2022,Arruda dos Vinhos
449,825,6853,19,0,0,61,58,41,19,5964,109,1555,50,0,2023,Arruda dos Vinhos
450,786,6902,5,0,0,82,68,26,24,5967,109,1563,49,0,2023,Arruda dos Vinhos
451,729,6982,3,0,9,62,50,39,25,5973,109,1574,55,0,2023,Arruda dos Vinhos
452,589,7120,7,0,0,50,51,21,17,5975,109,1577,48,0,2023,Arruda dos Vinhos
453,540,7178,5,0,0,88,69,45,15,5989,109,1574,46,0,2023,Arruda dos Vinhos
454,454,7292,2,0,0,59,46,31,8,6014,109,1579,44,0,2023,Arruda dos Vinhos
455,404,7347,2,0,0,51,41,15,9,6015,109,1584,43,0,2024,Arruda dos Vinhos
456,347,7413,4,0,0,56,45,44,15,6023,109,1586,42,0,2024,Arruda dos Vinhos
457,1315,1868,0,0,0,8,9,4,1,2497,41,633,12,1,2022,Avis
458,1301,1887,0,0,0,13,11,5,9,2501,41,634,12,1,2022,Avis
459,1283,1900,0,0,0,24,15,6,5,2497,41,633,12,1,2022,Avis
460,1276,1903,0,0,0,26,11,6,6,2493,41,633,12,1,2022,Avis
461,1237,1951,0,0,0,22,21,8,4,2492,41,633,22,1,2022,Avis
462,1217,1962,0,0,0,27,20,2,5,2492,41,634,12,1,2022,Avis
463,1182,1998,0,0,0,16,17,4,5,2491,41,636,12,1,2022,Avis
464,1185,1994,4,0,0,14,12,5,4,2489,41,637,12,1,2022,Avis
465,1189,1989,7,0,0,20,16,6,4,2491,41,634,12,1,2022,Avis
466,1136,2039,45,0,1,14,15,11,3,2488,41,634,12,1,2022,Avis
467,1131,2043,36,0,7,26,10,10,7,2488,41,633,12,1,2023,Avis
468,1124,2050,21,0,0,11,11,9,8,2489,41,633,11,1,2023,Avis
469,911,2263,39,0,1,24,17,7,9,2488,41,634,11,1,2023,Avis
470,662,2520,29,0,0,22,22,11,9,2488,41,639,14,1,2023,Avis
471,580,2614,0,0,0,15,13,12,7,2493,41,638,22,1,2023,Avis
472,567,2627,3,0,2,17,14,5,5,2503,41,640,10,1,2023,Avis
473,468,2726,0,0,0,27,17,10,2,2504,41,639,10,1,2023,Avis
474,425,2765,2,0,0,27,21,12,6,2502,41,637,10,1,2023,Avis
475,352,2836,1,0,0,38,27,10,13,2500,41,637,10,1,2023,Avis
476,333,2847,1,0,0,21,19,21,6,2493,41,636,10,1,2023,Avis
477,322,2857,3,0,0,28,15,15,2,2495,41,633,10,1,2024,Avis
478,262,2915,0,0,2,14,16,5,0,2489,41,636,11,1,2024,Avis
479,246,2934,3,0,0,19,17,9,5,2490,41,638,11,1,2024,Avis
480,4807,7474,1,1,0,36,33,25,16,9718,181,2342,40,0,2022,Azambuja
481,4723,7601,3,1,0,91,72,46,22,9725,182,2352,65,0,2022,Azambuja
482,4644,7668,5,0,0,76,65,35,10,9733,182,2358,39,0,2022,Azambuja
483,4479,7851,12,0,0,63,55,42,8,9744,184,2362,40,0,2022,Azambuja
484,2046,10394,8,1,2,72,58,45,17,9816,185,2399,40,0,2023,Azambuja
485,746,11718,3,0,1,55,39,28,8,9832,185,2411,36,0,2024,Azambuja
486,8888,3000,0,0,0,2,1,2,1,9878,176,1769,65,2,2022,Baião
487,8754,3131,2,2,0,7,5,4,5,9880,176,1768,61,2,2022,Baião
488,8630,3232,2,0,0,11,9,8,6,9863,176,1765,58,2,2022,Baião
489,8397,3472,0,0,0,14,11,4,1,9859,177,1772,61,2,2022,Baião
490,8177,3713,0,0,0,18,16,2,3,9876,177,1775,62,2,2022,Baião
491,8066,3829,0,0,0,29,23,5,7,9879,177,1783,56,2,2022,Baião
492,8034,3867,1,0,0,18,19,10,4,9883,177,1783,58,2,2022,Baião
493,7676,4228,6,0,0,15,18,9,3,9889,177,1783,55,2,2022,Baião
494,7336,4565,53,0,1,17,17,10,10,9896,179,1775,51,2,2023,Baião
495,7105,4796,33,0,0,20,19,6,11,9894,179,1778,50,2,2023,Baião
496,7028,4915,7,0,0,19,17,8,7,9926,179,1791,47,2,2023,Baião
497,6903,5062,2,0,1,23,24,10,4,9939,179,1802,45,2,2023,Baião
498,6831,5136,1,0,1,19,16,8,3,9941,179,1805,42,2,2023,Baião
499,6776,5196,1,0,0,13,15,5,5,9945,179,1809,39,2,2023,Baião
500,6660,5313,1,0,0,22,19,9,9,9952,179,1805,37,2,2023,Baião
501,6446,5521,1,0,0,28,21,16,4,9941,179,1807,40,2,2023,Baião
502,6327,5638,1,0,0,20,14,17,7,9940,179,1804,42,2,2023,Baião
503,5375,6580,3,0,0,25,24,17,11,9934,179,1804,38,2,2024,Baião
504,4264,7683,2,0,0,14,11,6,2,9917,179,1807,44,0,2024,Baião
505,3168,8781,0,0,1,14,11,11,8,9922,179,1812,36,0,2024,Baião
506,540,695,0,0,0,2,2,2,1,1045,7,181,2,1,2022,Barrancos
507,473,761,0,0,0,1,3,1,4,1044,7,181,2,1,2022,Barrancos
508,428,803,0,0,0,9,7,2,2,1041,7,181,2,1,2022,Barrancos
509,483,748,0,0,0,2,3,2,2,1041,7,181,2,1,2022,Barrancos
510,402,828,0,0,0,2,1,1,0,1040,7,181,2,1,2022,Barrancos
511,388,851,1,0,0,2,2,2,1,1042,7,184,6,1,2022,Barrancos
512,370,866,0,0,0,7,5,2,2,1043,7,184,2,1,2022,Barrancos
513,363,873,0,0,0,2,2,1,2,1043,7,184,2,1,2022,Barrancos
514,360,878,28,0,0,3,2,3,0,1045,7,184,2,1,2022,Barrancos
515,278,963,23,0,0,5,6,1,2,1045,7,184,5,1,2022,Barrancos
516,241,997,47,0,0,9,10,4,0,1044,7,185,2,1,2023,Barrancos
517,244,994,36,0,0,4,2,3,0,1044,7,185,2,1,2023,Barrancos
518,247,992,1,0,0,3,1,2,3,1045,7,185,2,1,2023,Barrancos
519,237,1002,3,0,0,4,6,2,3,1045,7,185,2,1,2023,Barrancos
520,234,1005,5,0,0,6,5,2,3,1045,7,185,2,1,2023,Barrancos
521,237,1002,0,0,0,4,3,2,0,1044,7,186,2,1,2023,Barrancos
522,245,995,0,0,0,2,3,2,3,1045,7,186,2,1,2023,Barrancos
523,241,1004,0,0,0,6,4,4,4,1045,7,187,6,1,2023,Barrancos
524,221,1020,0,0,0,2,3,1,1,1045,7,186,3,1,2023,Barrancos
525,215,1027,1,0,0,5,6,2,2,1043,7,189,3,1,2023,Barrancos
526,185,1061,0,0,0,7,4,1,3,1045,7,191,3,1,2023,Barrancos
527,154,1094,0,0,0,3,0,1,2,1043,7,192,6,1,2023,Barrancos
528,124,1121,0,0,0,5,4,1,1,1042,7,193,3,1,2024,Barrancos
529,100,1146,0,0,0,1,0,0,3,1044,7,192,3,1,2024,Barrancos
530,76,1170,0,0,0,2,1,2,0,1043,7,193,3,1,2024,Barrancos
531,638,9100,3,0,0,27,17,13,8,7696,143,1827,72,0,2022,Batalha
532,748,9005,16,0,0,44,39,40,23,7712,143,1830,68,0,2022,Batalha
533,707,9053,10,0,0,65,52,32,22,7716,143,1834,67,0,2022,Batalha
534,676,9095,5,0,0,50,46,38,24,7718,144,1840,69,0,2022,Batalha
535,717,9063,5,0,0,41,35,26,19,7719,144,1847,70,0,2022,Batalha
536,720,9062,8,0,0,61,51,36,14,7725,145,1846,66,0,2022,Batalha
537,614,9179,6,0,0,42,40,45,9,7731,145,1850,67,0,2022,Batalha
538,805,8998,10,0,0,26,25,38,12,7737,145,1852,69,0,2022,Batalha
539,777,9027,78,0,1,56,40,41,15,7745,145,1848,66,0,2023,Batalha
540,660,9148,54,0,3,43,35,39,17,7750,145,1849,64,0,2023,Batalha
541,631,9177,42,0,0,50,48,24,17,7750,145,1849,64,0,2023,Batalha
542,669,9139,45,0,0,62,49,27,18,7750,145,1849,64,0,2023,Batalha
543,691,9160,9,0,0,37,33,32,16,7775,147,1868,61,0,2023,Batalha
544,642,9214,10,0,0,52,43,35,26,7778,147,1869,62,0,2023,Batalha
545,686,9170,9,0,9,49,48,36,8,7777,147,1873,59,0,2023,Batalha
546,758,9114,17,0,0,46,33,38,14,7792,147,1875,58,0,2023,Batalha
547,498,9389,23,0,0,45,34,30,11,7803,147,1877,60,0,2023,Batalha
548,561,9323,8,0,0,59,52,37,12,7801,147,1879,57,0,2023,Batalha
549,710,9188,7,0,0,55,40,32,8,7811,147,1882,58,0,2024,Batalha
550,445,9455,3,0,0,21,13,24,1,7815,148,1880,57,0,2024,Batalha
551,581,9328,7,0,0,30,27,25,9,7820,148,1883,58,0,2024,Batalha
552,1603,3508,0,0,0,5,5,6,11,3936,104,1039,32,1,2022,Belmonte
553,1601,3513,0,0,0,17,14,19,4,3939,104,1039,32,1,2022,Belmonte
554,1545,3561,6,0,0,21,20,8,4,3932,104,1038,32,1,2022,Belmonte
555,1544,3560,1,0,0,24,19,9,5,3929,104,1038,33,1,2022,Belmonte
556,1414,3696,0,0,0,14,12,18,6,3930,104,1043,33,1,2022,Belmonte
557,1354,3756,0,0,0,24,20,19,9,3928,104,1046,32,1,2022,Belmonte
558,1300,3808,1,0,0,17,19,13,4,3926,104,1046,32,1,2022,Belmonte
559,1247,3865,6,0,0,22,13,14,10,3933,104,1044,31,1,2022,Belmonte
560,1172,3952,64,0,0,25,22,18,9,3945,104,1043,32,1,2023,Belmonte
561,1061,4054,37,0,0,15,13,24,7,3937,104,1042,32,1,2023,Belmonte
562,991,4124,35,0,0,21,20,9,9,3937,104,1042,32,1,2023,Belmonte
563,932,4183,73,0,0,18,14,5,7,3937,104,1042,32,1,2023,Belmonte
564,880,4240,21,0,0,14,15,21,3,3936,105,1048,31,1,2023,Belmonte
565,859,4268,1,0,0,27,27,31,7,3941,106,1049,31,1,2023,Belmonte
566,855,4278,2,0,2,21,16,30,11,3945,106,1051,31,1,2023,Belmonte
567,937,4198,2,0,0,13,12,25,7,3946,106,1053,30,1,2023,Belmonte
568,848,4286,12,0,0,21,18,17,4,3944,106,1054,30,1,2023,Belmonte
569,838,4301,3,0,0,27,17,28,4,3944,106,1058,31,1,2023,Belmonte
570,920,4232,2,0,0,12,10,22,6,3950,106,1060,36,1,2023,Belmonte
571,789,4353,0,0,0,20,16,26,3,3945,106,1060,31,1,2024,Belmonte
572,712,4414,1,0,0,7,10,13,2,3935,106,1055,30,1,2024,Belmonte
573,523,4596,3,0,0,15,18,29,7,3931,106,1053,29,1,2024,Belmonte
574,3470,5290,1,0,0,19,11,20,9,6844,113,1751,52,2,2022,Bombarral
575,3448,5321,9,0,0,43,46,36,23,6849,113,1754,53,2,2022,Bombarral
576,3445,5324,1,0,0,59,44,30,16,6846,113,1756,54,2,2022,Bombarral
577,3494,5290,1,0,0,70,54,26,22,6849,113,1767,55,2,2022,Bombarral
578,3276,5531,1,0,0,54,52,31,13,6861,113,1776,57,0,2022,Bombarral
579,3225,5591,7,0,0,64,60,30,15,6869,113,1778,56,0,2022,Bombarral
580,3172,5648,4,1,0,55,43,39,16,6868,113,1781,58,0,2022,Bombarral
581,2714,6100,14,0,0,38,36,30,25,6866,113,1778,57,0,2022,Bombarral
582,1597,7296,34,0,0,72,65,36,21,6926,114,1797,56,0,2023,Bombarral
583,956,7986,5,0,1,104,74,33,17,6959,114,1813,56,0,2023,Bombarral
584,456,8485,4,0,0,57,38,25,8,6962,114,1819,46,0,2024,Bombarral
585,467,8492,3,0,0,69,51,38,11,6974,114,1825,46,0,2024,Bombarral
586,1823,2448,0,0,0,24,13,4,3,3261,48,949,13,1,2022,Borba
587,1995,2274,2,1,0,36,37,19,12,3256,48,951,14,1,2022,Borba
588,1772,2493,1,0,0,33,28,14,11,3253,48,949,15,1,2022,Borba
589,1780,2491,2,0,0,41,39,13,10,3255,48,952,16,1,2022,Borba
590,1672,2605,0,1,0,33,25,13,3,3262,48,952,15,1,2022,Borba
591,1658,2624,1,0,0,26,23,14,14,3268,48,952,14,1,2022,Borba
592,1626,2648,0,0,0,29,27,22,5,3262,48,952,12,1,2022,Borba
593,1606,2673,5,0,0,22,20,14,3,3268,48,950,13,1,2022,Borba
594,1612,2664,49,0,0,21,21,8,9,3268,48,945,15,1,2022,Borba
595,1597,2687,60,0,2,28,28,8,3,3275,48,948,13,1,2022,Borba
596,1604,2679,31,0,2,44,31,14,7,3273,48,950,12,1,2023,Borba
597,1615,2670,22,0,0,31,26,22,8,3272,50,951,12,1,2023,Borba
598,1559,2723,22,0,1,20,28,21,9,3269,50,950,13,1,2023,Borba
599,1557,2725,12,0,0,32,26,14,5,3269,50,950,13,1,2023,Borba
600,1521,2761,20,0,0,44,27,15,9,3269,50,950,13,1,2023,Borba
601,1624,2668,5,0,0,33,35,11,12,3278,50,950,14,1,2023,Borba
602,1484,2816,0,0,0,37,30,17,9,3283,50,951,16,1,2023,Borba
603,1498,2803,4,0,4,25,22,15,13,3284,50,953,14,1,2023,Borba
604,1485,2820,6,0,0,22,23,15,7,3284,50,957,14,1,2023,Borba
605,1394,2917,4,0,0,31,24,5,5,3289,50,958,14,1,2023,Borba
606,1442,2867,0,0,0,48,37,22,10,3288,50,957,14,1,2023,Borba
607,1344,2959,0,0,0,33,26,17,7,3284,50,957,12,1,2023,Borba
608,1352,2949,4,0,0,34,31,16,5,3282,50,958,11,1,2024,Borba
609,1340,2962,0,0,0,14,13,4,2,3285,50,955,12,1,2024,Borba
610,1345,2959,0,0,0,22,18,14,4,3287,50,957,10,1,2024,Borba
611,2570,2248,0,0,0,1,2,4,2,4093,79,635,11,1,2022,Boticas
612,2379,2440,2,0,0,11,9,6,13,4093,79,636,11,1,2022,Boticas
613,2214,2607,2,0,0,10,11,7,9,4093,79,636,13,1,2022,Boticas
614,2373,2442,3,0,0,16,13,9,5,4086,79,637,13,1,2022,Boticas
615,2093,2725,1,0,0,11,10,4,6,4089,79,637,13,1,2022,Boticas
616,2077,2755,1,1,0,17,14,8,7,4099,79,641,13,1,2022,Boticas
617,2103,2733,3,0,0,4,7,5,8,4101,79,643,13,1,2022,Boticas
618,2045,2793,6,0,0,11,7,5,4,4102,79,643,14,1,2022,Boticas
619,2155,2680,47,0,0,19,16,3,6,4100,79,643,13,1,2022,Boticas
620,1952,2884,56,0,7,27,27,5,10,4099,79,644,14,1,2023,Boticas
621,1945,2888,23,0,0,13,9,10,4,4093,79,645,16,1,2023,Boticas
622,1852,2986,21,0,5,12,11,11,5,4098,79,646,15,1,2023,Boticas
623,1824,3014,25,0,0,18,17,5,6,4098,79,646,15,1,2023,Boticas
624,1807,3031,36,0,0,15,12,15,11,4098,79,646,15,1,2023,Boticas
625,1748,3102,4,0,0,16,15,8,4,4108,79,647,16,1,2023,Boticas
626,1707,3144,0,0,0,17,9,14,7,4107,79,649,16,1,2023,Boticas
627,1684,3172,1,0,1,12,11,12,10,4113,79,648,16,1,2023,Boticas
628,1843,3010,0,0,0,10,7,7,13,4110,79,648,16,1,2023,Boticas
629,1677,3176,9,0,1,16,15,4,8,4109,79,649,16,1,2023,Boticas
630,1691,3160,0,0,0,20,15,12,8,4107,79,649,16,1,2023,Boticas
631,1508,3344,2,0,0,13,3,12,5,4103,79,651,19,1,2023,Boticas
632,1502,3351,0,0,1,18,16,11,8,4101,79,656,17,1,2024,Boticas
633,1213,3635,0,0,0,8,6,5,3,4094,79,658,17,1,2024,Boticas
634,1132,3713,2,0,0,15,12,8,5,4091,79,658,17,1,2024,Boticas
635,5813,4727,0,0,0,9,7,8,7,8670,178,1625,67,2,2022,Cabeceiras de Basto
636,5777,4765,4,0,0,17,15,23,16,8669,178,1625,70,2,2022,Cabeceiras de Basto
637,5550,4992,3,2,0,22,19,13,12,8661,178,1631,72,2,2022,Cabeceiras de Basto
638,5557,4999,8,0,0,17,18,11,17,8673,178,1635,70,2,2022,Cabeceiras de Basto
639,5396,5179,12,0,0,21,18,8,10,8683,178,1645,69,2,2022,Cabeceiras de Basto
640,5008,5594,5,0,0,22,21,21,12,8713,179,1646,64,2,2022,Cabeceiras de Basto
641,3739,6906,27,0,0,37,34,20,19,8732,179,1653,81,0,2023,Cabeceiras de Basto
642,3546,7117,2,0,0,45,45,17,12,8748,179,1657,79,0,2023,Cabeceiras de Basto
