,concelho,ano,mes,distrito,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao
2412,Figueira de Castelo Rodrigo,2023,12,Guarda,1,0,39,24,25,13
2413,Figueira de Castelo Rodrigo,2024,1,Guarda,1,0,36,26,13,9
2414,Figueira de Castelo Rodrigo,2024,2,Guarda,0,0,19,13,5,2
2415,Figueira de Castelo Rodrigo,2024,3,Guarda,2,0,30,23,13,10
2416,Figueira de Castelo Rodrigo,2024,4,Guarda,0,0,9,3,0,0
2417,Figueiró dos Vinhos,2022,3,Leiria,0,0,3,7,4,4
2418,Figueiró dos Vinhos,2022,4,Leiria,0,0,20,15,10,8
2419,Figueiró dos Vinhos,2022,5,Leiria,3,0,14,12,10,6
2420,Figueiró dos Vinhos,2022,6,Leiria,2,0,28,24,10,7
2421,Figueiró dos Vinhos,2022,7,Leiria,1,0,19,22,6,3
2422,Figueiró dos Vinhos,2022,8,Leiria,1,0,32,26,15,10
2423,Figueiró dos Vinhos,2022,9,Leiria,3,0,21,24,14,9
2424,Figueiró dos Vinhos,2022,10,Leiria,3,0,14,11,14,6
2425,Figueiró dos Vinhos,2022,11,Leiria,69,0,19,18,23,3
2426,Figueiró dos Vinhos,2022,12,Leiria,167,0,23,17,19,9
2427,Figueiró dos Vinhos,2023,1,Leiria,94,0,26,15,18,11
2428,Figueiró dos Vinhos,2023,2,Leiria,170,0,21,19,9,7
2429,Figueiró dos Vinhos,2023,3,Leiria,138,0,21,20,17,13
2430,Figueiró dos Vinhos,2023,4,Leiria,114,0,27,16,9,6
2431,Figueiró dos Vinhos,2023,5,Leiria,58,0,30,28,15,14
2432,Figueiró dos Vinhos,2023,6,Leiria,23,0,26,28,9,8
2433,Figueiró dos Vinhos,2023,7,Leiria,2,0,20,21,19,9
2434,Figueiró dos Vinhos,2023,8,Leiria,1,0,36,27,8,8
2435,Figueiró dos Vinhos,2023,9,Leiria,1,0,16,17,14,12
2436,Figueiró dos Vinhos,2023,10,Leiria,10,0,29,19,18,7
2437,Figueiró dos Vinhos,2023,11,Leiria,2,0,25,19,18,12
2438,Figueiró dos Vinhos,2023,12,Leiria,1,0,27,14,14,6
2439,Figueiró dos Vinhos,2024,1,Leiria,5,0,25,23,19,12
2440,Figueiró dos Vinhos,2024,2,Leiria,0,0,19,8,9,1
2441,Figueiró dos Vinhos,2024,3,Leiria,2,0,20,19,20,13
2442,Figueiró dos Vinhos,2024,4,Leiria,0,0,6,2,2,1
2443,Fornos de Algodres,2022,3,Guarda,0,0,1,3,2,1
2444,Fornos de Algodres,2022,4,Guarda,0,0,4,6,6,2
2445,Fornos de Algodres,2022,5,Guarda,1,0,4,5,2,3
2446,Fornos de Algodres,2022,6,Guarda,1,0,7,4,3,6
2447,Fornos de Algodres,2022,7,Guarda,0,0,7,4,3,3
2448,Fornos de Algodres,2022,8,Guarda,1,0,5,7,4,5
2449,Fornos de Algodres,2022,9,Guarda,1,0,10,6,6,1
2450,Fornos de Algodres,2022,10,Guarda,1,0,6,7,2,8
2451,Fornos de Algodres,2022,11,Guarda,97,0,4,3,8,2
2452,Fornos de Algodres,2022,12,Guarda,125,0,8,8,8,2
2453,Fornos de Algodres,2023,1,Guarda,48,0,9,4,6,3
2454,Fornos de Algodres,2023,2,Guarda,16,0,2,3,9,1
2455,Fornos de Algodres,2023,3,Guarda,34,0,10,5,7,1
2456,Fornos de Algodres,2023,4,Guarda,93,0,11,9,15,5
2457,Fornos de Algodres,2023,5,Guarda,241,0,15,10,12,3
2458,Fornos de Algodres,2023,6,Guarda,33,0,12,9,5,4
2459,Fornos de Algodres,2023,7,Guarda,0,0,13,10,8,8
2460,Fornos de Algodres,2023,8,Guarda,3,0,8,6,10,8
2461,Fornos de Algodres,2023,9,Guarda,3,0,5,4,9,8
2462,Fornos de Algodres,2023,10,Guarda,3,0,19,16,12,5
2463,Fornos de Algodres,2023,11,Guarda,2,0,20,12,5,7
2464,Fornos de Algodres,2023,12,Guarda,1,0,19,12,12,5
2465,Fornos de Algodres,2024,1,Guarda,0,0,19,10,13,7
2466,Fornos de Algodres,2024,2,Guarda,0,0,11,11,6,2
2467,Fornos de Algodres,2024,3,Guarda,0,0,12,13,6,4
2468,Fornos de Algodres,2024,4,Guarda,0,0,2,0,3,0
2469,Freixo de Espada à Cinta,2022,3,Bragança,1,0,7,4,3,2
2470,Freixo de Espada à Cinta,2022,4,Bragança,0,0,15,12,8,6
2471,Freixo de Espada à Cinta,2022,5,Bragança,0,0,20,16,8,7
2472,Freixo de Espada à Cinta,2022,6,Bragança,2,0,18,14,5,6
2473,Freixo de Espada à Cinta,2022,7,Bragança,1,0,19,19,6,5
2474,Freixo de Espada à Cinta,2022,8,Bragança,1,0,20,25,9,9
2475,Freixo de Espada à Cinta,2022,9,Bragança,0,0,12,10,8,6
2476,Freixo de Espada à Cinta,2022,10,Bragança,3,0,22,16,7,3
2477,Freixo de Espada à Cinta,2022,11,Bragança,21,0,22,14,12,3
2478,Freixo de Espada à Cinta,2022,12,Bragança,44,0,19,21,6,5
2479,Freixo de Espada à Cinta,2023,1,Bragança,21,0,22,14,6,11
2480,Freixo de Espada à Cinta,2023,2,Bragança,27,0,11,13,8,4
2481,Freixo de Espada à Cinta,2023,3,Bragança,29,0,16,10,11,7
2482,Freixo de Espada à Cinta,2023,4,Bragança,20,0,15,12,2,15
2483,Freixo de Espada à Cinta,2023,5,Bragança,37,0,22,11,4,8
2484,Freixo de Espada à Cinta,2023,6,Bragança,44,0,21,16,8,9
2485,Freixo de Espada à Cinta,2023,7,Bragança,1,0,16,14,11,12
2486,Freixo de Espada à Cinta,2023,8,Bragança,1,0,15,13,11,9
2487,Freixo de Espada à Cinta,2023,9,Bragança,1,0,12,12,11,10
2488,Freixo de Espada à Cinta,2023,10,Bragança,1,0,20,9,6,6
2489,Freixo de Espada à Cinta,2023,11,Bragança,0,0,22,22,9,5
2490,Freixo de Espada à Cinta,2023,12,Bragança,0,0,15,7,12,2
2491,Freixo de Espada à Cinta,2024,1,Bragança,2,0,22,10,19,6
2492,Freixo de Espada à Cinta,2024,2,Bragança,2,0,12,11,8,2
2493,Freixo de Espada à Cinta,2024,3,Bragança,2,0,20,13,14,5
2494,Freixo de Espada à Cinta,2024,4,Bragança,0,0,4,0,0,1
2495,Fronteira,2022,3,Portalegre,0,1,11,10,6,5
2496,Fronteira,2022,4,Portalegre,2,0,22,23,11,8
2497,Fronteira,2022,5,Portalegre,1,0,21,17,7,8
2498,Fronteira,2022,6,Portalegre,1,0,31,25,6,11
2499,Fronteira,2022,7,Portalegre,0,0,24,24,15,4
2500,Fronteira,2022,8,Portalegre,0,0,24,21,7,10
2501,Fronteira,2022,9,Portalegre,1,0,16,14,11,6
2502,Fronteira,2022,10,Portalegre,2,0,28,22,10,4
2503,Fronteira,2022,11,Portalegre,34,0,24,21,9,12
2504,Fronteira,2022,12,Portalegre,50,1,21,19,10,16
2505,Fronteira,2023,1,Portalegre,30,1,24,26,11,7
2506,Fronteira,2023,2,Portalegre,28,0,24,19,13,3
2507,Fronteira,2023,3,Portalegre,35,0,18,17,16,8
2508,Fronteira,2023,4,Portalegre,14,0,18,18,10,3
2509,Fronteira,2023,5,Portalegre,10,0,26,17,3,5
2510,Fronteira,2023,6,Portalegre,4,0,22,22,8,8
2511,Fronteira,2023,7,Portalegre,1,0,17,16,15,17
2512,Fronteira,2023,8,Portalegre,2,0,20,19,6,8
2513,Fronteira,2023,9,Portalegre,1,0,13,19,9,6
2514,Fronteira,2023,10,Portalegre,4,0,10,9,9,1
2515,Fronteira,2023,11,Portalegre,1,0,23,17,11,2
2516,Fronteira,2023,12,Portalegre,1,0,17,16,5,2
2517,Fronteira,2024,1,Portalegre,0,0,18,16,22,5
2518,Fronteira,2024,2,Portalegre,0,0,13,8,1,0
2519,Fronteira,2024,3,Portalegre,1,0,20,16,12,3
2520,Fronteira,2024,4,Portalegre,0,0,3,2,3,1
2521,Fundão,2022,3,Castelo Branco,2,0,37,30,38,23
2522,Fundão,2022,4,Castelo Branco,12,0,98,93,89,60
2523,Fundão,2022,5,Castelo Branco,10,0,148,116,82,42
2524,Fundão,2022,6,Castelo Branco,9,1,142,122,70,51
2525,Fundão,2022,7,Castelo Branco,5,0,105,95,68,27
2526,Fundão,2022,8,Castelo Branco,2,2,151,134,80,67
2527,Fundão,2022,9,Castelo Branco,3,1,125,92,103,33
2528,Fundão,2022,10,Castelo Branco,52,1,122,111,112,41
2529,Fundão,2022,11,Castelo Branco,305,1,145,113,86,38
2530,Fundão,2022,12,Castelo Branco,440,1,155,134,97,60
2531,Fundão,2023,1,Castelo Branco,346,0,158,118,118,58
2532,Fundão,2023,2,Castelo Branco,287,1,135,102,91,45
2533,Fundão,2023,3,Castelo Branco,314,1,132,114,123,73
2534,Fundão,2023,4,Castelo Branco,275,0,119,121,83,62
2535,Fundão,2023,5,Castelo Branco,346,0,176,134,72,63
2536,Fundão,2023,6,Castelo Branco,58,0,167,149,74,55
2537,Fundão,2023,7,Castelo Branco,23,0,166,146,87,59
2538,Fundão,2023,8,Castelo Branco,13,0,147,136,113,62
2539,Fundão,2023,9,Castelo Branco,20,0,118,99,83,43
2540,Fundão,2023,10,Castelo Branco,21,0,139,108,102,53
2541,Fundão,2023,11,Castelo Branco,9,0,177,141,118,38
2542,Fundão,2023,12,Castelo Branco,5,0,108,87,120,21
2543,Fundão,2024,1,Castelo Branco,3,0,140,105,92,44
2544,Fundão,2024,2,Castelo Branco,6,0,88,81,45,11
2545,Fundão,2024,3,Castelo Branco,12,0,97,78,106,21
2546,Fundão,2024,4,Castelo Branco,0,0,23,10,7,4
2547,Gavião,2022,3,Portalegre,1,1,9,7,4,3
2548,Gavião,2022,4,Portalegre,5,0,13,12,11,11
2549,Gavião,2022,5,Portalegre,3,0,19,12,3,6
2550,Gavião,2022,6,Portalegre,3,0,22,19,11,3
2551,Gavião,2022,7,Portalegre,5,0,23,15,8,2
2552,Gavião,2022,8,Portalegre,0,1,22,17,9,6
2553,Gavião,2022,9,Portalegre,2,0,18,17,13,5
2554,Gavião,2022,10,Portalegre,3,0,22,11,5,4
2555,Gavião,2022,11,Portalegre,217,0,32,23,17,3
2556,Gavião,2022,12,Portalegre,346,0,28,29,20,9
2557,Gavião,2023,1,Portalegre,91,0,33,23,8,7
2558,Gavião,2023,2,Portalegre,86,1,25,19,11,9
2559,Gavião,2023,3,Portalegre,71,0,25,21,14,5
2560,Gavião,2023,4,Portalegre,39,0,38,30,16,9
2561,Gavião,2023,5,Portalegre,26,0,36,27,13,10
2562,Gavião,2023,6,Portalegre,6,0,28,23,7,9
2563,Gavião,2023,7,Portalegre,2,0,22,25,12,8
2564,Gavião,2023,8,Portalegre,1,0,29,23,13,13
2565,Gavião,2023,9,Portalegre,3,0,20,12,11,9
2566,Gavião,2023,10,Portalegre,8,0,36,32,8,9
2567,Gavião,2023,11,Portalegre,1,0,28,27,12,14
2568,Gavião,2023,12,Portalegre,0,0,14,15,14,4
2569,Gavião,2024,1,Portalegre,0,0,27,19,15,5
2570,Gavião,2024,2,Portalegre,2,0,17,16,12,3
2571,Gavião,2024,3,Portalegre,1,0,15,16,19,7
2572,Gavião,2024,4,Portalegre,0,0,5,3,0,2
2573,Golegã,2022,3,Santarém,2,1,9,7,4,3
2574,Golegã,2022,4,Santarém,0,0,13,15,18,7
2575,Golegã,2022,5,Santarém,2,0,25,20,47,7
2576,Golegã,2022,6,Santarém,0,0,35,31,28,7
2577,Golegã,2022,7,Santarém,2,0,19,16,11,3
2578,Golegã,2022,8,Santarém,4,0,24,24,14,11
2579,Golegã,2022,9,Santarém,2,0,28,22,49,10
2580,Golegã,2022,10,Santarém,16,0,17,17,32,13
2581,Golegã,2022,11,Santarém,86,0,19,21,38,14
2582,Golegã,2022,12,Santarém,160,0,26,20,33,4
2583,Golegã,2023,1,Santarém,93,0,43,32,25,7
2584,Golegã,2023,2,Santarém,57,0,37,35,9,14
2585,Golegã,2023,3,Santarém,69,0,35,26,32,10
2586,Golegã,2023,4,Santarém,71,0,41,38,14,16
2587,Golegã,2023,5,Santarém,32,0,53,39,14,12
2588,Golegã,2023,6,Santarém,8,0,35,37,14,15
2589,Golegã,2023,7,Santarém,3,0,37,34,8,20
2590,Golegã,2023,8,Santarém,1,0,33,32,16,22
2591,Golegã,2023,9,Santarém,7,0,34,29,45,13
2592,Golegã,2023,10,Santarém,4,0,51,39,43,28
2593,Golegã,2023,11,Santarém,0,0,48,42,28,13
2594,Golegã,2023,12,Santarém,1,0,25,19,26,7
2595,Golegã,2024,1,Santarém,2,0,49,40,19,13
2596,Golegã,2024,2,Santarém,2,0,19,21,13,6
2597,Golegã,2024,3,Santarém,1,0,37,30,16,7
2598,Golegã,2024,4,Santarém,0,0,5,5,0,6
2599,Gondomar,2022,3,Porto,11,0,147,114,90,43
2600,Gondomar,2022,4,Porto,24,0,320,291,152,93
2601,Gondomar,2022,5,Porto,24,0,390,285,178,86
2602,Gondomar,2022,6,Porto,23,0,402,334,172,136
2603,Gondomar,2022,7,Porto,24,0,366,308,152,81
2604,Gondomar,2022,8,Porto,24,0,489,377,180,122
2605,Gondomar,2022,9,Porto,28,3,334,278,215,86
2606,Gondomar,2022,10,Porto,88,2,310,280,221,110
2607,Gondomar,2022,11,Porto,860,0,347,253,229,87
2608,Gondomar,2022,12,Porto,947,0,357,287,296,82
2609,Gondomar,2023,1,Porto,988,1,525,339,290,91
2610,Gondomar,2023,2,Porto,713,2,416,340,215,106
2611,Gondomar,2023,3,Porto,688,0,436,362,292,104
2612,Gondomar,2023,4,Porto,603,0,443,345,225,110
2613,Gondomar,2023,5,Porto,717,0,544,397,256,144
2614,Gondomar,2023,6,Porto,118,0,517,451,210,128
2615,Gondomar,2023,7,Porto,20,0,511,419,205,129
2616,Gondomar,2023,8,Porto,24,0,442,348,191,133
2617,Gondomar,2023,9,Porto,31,0,378,295,221,101
2618,Gondomar,2023,10,Porto,53,0,479,371,237,112
2619,Gondomar,2023,11,Porto,10,0,644,450,285,85
2620,Gondomar,2023,12,Porto,8,0,365,288,297,69
2621,Gondomar,2024,1,Porto,9,1,560,381,371,67
2622,Gondomar,2024,2,Porto,12,0,263,226,149,42
2623,Gondomar,2024,3,Porto,13,0,459,363,348,61
2624,Gondomar,2024,4,Porto,2,0,118,50,53,6
2625,Gouveia,2022,3,Guarda,4,0,15,12,10,5
2626,Gouveia,2022,4,Guarda,10,0,27,29,27,16
2627,Gouveia,2022,5,Guarda,6,0,40,25,23,5
2628,Gouveia,2022,6,Guarda,10,0,36,27,28,18
2629,Gouveia,2022,7,Guarda,4,0,37,39,27,17
2630,Gouveia,2022,8,Guarda,3,0,48,39,41,13
2631,Gouveia,2022,9,Guarda,1,0,30,27,38,11
2632,Gouveia,2022,10,Guarda,18,0,42,38,29,6
2633,Gouveia,2022,11,Guarda,136,0,39,29,28,14
2634,Gouveia,2022,12,Guarda,105,1,31,29,39,13
2635,Gouveia,2023,1,Guarda,121,0,44,30,47,13
2636,Gouveia,2023,2,Guarda,121,0,25,24,21,7
2637,Gouveia,2023,3,Guarda,165,0,38,34,44,21
2638,Gouveia,2023,4,Guarda,203,0,39,30,21,15
2639,Gouveia,2023,5,Guarda,461,0,47,36,33,18
2640,Gouveia,2023,6,Guarda,72,0,35,37,40,20
2641,Gouveia,2023,7,Guarda,2,0,34,29,26,17
2642,Gouveia,2023,8,Guarda,2,0,33,30,37,19
2643,Gouveia,2023,9,Guarda,10,0,24,14,48,9
2644,Gouveia,2023,10,Guarda,10,0,33,28,46,6
2645,Gouveia,2023,11,Guarda,5,0,60,46,43,15
2646,Gouveia,2023,12,Guarda,3,0,25,21,48,11
2647,Gouveia,2024,1,Guarda,2,0,43,27,35,10
2648,Gouveia,2024,2,Guarda,1,0,22,13,19,6
2649,Gouveia,2024,3,Guarda,4,0,37,28,32,7
2650,Gouveia,2024,4,Guarda,0,0,9,6,6,1
2651,Grândola,2022,3,Setúbal,2,0,39,32,22,22
2652,Grândola,2022,4,Setúbal,9,0,81,80,49,32
2653,Grândola,2022,5,Setúbal,9,0,99,81,47,24
2654,Grândola,2022,6,Setúbal,8,0,105,109,46,41
2655,Grândola,2022,7,Setúbal,9,0,97,68,42,15
2656,Grândola,2022,8,Setúbal,9,0,127,116,63,40
2657,Grândola,2022,9,Setúbal,14,0,98,85,39,23
2658,Grândola,2022,10,Setúbal,16,0,81,73,58,19
2659,Grândola,2022,11,Setúbal,95,0,98,74,51,31
2660,Grândola,2022,12,Setúbal,147,0,89,84,42,37
2661,Grândola,2023,1,Setúbal,125,0,117,92,62,27
2662,Grândola,2023,2,Setúbal,151,0,87,89,55,33
2663,Grândola,2023,3,Setúbal,78,0,106,95,51,28
2664,Grândola,2023,4,Setúbal,64,0,96,85,40,45
2665,Grândola,2023,5,Setúbal,63,0,129,107,44,41
2666,Grândola,2023,6,Setúbal,18,0,113,98,32,40
2667,Grândola,2023,7,Setúbal,3,0,106,107,48,49
2668,Grândola,2023,8,Setúbal,3,0,96,77,45,44
2669,Grândola,2023,9,Setúbal,3,0,83,69,49,48
2670,Grândola,2023,10,Setúbal,6,0,100,95,29,34
2671,Grândola,2023,11,Setúbal,5,0,142,102,48,39
2672,Grândola,2023,12,Setúbal,4,0,93,69,45,26
2673,Grândola,2024,1,Setúbal,11,0,131,103,72,37
2674,Grândola,2024,2,Setúbal,4,0,57,60,39,19
2675,Grândola,2024,3,Setúbal,8,0,81,58,41,19
2676,Grândola,2024,4,Setúbal,1,0,20,17,2,10
2677,Guarda,2022,3,Guarda,4,0,87,68,40,27
2678,Guarda,2022,4,Guarda,17,0,157,163,109,67
2679,Guarda,2022,5,Guarda,11,0,191,116,131,51
2680,Guarda,2022,6,Guarda,5,0,224,179,95,57
2681,Guarda,2022,7,Guarda,6,0,169,140,112,46
2682,Guarda,2022,8,Guarda,4,0,225,161,132,59
2683,Guarda,2022,9,Guarda,10,0,138,126,141,45
2684,Guarda,2022,10,Guarda,28,0,126,112,164,40
2685,Guarda,2022,11,Guarda,225,0,144,113,145,51
2686,Guarda,2022,12,Guarda,359,1,124,104,139,28
2687,Guarda,2023,1,Guarda,346,0,190,134,145,64
2688,Guarda,2023,2,Guarda,541,0,170,144,106,48
2689,Guarda,2023,3,Guarda,236,0,193,152,124,34
2690,Guarda,2023,4,Guarda,276,0,200,177,79,56
2691,Guarda,2023,5,Guarda,367,0,232,175,112,67
2692,Guarda,2023,6,Guarda,31,0,210,172,101,58
2693,Guarda,2023,7,Guarda,6,0,184,155,114,53
2694,Guarda,2023,8,Guarda,18,0,181,132,126,60
2695,Guarda,2023,9,Guarda,23,0,140,120,117,51
2696,Guarda,2023,10,Guarda,43,0,203,143,134,69
2697,Guarda,2023,11,Guarda,8,0,203,162,133,36
2698,Guarda,2023,12,Guarda,3,0,122,102,124,40
2699,Guarda,2024,1,Guarda,7,0,208,153,144,37
2700,Guarda,2024,2,Guarda,3,0,93,76,41,25
2701,Guarda,2024,3,Guarda,9,0,150,115,113,26
2702,Guarda,2024,4,Guarda,2,0,39,25,15,7
2703,Guimarães,2022,3,Braga,40,0,140,110,96,37
2704,Guimarães,2022,4,Braga,90,2,334,306,217,127
2705,Guimarães,2022,5,Braga,92,0,366,273,233,113
2706,Guimarães,2022,6,Braga,39,0,430,358,190,133
2707,Guimarães,2022,7,Braga,51,0,354,280,176,73
2708,Guimarães,2022,8,Braga,33,0,500,416,220,176
2709,Guimarães,2022,9,Braga,41,1,375,343,302,110
2710,Guimarães,2022,10,Braga,160,0,278,254,297,95
2711,Guimarães,2022,11,Braga,824,0,375,277,274,99
2712,Guimarães,2022,12,Braga,1266,0,380,344,325,104
2713,Guimarães,2023,1,Braga,1012,0,482,356,401,138
2714,Guimarães,2023,2,Braga,862,0,366,293,293,130
2715,Guimarães,2023,3,Braga,1383,2,414,322,334,121
2716,Guimarães,2023,4,Braga,930,0,458,374,226,137
2717,Guimarães,2023,5,Braga,1225,0,549,405,291,164
2718,Guimarães,2023,6,Braga,237,0,457,410,275,163
2719,Guimarães,2023,7,Braga,30,0,468,395,269,162
2720,Guimarães,2023,8,Braga,30,0,400,308,274,120
2721,Guimarães,2023,9,Braga,63,0,338,288,304,136
2722,Guimarães,2023,10,Braga,109,0,527,418,301,144
2723,Guimarães,2023,11,Braga,27,0,649,480,334,106
2724,Guimarães,2023,12,Braga,24,1,375,303,331,60
2725,Guimarães,2024,1,Braga,29,0,582,397,409,96
2726,Guimarães,2024,2,Braga,21,1,289,197,212,27
2727,Guimarães,2024,3,Braga,34,0,428,292,301,90
2728,Guimarães,2024,4,Braga,2,0,122,65,43,12
2729,Góis,2022,3,Coimbra,1,0,0,0,0,1
2730,Góis,2022,4,Coimbra,0,0,2,3,1,3
2731,Góis,2022,5,Coimbra,3,0,1,0,0,1
2732,Góis,2022,6,Coimbra,1,0,4,3,2,1
2733,Góis,2022,7,Coimbra,1,0,2,3,3,2
2734,Góis,2022,8,Coimbra,0,0,5,3,3,4
2735,Góis,2022,9,Coimbra,0,1,4,5,2,1
2736,Góis,2022,10,Coimbra,4,0,3,3,5,0
2737,Góis,2022,11,Coimbra,140,0,5,3,4,2
2738,Góis,2022,12,Coimbra,78,0,7,4,5,1
2739,Góis,2023,1,Coimbra,65,0,9,5,13,4
2740,Góis,2023,2,Coimbra,41,0,4,4,5,2
2741,Góis,2023,3,Coimbra,64,0,8,5,5,4
2742,Góis,2023,4,Coimbra,61,0,12,8,2,3
2743,Góis,2023,5,Coimbra,162,0,13,15,2,5
2744,Góis,2023,6,Coimbra,9,0,13,10,12,4
2745,Góis,2023,7,Coimbra,0,0,9,10,8,10
2746,Góis,2023,8,Coimbra,0,0,12,9,7,5
2747,Góis,2023,9,Coimbra,0,0,9,7,10,10
2748,Góis,2023,10,Coimbra,5,0,5,5,7,3
2749,Góis,2023,11,Coimbra,1,0,23,16,7,3
2750,Góis,2023,12,Coimbra,1,0,10,8,12,6
2751,Góis,2024,1,Coimbra,3,0,16,13,13,2
2752,Góis,2024,2,Coimbra,1,0,14,9,4,2
2753,Góis,2024,3,Coimbra,2,0,13,14,9,9
2754,Góis,2024,4,Coimbra,0,0,4,1,0,0
2755,Idanha-a-Nova,2022,3,Castelo Branco,0,1,4,4,6,6
2756,Idanha-a-Nova,2022,4,Castelo Branco,3,0,18,17,8,11
2757,Idanha-a-Nova,2022,5,Castelo Branco,0,0,30,20,8,7
2758,Idanha-a-Nova,2022,6,Castelo Branco,5,0,20,22,10,17
2759,Idanha-a-Nova,2022,7,Castelo Branco,1,0,18,14,7,6
2760,Idanha-a-Nova,2022,8,Castelo Branco,0,0,29,27,12,11
2761,Idanha-a-Nova,2022,9,Castelo Branco,2,0,23,20,11,2
2762,Idanha-a-Nova,2022,10,Castelo Branco,11,0,15,13,18,16
2763,Idanha-a-Nova,2022,11,Castelo Branco,73,0,25,19,20,16
2764,Idanha-a-Nova,2022,12,Castelo Branco,195,1,24,19,11,13
2765,Idanha-a-Nova,2023,1,Castelo Branco,114,0,33,21,11,4
2766,Idanha-a-Nova,2023,2,Castelo Branco,85,0,28,21,14,13
2767,Idanha-a-Nova,2023,3,Castelo Branco,150,3,33,30,16,20
2768,Idanha-a-Nova,2023,4,Castelo Branco,169,0,37,30,13,3
2769,Idanha-a-Nova,2023,5,Castelo Branco,307,0,49,41,19,15
2770,Idanha-a-Nova,2023,6,Castelo Branco,34,1,36,31,17,10
2771,Idanha-a-Nova,2023,7,Castelo Branco,3,0,34,29,21,19
2772,Idanha-a-Nova,2023,8,Castelo Branco,0,0,40,29,22,13
2773,Idanha-a-Nova,2023,9,Castelo Branco,2,0,25,18,15,15
2774,Idanha-a-Nova,2023,10,Castelo Branco,2,1,42,33,18,10
2775,Idanha-a-Nova,2023,11,Castelo Branco,0,0,42,37,18,8
2776,Idanha-a-Nova,2023,12,Castelo Branco,0,0,44,29,30,13
2777,Idanha-a-Nova,2024,1,Castelo Branco,1,0,49,36,28,11
2778,Idanha-a-Nova,2024,2,Castelo Branco,1,0,22,15,5,5
2779,Idanha-a-Nova,2024,3,Castelo Branco,4,0,23,18,38,12
2780,Idanha-a-Nova,2024,4,Castelo Branco,1,0,16,5,7,3
2781,Lagoa,2022,3,Faro,1,0,46,34,197,28
2782,Lagoa,2022,4,Faro,8,1,85,91,73,60
2783,Lagoa,2022,5,Faro,7,0,104,87,65,66
2784,Lagoa,2022,6,Faro,7,0,109,85,170,48
2785,Lagoa,2022,7,Faro,7,0,78,62,56,42
2786,Lagoa,2022,8,Faro,4,0,124,94,50,52
2787,Lagoa,2022,9,Faro,6,1,86,63,66,50
2788,Lagoa,2022,10,Faro,48,0,75,61,55,44
2789,Lagoa,2022,11,Faro,231,1,92,76,67,52
2790,Lagoa,2022,12,Faro,504,0,89,81,75,33
2791,Lagoa,2023,1,Faro,311,1,117,83,99,66
2792,Lagoa,2023,2,Faro,418,1,85,68,225,59
2793,Lagoa,2023,3,Faro,348,0,92,78,99,57
2794,Lagoa,2023,4,Faro,257,1,96,88,52,44
2795,Lagoa,2023,5,Faro,474,0,95,70,62,57
2796,Lagoa,2023,6,Faro,124,0,97,92,75,46
2797,Lagoa,2023,7,Faro,20,0,95,79,61,71
2798,Lagoa,2023,8,Faro,10,0,98,84,64,46
2799,Lagoa,2023,9,Faro,8,0,79,60,84,41
2800,Lagoa,2023,10,Faro,22,0,116,89,88,50
2801,Lagoa,2023,11,Faro,13,0,146,113,99,36
2802,Lagoa,2023,12,Faro,8,0,125,94,107,21
2803,Lagoa,2024,1,Faro,9,0,197,144,105,37
2804,Lagoa,2024,2,Faro,7,0,69,46,60,13
2805,Lagoa,2024,3,Faro,29,0,105,91,76,36
2806,Lagoa,2024,4,Faro,0,0,28,18,11,4
2807,Lagos,2022,3,Faro,4,1,96,82,37,19
2808,Lagos,2022,4,Faro,14,0,98,92,66,68
2809,Lagos,2022,5,Faro,4,0,121,93,82,59
2810,Lagos,2022,6,Faro,8,0,125,116,64,52
2811,Lagos,2022,7,Faro,4,0,119,82,42,24
2812,Lagos,2022,8,Faro,9,0,148,116,68,56
2813,Lagos,2022,9,Faro,8,1,113,102,63,26
2814,Lagos,2022,10,Faro,18,1,106,72,56,35
2815,Lagos,2022,11,Faro,225,0,107,79,98,50
2816,Lagos,2022,12,Faro,338,1,95,78,90,39
2817,Lagos,2023,1,Faro,312,0,141,88,79,59
2818,Lagos,2023,2,Faro,379,1,113,77,90,40
2819,Lagos,2023,3,Faro,852,1,124,113,96,65
2820,Lagos,2023,4,Faro,435,2,146,114,69,64
2821,Lagos,2023,5,Faro,589,0,184,138,72,97
2822,Lagos,2023,6,Faro,123,0,173,140,101,75
2823,Lagos,2023,7,Faro,7,0,187,144,84,74
2824,Lagos,2023,8,Faro,9,0,160,134,59,61
2825,Lagos,2023,9,Faro,9,0,108,84,68,38
2826,Lagos,2023,10,Faro,19,0,139,95,74,53
2827,Lagos,2023,11,Faro,10,0,208,150,130,36
2828,Lagos,2023,12,Faro,4,0,131,90,97,38
2829,Lagos,2024,1,Faro,6,0,199,130,97,44
2830,Lagos,2024,2,Faro,4,0,121,60,58,38
2831,Lagos,2024,3,Faro,6,0,129,108,100,36
2832,Lagos,2024,4,Faro,2,0,36,21,10,5
2833,Lamego,2022,3,Viseu,9,0,40,42,17,45
2834,Lamego,2022,4,Viseu,8,0,111,96,45,65
2835,Lamego,2022,5,Viseu,7,0,138,92,48,57
2836,Lamego,2022,6,Viseu,7,0,166,127,36,73
