,concelho,ano,mes,distrito,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao
5635,Setúbal,2023,11,Setúbal,29,1,1052,820,472,175
5636,Setúbal,2023,12,Setúbal,14,0,617,498,503,133
5637,Setúbal,2024,1,Setúbal,16,0,968,688,443,160
5638,Setúbal,2024,2,Setúbal,17,0,441,345,282,58
5639,Setúbal,2024,3,Setúbal,25,0,744,556,326,123
5640,Setúbal,2024,4,Setúbal,5,1,179,129,54,26
5641,Sever do Vouga,2022,3,Aveiro,0,0,11,9,8,6
5642,Sever do Vouga,2022,4,Aveiro,7,0,17,16,14,10
5643,Sever do Vouga,2022,5,Aveiro,2,0,29,28,18,6
5644,Sever do Vouga,2022,6,Aveiro,2,0,32,25,12,6
5645,Sever do Vouga,2022,7,Aveiro,2,0,30,24,11,7
5646,Sever do Vouga,2022,8,Aveiro,0,0,29,23,14,8
5647,Sever do Vouga,2022,9,Aveiro,1,2,27,21,18,7
5648,Sever do Vouga,2022,10,Aveiro,8,0,19,17,12,9
5649,Sever do Vouga,2022,11,Aveiro,92,0,28,20,17,6
5650,Sever do Vouga,2022,12,Aveiro,99,0,16,20,18,7
5651,Sever do Vouga,2023,1,Aveiro,70,0,33,21,19,11
5652,Sever do Vouga,2023,2,Aveiro,74,1,34,28,14,9
5653,Sever do Vouga,2023,3,Aveiro,59,0,34,26,19,13
5654,Sever do Vouga,2023,4,Aveiro,39,0,39,32,13,17
5655,Sever do Vouga,2023,5,Aveiro,87,0,43,33,14,17
5656,Sever do Vouga,2023,6,Aveiro,51,0,34,28,15,14
5657,Sever do Vouga,2023,7,Aveiro,7,0,33,27,22,20
5658,Sever do Vouga,2023,8,Aveiro,16,0,31,25,21,13
5659,Sever do Vouga,2023,9,Aveiro,11,0,28,19,18,11
5660,Sever do Vouga,2023,10,Aveiro,21,0,43,31,21,10
5661,Sever do Vouga,2023,11,Aveiro,6,0,39,31,27,6
5662,Sever do Vouga,2023,12,Aveiro,5,0,31,19,20,10
5663,Sever do Vouga,2024,1,Aveiro,3,0,51,31,21,11
5664,Sever do Vouga,2024,2,Aveiro,4,0,17,18,15,4
5665,Sever do Vouga,2024,3,Aveiro,4,1,24,24,21,13
5666,Sever do Vouga,2024,4,Aveiro,0,0,8,5,5,5
5667,Silves,2022,3,Faro,5,0,45,20,23,31
5668,Silves,2022,4,Faro,10,0,97,106,57,52
5669,Silves,2022,5,Faro,4,0,93,72,71,35
5670,Silves,2022,6,Faro,7,1,121,115,56,63
5671,Silves,2022,7,Faro,4,0,91,90,51,27
5672,Silves,2022,8,Faro,10,0,114,89,54,53
5673,Silves,2022,9,Faro,6,2,85,69,52,35
5674,Silves,2022,10,Faro,31,0,79,67,81,37
5675,Silves,2022,11,Faro,200,0,119,93,86,35
5676,Silves,2022,12,Faro,385,0,116,89,73,50
5677,Silves,2023,1,Faro,684,0,136,114,89,70
5678,Silves,2023,2,Faro,1204,1,140,121,89,71
5679,Silves,2023,3,Faro,2265,0,158,121,95,82
5680,Silves,2023,4,Faro,824,0,138,130,79,70
5681,Silves,2023,5,Faro,734,0,194,154,87,62
5682,Silves,2023,6,Faro,129,0,182,157,99,61
5683,Silves,2023,7,Faro,16,0,146,144,97,62
5684,Silves,2023,8,Faro,15,0,141,119,86,58
5685,Silves,2023,9,Faro,12,1,138,103,106,47
5686,Silves,2023,10,Faro,22,0,218,170,127,62
5687,Silves,2023,11,Faro,13,0,229,193,127,58
5688,Silves,2023,12,Faro,14,0,152,107,112,33
5689,Silves,2024,1,Faro,10,0,244,175,145,48
5690,Silves,2024,2,Faro,4,0,102,76,63,21
5691,Silves,2024,3,Faro,10,0,159,134,82,43
5692,Silves,2024,4,Faro,3,0,39,25,15,8
5693,Sines,2022,3,Setúbal,0,0,14,12,4,2
5694,Sines,2022,4,Setúbal,6,0,20,15,7,12
5695,Sines,2022,5,Setúbal,5,0,36,24,12,18
5696,Sines,2022,6,Setúbal,2,0,37,33,11,19
5697,Sines,2022,7,Setúbal,2,0,31,30,6,6
5698,Sines,2022,8,Setúbal,2,0,44,32,17,16
5699,Sines,2022,9,Setúbal,2,0,36,23,11,8
5700,Sines,2022,10,Setúbal,8,0,30,18,13,7
5701,Sines,2022,11,Setúbal,83,0,38,21,12,23
5702,Sines,2022,12,Setúbal,109,0,40,29,20,16
5703,Sines,2023,1,Setúbal,218,0,65,46,20,16
5704,Sines,2023,2,Setúbal,60,0,37,29,16,19
5705,Sines,2023,3,Setúbal,89,0,50,36,24,19
5706,Sines,2023,4,Setúbal,27,0,40,41,9,11
5707,Sines,2023,5,Setúbal,111,0,60,39,11,18
5708,Sines,2023,6,Setúbal,12,0,52,41,15,21
5709,Sines,2023,7,Setúbal,2,0,76,48,16,26
5710,Sines,2023,8,Setúbal,3,0,59,48,17,32
5711,Sines,2023,9,Setúbal,3,0,56,51,28,25
5712,Sines,2023,10,Setúbal,3,0,71,43,30,17
5713,Sines,2023,11,Setúbal,5,0,103,68,27,20
5714,Sines,2023,12,Setúbal,2,0,65,46,27,17
5715,Sines,2024,1,Setúbal,2,0,93,60,40,22
5716,Sines,2024,2,Setúbal,4,0,45,26,19,6
5717,Sines,2024,3,Setúbal,5,0,73,59,20,19
5718,Sines,2024,4,Setúbal,0,0,17,12,2,3
5719,Sintra,2022,3,Lisboa,15,2,718,536,375,236
5720,Sintra,2022,4,Lisboa,43,1,1290,1165,741,478
5721,Sintra,2022,5,Lisboa,46,2,1774,1138,694,439
5722,Sintra,2022,6,Lisboa,27,1,1838,1375,654,515
5723,Sintra,2022,7,Lisboa,14,0,1609,1218,606,334
5724,Sintra,2022,8,Lisboa,21,2,2050,1539,684,502
5725,Sintra,2022,9,Lisboa,27,0,1608,1208,819,337
5726,Sintra,2022,10,Lisboa,204,1,1326,1078,791,340
5727,Sintra,2022,11,Lisboa,1119,1,1585,1064,777,361
5728,Sintra,2022,12,Lisboa,1593,0,1581,1209,816,314
5729,Sintra,2023,1,Lisboa,1855,4,2316,1419,879,442
5730,Sintra,2023,2,Lisboa,2481,1,1874,1351,835,417
5731,Sintra,2023,3,Lisboa,1656,3,2021,1455,889,435
5732,Sintra,2023,4,Lisboa,1807,2,2012,1364,600,449
5733,Sintra,2023,5,Lisboa,2393,1,2563,1611,745,561
5734,Sintra,2023,6,Lisboa,282,3,1984,1440,743,488
5735,Sintra,2023,7,Lisboa,49,1,2304,1560,769,603
5736,Sintra,2023,8,Lisboa,33,0,2045,1372,809,496
5737,Sintra,2023,9,Lisboa,49,1,1742,1159,776,435
5738,Sintra,2023,10,Lisboa,91,0,2140,1425,812,450
5739,Sintra,2023,11,Lisboa,35,0,2545,1660,943,318
5740,Sintra,2023,12,Lisboa,20,1,1476,989,846,281
5741,Sintra,2024,1,Lisboa,25,0,2464,1423,1031,350
5742,Sintra,2024,2,Lisboa,16,0,1109,743,520,124
5743,Sintra,2024,3,Lisboa,37,1,1860,1176,807,271
5744,Sintra,2024,4,Lisboa,8,0,500,268,101,67
5745,Sobral de Monte Agraço,2022,3,Lisboa,2,0,9,7,10,0
5746,Sobral de Monte Agraço,2022,4,Lisboa,4,2,19,17,12,5
5747,Sobral de Monte Agraço,2022,5,Lisboa,4,0,22,16,10,6
5748,Sobral de Monte Agraço,2022,6,Lisboa,1,0,37,30,15,8
5749,Sobral de Monte Agraço,2022,7,Lisboa,1,0,25,20,19,5
5750,Sobral de Monte Agraço,2022,8,Lisboa,0,1,43,39,15,8
5751,Sobral de Monte Agraço,2022,9,Lisboa,5,0,23,21,18,4
5752,Sobral de Monte Agraço,2022,10,Lisboa,7,1,25,26,10,9
5753,Sobral de Monte Agraço,2022,11,Lisboa,57,0,35,27,22,4
5754,Sobral de Monte Agraço,2022,12,Lisboa,127,0,31,25,13,14
5755,Sobral de Monte Agraço,2023,1,Lisboa,64,0,49,40,25,7
5756,Sobral de Monte Agraço,2023,2,Lisboa,105,0,46,41,17,8
5757,Sobral de Monte Agraço,2023,3,Lisboa,153,0,51,36,23,12
5758,Sobral de Monte Agraço,2023,4,Lisboa,198,0,44,47,19,16
5759,Sobral de Monte Agraço,2023,5,Lisboa,147,0,64,39,12,16
5760,Sobral de Monte Agraço,2023,6,Lisboa,34,0,49,49,27,12
5761,Sobral de Monte Agraço,2023,7,Lisboa,2,0,52,38,22,19
5762,Sobral de Monte Agraço,2023,8,Lisboa,4,0,48,43,15,14
5763,Sobral de Monte Agraço,2023,9,Lisboa,7,0,49,42,16,6
5764,Sobral de Monte Agraço,2023,10,Lisboa,7,0,50,38,35,24
5765,Sobral de Monte Agraço,2023,11,Lisboa,2,0,71,49,28,14
5766,Sobral de Monte Agraço,2023,12,Lisboa,2,0,44,41,35,10
5767,Sobral de Monte Agraço,2024,1,Lisboa,0,0,62,39,33,4
5768,Sobral de Monte Agraço,2024,2,Lisboa,3,0,34,27,12,6
5769,Sobral de Monte Agraço,2024,3,Lisboa,1,0,40,30,35,4
5770,Sobral de Monte Agraço,2024,4,Lisboa,0,0,11,11,6,2
5771,Soure,2022,3,Coimbra,5,0,23,17,8,6
5772,Soure,2022,4,Coimbra,10,0,45,42,27,10
5773,Soure,2022,5,Coimbra,6,0,61,45,25,16
5774,Soure,2022,6,Coimbra,3,0,68,53,19,15
5775,Soure,2022,7,Coimbra,3,0,38,38,14,18
5776,Soure,2022,8,Coimbra,5,0,70,57,16,18
5777,Soure,2022,9,Coimbra,19,1,40,34,26,13
5778,Soure,2022,10,Coimbra,16,0,35,33,29,8
5779,Soure,2022,11,Coimbra,89,0,39,27,18,15
5780,Soure,2022,12,Coimbra,166,0,39,29,24,13
5781,Soure,2023,1,Coimbra,137,0,43,30,38,11
5782,Soure,2023,2,Coimbra,116,1,36,26,20,10
5783,Soure,2023,3,Coimbra,220,1,48,36,39,14
5784,Soure,2023,4,Coimbra,97,1,41,39,20,15
5785,Soure,2023,5,Coimbra,79,0,62,44,20,11
5786,Soure,2023,6,Coimbra,17,0,48,36,18,10
5787,Soure,2023,7,Coimbra,8,0,60,46,21,7
5788,Soure,2023,8,Coimbra,14,0,39,39,26,7
5789,Soure,2023,9,Coimbra,7,0,40,30,20,3
5790,Soure,2023,10,Coimbra,7,0,58,43,18,19
5791,Soure,2023,11,Coimbra,3,0,55,51,26,9
5792,Soure,2023,12,Coimbra,1,0,36,28,24,6
5793,Soure,2024,1,Coimbra,1,0,58,32,21,9
5794,Soure,2024,2,Coimbra,1,0,25,16,14,3
5795,Soure,2024,3,Coimbra,3,0,38,26,24,4
5796,Soure,2024,4,Coimbra,1,0,8,8,7,2
5797,Sousel,2022,3,Portalegre,1,0,12,9,2,5
5798,Sousel,2022,4,Portalegre,1,0,29,29,9,20
5799,Sousel,2022,5,Portalegre,1,0,44,34,7,10
5800,Sousel,2022,6,Portalegre,0,0,47,43,12,10
5801,Sousel,2022,7,Portalegre,1,0,35,30,4,9
5802,Sousel,2022,8,Portalegre,0,0,40,38,7,16
5803,Sousel,2022,9,Portalegre,2,0,32,28,14,9
5804,Sousel,2022,10,Portalegre,2,0,26,24,7,11
5805,Sousel,2022,11,Portalegre,23,0,34,24,13,10
5806,Sousel,2022,12,Portalegre,38,0,32,32,7,11
5807,Sousel,2023,1,Portalegre,31,0,41,26,17,12
5808,Sousel,2023,2,Portalegre,26,0,32,27,3,10
5809,Sousel,2023,3,Portalegre,26,0,44,32,17,8
5810,Sousel,2023,4,Portalegre,16,0,31,35,9,18
5811,Sousel,2023,5,Portalegre,19,0,39,38,12,15
5812,Sousel,2023,6,Portalegre,4,0,41,32,7,15
5813,Sousel,2023,7,Portalegre,3,0,40,35,6,15
5814,Sousel,2023,8,Portalegre,4,0,26,23,19,8
5815,Sousel,2023,9,Portalegre,2,0,25,23,14,11
5816,Sousel,2023,10,Portalegre,5,0,31,23,6,7
5817,Sousel,2023,11,Portalegre,1,0,24,24,13,6
5818,Sousel,2023,12,Portalegre,0,0,30,14,17,1
5819,Sousel,2024,1,Portalegre,0,0,46,33,21,15
5820,Sousel,2024,2,Portalegre,1,0,21,15,7,4
5821,Sousel,2024,3,Portalegre,6,0,21,13,13,4
5822,Sousel,2024,4,Portalegre,1,0,6,4,1,1
5823,Sátão,2022,3,Viseu,3,0,10,6,13,6
5824,Sátão,2022,4,Viseu,10,0,13,12,30,4
5825,Sátão,2022,5,Viseu,10,0,21,11,15,3
5826,Sátão,2022,6,Viseu,2,0,30,25,16,8
5827,Sátão,2022,7,Viseu,6,0,19,17,14,7
5828,Sátão,2022,8,Viseu,1,0,42,32,24,6
5829,Sátão,2022,9,Viseu,4,1,27,27,17,9
5830,Sátão,2022,10,Viseu,19,0,24,17,13,14
5831,Sátão,2022,11,Viseu,73,0,19,23,21,15
5832,Sátão,2022,12,Viseu,112,0,37,23,26,6
5833,Sátão,2023,1,Viseu,197,0,27,17,16,12
5834,Sátão,2023,2,Viseu,167,0,24,21,24,10
5835,Sátão,2023,3,Viseu,66,0,26,23,34,8
5836,Sátão,2023,4,Viseu,41,0,35,27,11,14
5837,Sátão,2023,5,Viseu,63,0,33,27,18,15
5838,Sátão,2023,6,Viseu,11,0,32,25,15,5
5839,Sátão,2023,7,Viseu,8,0,34,27,20,12
5840,Sátão,2023,8,Viseu,6,0,27,21,27,10
5841,Sátão,2023,9,Viseu,4,0,23,10,13,11
5842,Sátão,2023,10,Viseu,9,0,31,23,22,13
5843,Sátão,2023,11,Viseu,3,0,31,28,29,6
5844,Sátão,2023,12,Viseu,4,0,27,17,27,4
5845,Sátão,2024,1,Viseu,4,0,27,24,27,11
5846,Sátão,2024,2,Viseu,2,0,10,8,7,2
5847,Sátão,2024,3,Viseu,1,0,24,18,29,7
5848,Sátão,2024,4,Viseu,1,0,6,8,2,2
5849,São Brás de Alportel,2022,3,Faro,0,0,11,8,10,3
5850,São Brás de Alportel,2022,4,Faro,2,0,17,17,13,16
5851,São Brás de Alportel,2022,5,Faro,1,0,13,15,16,14
5852,São Brás de Alportel,2022,6,Faro,1,0,23,15,25,10
5853,São Brás de Alportel,2022,7,Faro,4,0,29,30,15,18
5854,São Brás de Alportel,2022,8,Faro,1,1,33,27,15,11
5855,São Brás de Alportel,2022,9,Faro,3,0,28,21,20,16
5856,São Brás de Alportel,2022,10,Faro,12,0,21,21,22,13
5857,São Brás de Alportel,2022,11,Faro,115,0,36,31,21,6
5858,São Brás de Alportel,2022,12,Faro,169,0,33,29,25,9
5859,São Brás de Alportel,2023,1,Faro,115,0,32,27,24,15
5860,São Brás de Alportel,2023,2,Faro,138,0,29,24,24,16
5861,São Brás de Alportel,2023,3,Faro,127,0,44,36,34,16
5862,São Brás de Alportel,2023,4,Faro,141,0,28,24,14,25
5863,São Brás de Alportel,2023,5,Faro,81,0,38,33,31,26
5864,São Brás de Alportel,2023,6,Faro,22,0,44,32,21,16
5865,São Brás de Alportel,2023,7,Faro,2,0,42,38,35,26
5866,São Brás de Alportel,2023,8,Faro,4,0,39,33,34,25
5867,São Brás de Alportel,2023,9,Faro,6,0,34,32,39,19
5868,São Brás de Alportel,2023,10,Faro,6,0,54,44,32,13
5869,São Brás de Alportel,2023,11,Faro,3,0,82,71,40,10
5870,São Brás de Alportel,2023,12,Faro,2,0,44,38,32,12
5871,São Brás de Alportel,2024,1,Faro,6,0,73,54,43,11
5872,São Brás de Alportel,2024,2,Faro,1,0,37,25,23,5
5873,São Brás de Alportel,2024,3,Faro,3,0,53,42,30,8
5874,São Brás de Alportel,2024,4,Faro,0,0,11,9,6,3
5875,São João da Madeira,2022,3,Aveiro,1,0,47,33,31,21
5876,São João da Madeira,2022,4,Aveiro,4,0,100,93,49,24
5877,São João da Madeira,2022,5,Aveiro,1,0,139,76,56,11
5878,São João da Madeira,2022,6,Aveiro,3,0,150,121,56,24
5879,São João da Madeira,2022,7,Aveiro,5,0,119,89,86,15
5880,São João da Madeira,2022,8,Aveiro,2,0,170,122,65,25
5881,São João da Madeira,2022,9,Aveiro,1,0,121,93,75,22
5882,São João da Madeira,2022,10,Aveiro,15,0,90,66,56,22
5883,São João da Madeira,2022,11,Aveiro,85,0,111,76,68,20
5884,São João da Madeira,2022,12,Aveiro,166,0,86,67,73,28
5885,São João da Madeira,2023,1,Aveiro,120,0,139,79,106,19
5886,São João da Madeira,2023,2,Aveiro,118,0,108,80,69,18
5887,São João da Madeira,2023,3,Aveiro,88,0,120,76,72,31
5888,São João da Madeira,2023,4,Aveiro,101,0,135,94,47,30
5889,São João da Madeira,2023,5,Aveiro,62,0,150,89,49,28
5890,São João da Madeira,2023,6,Aveiro,7,0,136,94,58,13
5891,São João da Madeira,2023,7,Aveiro,1,0,111,87,58,15
5892,São João da Madeira,2023,8,Aveiro,4,0,109,71,62,9
5893,São João da Madeira,2023,9,Aveiro,2,0,86,62,56,16
5894,São João da Madeira,2023,10,Aveiro,6,0,120,71,48,17
5895,São João da Madeira,2023,11,Aveiro,2,0,149,102,63,14
5896,São João da Madeira,2023,12,Aveiro,1,0,72,32,61,10
5897,São João da Madeira,2024,1,Aveiro,1,0,122,67,70,21
5898,São João da Madeira,2024,2,Aveiro,0,0,61,37,36,10
5899,São João da Madeira,2024,3,Aveiro,3,0,110,58,56,6
5900,São João da Madeira,2024,4,Aveiro,1,0,24,7,5,3
5901,São João da Pesqueira,2022,3,Viseu,2,0,7,4,1,4
5902,São João da Pesqueira,2022,4,Viseu,1,0,22,21,14,7
5903,São João da Pesqueira,2022,5,Viseu,1,0,19,13,6,8
5904,São João da Pesqueira,2022,6,Viseu,0,0,18,18,5,15
5905,São João da Pesqueira,2022,7,Viseu,0,0,32,20,10,4
5906,São João da Pesqueira,2022,8,Viseu,1,0,35,39,4,14
5907,São João da Pesqueira,2022,9,Viseu,1,0,13,11,5,1
5908,São João da Pesqueira,2022,10,Viseu,3,0,27,22,8,4
5909,São João da Pesqueira,2022,11,Viseu,60,0,26,21,6,7
5910,São João da Pesqueira,2022,12,Viseu,77,0,29,23,8,4
5911,São João da Pesqueira,2023,1,Viseu,67,0,36,28,12,5
5912,São João da Pesqueira,2023,2,Viseu,68,0,31,23,5,6
5913,São João da Pesqueira,2023,3,Viseu,87,0,27,23,9,18
5914,São João da Pesqueira,2023,4,Viseu,147,0,33,29,5,7
5915,São João da Pesqueira,2023,5,Viseu,53,0,35,27,7,8
5916,São João da Pesqueira,2023,6,Viseu,8,1,34,28,3,8
5917,São João da Pesqueira,2023,7,Viseu,3,0,27,24,6,9
5918,São João da Pesqueira,2023,8,Viseu,1,0,28,18,9,14
5919,São João da Pesqueira,2023,9,Viseu,0,0,28,23,11,6
5920,São João da Pesqueira,2023,10,Viseu,4,0,32,21,10,11
5921,São João da Pesqueira,2023,11,Viseu,0,0,41,30,11,8
5922,São João da Pesqueira,2023,12,Viseu,3,0,20,16,12,5
5923,São João da Pesqueira,2024,1,Viseu,0,0,29,19,19,9
5924,São João da Pesqueira,2024,2,Viseu,0,0,17,13,10,2
5925,São João da Pesqueira,2024,3,Viseu,1,0,22,16,7,11
5926,São João da Pesqueira,2024,4,Viseu,0,0,11,3,2,1
5927,São Pedro do Sul,2022,3,Viseu,2,0,13,10,13,6
5928,São Pedro do Sul,2022,4,Viseu,6,0,37,36,27,10
5929,São Pedro do Sul,2022,5,Viseu,4,0,32,27,23,8
5930,São Pedro do Sul,2022,6,Viseu,0,0,38,29,23,9
5931,São Pedro do Sul,2022,7,Viseu,2,0,26,18,15,4
5932,São Pedro do Sul,2022,8,Viseu,2,0,45,31,14,17
5933,São Pedro do Sul,2022,9,Viseu,2,0,26,18,19,9
5934,São Pedro do Sul,2022,10,Viseu,8,0,34,27,28,9
5935,São Pedro do Sul,2022,11,Viseu,76,0,33,21,24,8
5936,São Pedro do Sul,2022,12,Viseu,174,0,30,29,34,12
5937,São Pedro do Sul,2023,1,Viseu,80,0,29,32,22,12
5938,São Pedro do Sul,2023,2,Viseu,173,0,28,27,19,11
5939,São Pedro do Sul,2023,3,Viseu,144,0,41,29,48,7
5940,São Pedro do Sul,2023,4,Viseu,326,1,32,29,38,18
5941,São Pedro do Sul,2023,5,Viseu,431,1,51,39,30,22
5942,São Pedro do Sul,2023,6,Viseu,84,1,45,41,27,15
5943,São Pedro do Sul,2023,7,Viseu,8,0,52,45,47,25
5944,São Pedro do Sul,2023,8,Viseu,12,0,52,39,56,17
5945,São Pedro do Sul,2023,9,Viseu,16,0,44,34,33,16
5946,São Pedro do Sul,2023,10,Viseu,21,0,45,31,41,18
5947,São Pedro do Sul,2023,11,Viseu,10,0,74,48,46,17
5948,São Pedro do Sul,2023,12,Viseu,6,0,36,30,32,6
5949,São Pedro do Sul,2024,1,Viseu,3,0,61,45,44,12
5950,São Pedro do Sul,2024,2,Viseu,5,0,37,31,16,3
5951,São Pedro do Sul,2024,3,Viseu,6,0,52,45,27,8
5952,São Pedro do Sul,2024,4,Viseu,0,0,12,4,3,2
5953,Tabuaço,2022,3,Viseu,8,0,6,6,5,4
5954,Tabuaço,2022,4,Viseu,4,0,14,14,5,5
5955,Tabuaço,2022,5,Viseu,1,0,18,17,6,8
5956,Tabuaço,2022,6,Viseu,0,0,16,13,8,9
5957,Tabuaço,2022,7,Viseu,1,0,16,10,6,4
5958,Tabuaço,2022,8,Viseu,1,0,19,11,4,7
5959,Tabuaço,2022,9,Viseu,1,0,12,9,3,5
5960,Tabuaço,2022,10,Viseu,6,0,9,10,9,8
5961,Tabuaço,2022,11,Viseu,21,0,19,15,3,6
5962,Tabuaço,2022,12,Viseu,40,0,15,11,9,9
5963,Tabuaço,2023,1,Viseu,25,0,15,14,11,6
5964,Tabuaço,2023,2,Viseu,36,0,12,8,8,4
5965,Tabuaço,2023,3,Viseu,58,0,14,14,11,3
5966,Tabuaço,2023,4,Viseu,56,0,21,9,3,8
5967,Tabuaço,2023,5,Viseu,27,0,25,20,9,13
5968,Tabuaço,2023,6,Viseu,32,0,14,14,6,7
5969,Tabuaço,2023,7,Viseu,0,0,12,10,4,10
5970,Tabuaço,2023,8,Viseu,3,0,24,15,7,7
5971,Tabuaço,2023,9,Viseu,1,0,12,10,6,8
5972,Tabuaço,2023,10,Viseu,2,0,12,7,8,4
5973,Tabuaço,2023,11,Viseu,0,0,20,12,13,8
5974,Tabuaço,2023,12,Viseu,3,0,14,10,14,10
5975,Tabuaço,2024,1,Viseu,2,0,14,11,14,6
5976,Tabuaço,2024,2,Viseu,0,0,6,4,2,3
5977,Tabuaço,2024,3,Viseu,6,0,8,9,5,4
5978,Tabuaço,2024,4,Viseu,0,0,8,2,1,1
5979,Tarouca,2022,3,Viseu,3,0,13,5,4,13
5980,Tarouca,2022,4,Viseu,4,0,27,29,16,25
5981,Tarouca,2022,5,Viseu,3,1,43,25,27,11
5982,Tarouca,2022,6,Viseu,1,1,32,42,15,21
5983,Tarouca,2022,7,Viseu,2,0,28,17,13,9
5984,Tarouca,2022,8,Viseu,1,0,27,28,29,15
5985,Tarouca,2022,9,Viseu,1,0,39,30,22,11
5986,Tarouca,2022,10,Viseu,8,0,34,29,26,14
5987,Tarouca,2022,11,Viseu,54,0,30,26,25,11
5988,Tarouca,2022,12,Viseu,38,0,40,30,15,15
5989,Tarouca,2023,1,Viseu,75,1,61,47,28,7
5990,Tarouca,2023,2,Viseu,80,0,33,40,14,10
5991,Tarouca,2023,3,Viseu,99,0,42,28,21,11
5992,Tarouca,2023,4,Viseu,139,0,47,41,9,21
5993,Tarouca,2023,5,Viseu,143,0,45,42,13,24
5994,Tarouca,2023,6,Viseu,40,0,42,31,18,19
5995,Tarouca,2023,7,Viseu,1,0,41,38,22,17
5996,Tarouca,2023,8,Viseu,4,0,39,31,17,14
5997,Tarouca,2023,9,Viseu,6,0,32,29,20,16
5998,Tarouca,2023,10,Viseu,8,0,52,44,23,17
5999,Tarouca,2023,11,Viseu,1,0,81,63,17,37
6000,Tarouca,2023,12,Viseu,1,0,42,27,23,12
6001,Tarouca,2024,1,Viseu,1,0,53,35,21,22
6002,Tarouca,2024,2,Viseu,0,0,29,23,5,5
6003,Tarouca,2024,3,Viseu,1,0,40,23,18,14
6004,Tarouca,2024,4,Viseu,1,0,8,5,2,4
6005,Tavira,2022,3,Faro,1,0,70,55,40,17
6006,Tavira,2022,4,Faro,4,0,131,127,86,55
6007,Tavira,2022,5,Faro,3,0,149,127,70,43
6008,Tavira,2022,6,Faro,6,0,170,141,61,48
6009,Tavira,2022,7,Faro,7,0,155,141,67,25
6010,Tavira,2022,8,Faro,5,0,176,157,74,59
6011,Tavira,2022,9,Faro,5,0,129,103,75,43
6012,Tavira,2022,10,Faro,30,0,111,101,65,42
6013,Tavira,2022,11,Faro,189,0,135,106,69,44
6014,Tavira,2022,12,Faro,426,0,122,110,78,47
6015,Tavira,2023,1,Faro,352,1,197,151,88,66
6016,Tavira,2023,2,Faro,421,0,153,119,77,51
6017,Tavira,2023,3,Faro,598,0,146,136,90,60
6018,Tavira,2023,4,Faro,355,0,143,132,64,38
6019,Tavira,2023,5,Faro,242,0,174,139,58,58
6020,Tavira,2023,6,Faro,39,0,174,137,97,47
6021,Tavira,2023,7,Faro,5,0,127,119,82,64
6022,Tavira,2023,8,Faro,6,0,158,127,85,37
6023,Tavira,2023,9,Faro,2,0,117,99,65,29
6024,Tavira,2023,10,Faro,17,0,144,128,94,45
6025,Tavira,2023,11,Faro,5,0,196,135,114,29
6026,Tavira,2023,12,Faro,4,0,130,101,86,38
6027,Tavira,2024,1,Faro,5,0,171,128,78,39
6028,Tavira,2024,2,Faro,6,0,88,57,58,25
6029,Tavira,2024,3,Faro,7,0,118,85,72,36
6030,Tavira,2024,4,Faro,1,0,37,28,9,6
6031,Terras de Bouro,2022,3,Braga,3,0,5,5,6,7
6032,Terras de Bouro,2022,4,Braga,3,0,12,12,6,8
6033,Terras de Bouro,2022,5,Braga,7,0,21,15,11,9
6034,Terras de Bouro,2022,6,Braga,3,0,21,26,11,10
6035,Terras de Bouro,2022,7,Braga,4,0,17,15,6,6
6036,Terras de Bouro,2022,8,Braga,1,0,37,26,17,19
6037,Terras de Bouro,2022,9,Braga,2,0,15,20,14,8
6038,Terras de Bouro,2022,10,Braga,7,0,16,19,6,7
6039,Terras de Bouro,2022,11,Braga,26,0,23,17,6,3
6040,Terras de Bouro,2022,12,Braga,47,0,19,13,13,8
6041,Terras de Bouro,2023,1,Braga,48,0,25,24,13,14
6042,Terras de Bouro,2023,2,Braga,41,0,25,17,6,9
6043,Terras de Bouro,2023,3,Braga,81,0,18,22,8,12
6044,Terras de Bouro,2023,4,Braga,78,0,16,15,6,8
6045,Terras de Bouro,2023,5,Braga,65,0,28,24,8,15
6046,Terras de Bouro,2023,6,Braga,8,0,35,29,12,12
6047,Terras de Bouro,2023,7,Braga,4,0,26,19,9,20
6048,Terras de Bouro,2023,8,Braga,4,0,31,25,11,26
6049,Terras de Bouro,2023,9,Braga,1,0,21,21,12,14
6050,Terras de Bouro,2023,10,Braga,7,0,27,22,9,17
6051,Terras de Bouro,2023,11,Braga,0,0,51,37,13,11
6052,Terras de Bouro,2023,12,Braga,2,0,29,29,18,10
6053,Terras de Bouro,2024,1,Braga,1,0,33,23,15,9
6054,Terras de Bouro,2024,2,Braga,3,0,10,13,5,5
6055,Terras de Bouro,2024,3,Braga,3,0,30,25,17,4
6056,Terras de Bouro,2024,4,Braga,0,0,9,2,0,1
6057,Tomar,2022,3,Santarém,3,1,44,37,25,30
6058,Tomar,2022,4,Santarém,12,1,129,106,66,53
6059,Tomar,2022,5,Santarém,12,2,122,87,59,44
6060,Tomar,2022,6,Santarém,5,0,144,123,68,55
